,match,nome-geografico,uc-entrada,uc-saida,name,nome-vide,lookup,nome-pai,vide_type,faculdade,match_type,match_error,match_obs
136110,215942,Campeã,1767-10-01,1770-10-01,Manuel Rodrigues Rebelo,Rodrigues,Manuel Rodrigues,,cut,Cânones,aka-see,False,
176437,228577,Portalegre,0000-00-00,0000-00-00,Manuel da Rosa e Oliveira,Rosa,Manuel da Rosa,,cut,,see-aka,False,
228577,176437,Portalegre,1732-11-13,1738-07-17,Manuel da Rosa,e Oliveira,Manuel da Rosa e Oliveira,Manuel da Rosa,add,Cânones,aka-see,False,
248381,228564,Pederneira,0000-00-00,0000-00-00,Manuel da Rosa Pinto,Rosa,Manuel da Rosa,,cut,,see-aka,False,
228564,248381,Pederneira,1696-10-01,1702-06-14,Manuel da Rosa,Pinto,Manuel da Rosa Pinto,Tomé Simões,add,Medicina,aka-see,False,
229828,180198,Estremoz,0000-00-00,0000-00-00,Manuel do Rosário,de Gouveia,Manuel do Rosário de Gouveia,,add,,see-aka,False,
180198,229828,Estremoz,1673-10-01,1680-05-21,Manuel do Rosário de Gouveia,Rosário,Manuel do Rosário,,cut,Cânones,aka-see,False,
142495,216020,Açores,1573-10-01,1579-12-01,Manuel Sanches de Almada,Sanches,Manuel Sanches,Manuel Pires de Almada,cut,Teologia,aka-see,False,
216020,142495,Ilha de São Miguel,0000-00-00,0000-00-00,Manuel Sanches,Almada,Manuel Sanches Almada,,add,,see-aka,False,
142495,216020,Ilha de São Miguel,1573-10-01,1579-12-01,Manuel Sanches de Almada,Sanches,Manuel Sanches,Manuel Pires de Almada,cut,Teologia,aka-see,False,
216104,248833,Baía,1618-12-12,1629-10-12,Manuel de Sande,Mousinho,Manuel de Sande Mousinho,Álvaro Lopes,add,Cânones,aka-see,False,
216104,248833,Baía,1618-12-12,1629-10-12,Manuel de Sande,Mousinho,Manuel de Sande Mousinho,Álvaro Lopes,add,Leis,aka-see,False,
248833,216104,Brasil,0000-00-00,0000-00-00,Manuel de Sande Mousinho,Sande,Manuel de Sande,,cut,,see-aka,False,
216104,248833,Brasil,1618-12-12,1629-10-12,Manuel de Sande,Mousinho,Manuel de Sande Mousinho,Álvaro Lopes,add,Cânones,aka-see,False,
216104,248833,Brasil,1618-12-12,1629-10-12,Manuel de Sande,Mousinho,Manuel de Sande Mousinho,Álvaro Lopes,add,Leis,aka-see,False,
187302,216631,,0000-00-00,0000-00-00,Manuel de Santa Ana Braga,Santa Ana,Manuel de Santa Ana,,cut,,see-aka,False,
216631,187302,,1743-10-01,1762-10-01,Manuel de Santa Ana,Braga,Manuel de Santa Ana Braga,,add,Teologia,aka-see,False,
217001,216965,,0000-00-00,0000-00-00,Manuel de Santa Maria da Silva,Santa Maria,Manuel de Santa Maria,,cut,,see-aka,False,
216965,217001,,1755-10-01,1760-10-01,Manuel de Santa Maria,Silva,Manuel de Santa Maria Silva,,add,Teologia,aka-see,False,
217724,250854,Coimbra,0000-00-00,0000-00-00,Manuel de Santo António,Moniz,Manuel de Santo António Moniz,,add,,see-aka,False,
250854,217724,Coimbra,1638-01-01,1640-11-30,Manuel de Santo António Moniz,Santo António,Manuel de Santo António,,cut,Teologia,aka-see,False,
220237,238479,Póvoa da Lomba,0000-00-00,0000-00-00,Manuel dos Santos,Pereira,Manuel dos Santos Pereira,,add,,see-aka,False,
238479,220237,Póvoa de Lomba,1726-10-01,1733-10-22,Manuel dos Santos Pereira,Santos,Manuel dos Santos,,cut,Cânones,aka-see,False,
241565,221702,Porto,0000-00-00,0000-00-00,Manuel de Seabra de Sousa,Seabra,Manuel de Seabra,,cut,,see-aka,False,
221702,241565,Porto,1681-10-01,1683-10-01,Manuel de Seabra,de Sousa,Manuel de Seabra de Sousa,,add,Cânones,aka-see,False,
223276,147361,Alenquer,0000-00-00,0000-00-00,Manuel de Sequeira,Aragão,Manuel de Sequeira Aragão,,add,,see-aka,False,
147361,223276,Alenquer,1672-10-01,1680-07-19,Manuel de Sequeira e Aragão,Sequeira,Manuel de Sequeira,,cut,Cânones,aka-see,False,
147361,223276,Alenquer,1672-10-01,1680-07-19,Manuel de Sequeira e Aragão,Sequeira,Manuel de Sequeira,,cut,Leis,aka-see,False,
228792,142265,Coimbra,0000-00-00,0000-00-00,Manuel da Silva,Albuquerque,Manuel da Silva Albuquerque,Diogo de Albuquerque,add,,see-aka,False,
142265,228792,Coimbra,1671-10-30,1673-10-15,Manuel da Silva e Albuquerque,Silva,Manuel da Silva,,cut,Cânones,aka-see,False,
128951,228915,Santarém,0000-00-00,0000-00-00,Manuel da Silva Cabral,Silva,Manuel da Silva,,cut,,see-aka,False,
228915,128951,Santarém,1680-10-01,1682-10-15,Manuel da Silva,Cabral,Manuel da Silva Cabral,,add,Cânones,aka-see,False,
139738,228902,Porto,0000-00-00,0000-00-00,Manuel da Silva Carneiro,Silva,Manuel da Silva,Manuel Cardoso,cut,Cânones,see-aka,False,
228902,139738,Porto,1641-10-29,1648-10-12,Manuel da Silva,Carneiro,Manuel da Silva Carneiro,Manuel Cardoso,add,Cânones,aka-see,False,
192173,228842,Lisboa,0000-00-00,0000-00-00,Manuel da Silva de Cerqueira,Silva,Manuel da Silva,,cut,,see-aka,False,
228842,192173,Lisboa,1587-10-07,1596-04-24,Manuel da Silva,Cerqueira,Manuel da Silva Cerqueira,António Cerqueira,add,Cânones,aka-see,False,
189912,230763,Aldeia Gavinha,0000-00-00,0000-00-00,Manuel da Silveira Castelo Branco,Silveira,Manuel da Silveira,,cut,,see-aka,False,
230763,189912,Aldeia Gavinha,1602-10-14,1603-10-30,Manuel da Silveira,Castelo Branco,Manuel da Silveira Castelo Branco,Sebastião da Silveira,add,Cânones,aka-see,False,
166064,230776,Lisboa,0000-00-00,0000-00-00,Manuel da Silveira Freire,Silveira,Manuel da Silveira,,cut,,see-aka,False,
230776,166064,Lisboa,1644-10-15,1650-12-23,Manuel da Silveira,Freire,Manuel da Silveira Freire,Francisco da Silveira,add,Cânones,aka-see,False,
187908,232712,Avis,0000-00-00,0000-00-00,Manuel Soares Brandão,Soares,Manuel Soares,,cut,Medicina,see-aka,False,
232712,187908,Avis,1663-10-17,1669-05-18,Manuel Soares,Brandão,Manuel Soares Brandão,António Brandão,add,Medicina,aka-see,False,
232842,194648,Soure,0000-00-00,0000-00-00,Manuel Soares,Coelho,Manuel Soares Coelho,Manuel Soares,add,,see-aka,False,
194648,232842,Soure,1639-10-05,1646-12-15,Manuel Soares Coelho,Soares,Manuel Soares,Manuel Soares,cut,Cânones,aka-see,False,
232843,163637,Torrão,0000-00-00,0000-00-00,Manuel Soares,Dourado,Manuel Soares Dourado,,add,Cânones,see-aka,False,
163637,232843,Torrão,1651-10-15,1656-07-29,Manuel Soares Dourado,Soares,Manuel Soares,,cut,Cânones,aka-see,False,
220481,232690,Algarve,0000-00-00,0000-00-00,Manuel Soares Pacheco,Soares,Manuel Soares,,cut,,see-aka,False,
232690,220481,Algarve,1597-10-18,1608-05-02,Manuel Soares,Pacheco,Manuel Soares Pacheco,Lopo Soares,add,Medicina,aka-see,False,
232690,220481,Algarve,1597-10-18,1608-05-02,Manuel Soares,Pacheco,Manuel Soares Pacheco,Lopo Soares,add,Teologia,aka-see,False,
203815,240624,Ervedosa,0000-00-00,0000-00-00,Manuel de Sousa da Costa,Sousa,Manuel de Sousa,,cut,,see-aka,False,
240624,203815,Ervedosa,1672-10-01,1679-06-16,Manuel de Sousa,da Costa,Manuel de Sousa da Costa,André de Sousa,add,Cânones,aka-see,False,
208561,240931,Viana,0000-00-00,0000-00-00,Manuel de Sousa Cruz,Sousa,Manuel de Sousa,António Pires Correia,cut,,see-aka,False,
240931,208561,Viana,1672-10-01,1679-06-05,Manuel de Sousa,Cruz,Manuel de Sousa Cruz,,add,Cânones,aka-see,False,
240667,239628,Ilha de São Miguel,0000-00-00,0000-00-00,Manuel de Sousa,Menezes,Manuel de Sousa Menezes,,add,,see-aka,False,
239628,240667,Ilha de São Miguel,1618-10-26,1624-03-30,Manuel de Sousa de Menezes,Sousa,Manuel de Sousa,Nicolau Pereira de Sousa,cut,Leis,aka-see,False,
223905,240920,Tomar,0000-00-00,0000-00-00,Manuel de Sousa Pedrosa,Sousa,Manuel de Sousa,Agostinho de Sousa,cut,,see-aka,False,
240920,223905,Tomar,1670-10-16,1678-06-30,Manuel de Sousa,Pedrosa,Manuel de Sousa Pedrosa,,add,Cânones,aka-see,False,
240683,136818,Lisboa,0000-00-00,0000-00-00,Manuel de Sousa,Reimão,Manuel de Sousa Reimão,,add,,see-aka,False,
136818,240683,Lisboa,1618-01-15,1623-07-05,Manuel de Sousa Reimão,Sousa,Manuel de Sousa,Gaspar Nunes Reimão,cut,Cânones,aka-see,False,
136818,240683,Lisboa,1618-01-15,1623-07-05,Manuel de Sousa Reimão,Sousa,Manuel de Sousa,Gaspar Nunes Reimão,cut,Leis,aka-see,False,
240684,233542,Lisboa,0000-00-00,0000-00-00,Manuel de Sousa,Sodré,Manuel de Sousa Sodré,,add,,see-aka,False,
233542,240684,Lisboa,1609-11-04,1617-06-01,Manuel de Sousa Sodré,Sousa,Manuel de Sousa,João Sodré Ferreira,cut,Leis,aka-see,False,
212217,133336,Figueiró dos Vinhos,0000-00-00,0000-00-00,Manuel de Sá,David,Manuel de Sá David,,add,,see-aka,False,
133336,212217,Figueiró dos Vinhos,1652-10-10,1660-06-02,Manuel de Sá David,Sá,Manuel de Sá,,cut,Leis,aka-see,False,
210845,198303,Lomba,0000-00-00,0000-00-00,Manuel Tavares da Cunha,Tavares,Manuel Tavares,,cut,,see-aka,False,
198303,210845,Lomba,1561-10-23,1562-06-03,Manuel Tavares,Cunha,Manuel Tavares Cunha,,add,Cânones,aka-see,False,
198303,210845,Lomba,1561-10-23,1562-06-03,Manuel Tavares,Cunha,Manuel Tavares Cunha,,add,Leis,aka-see,False,
198340,246308,Tomar,0000-00-00,0000-00-00,Manuel Tavares,Farinha,Manuel Tavares Farinha,,add,,see-aka,False,
246308,198340,Tomar,1577-10-21,1590-10-08,Manuel Tavares Farinha,Tavares,Manuel Tavares,António Farinha,cut,Leis,aka-see,False,
198280,220485,Aveiro,0000-00-00,0000-00-00,Manuel Tavares,Pacheco,Manuel Tavares Pacheco,,add,Leis,see-aka,False,
220485,198280,Aveiro,1652-11-19,1659-11-13,Manuel Tavares Pacheco,Tavares,Manuel Tavares,,cut,Leis,aka-see,False,
195171,132847,Amarante,0000-00-00,0000-00-00,Manuel Teixeira de Queirós Coimbra,Queirós,Manuel Teixeira de Queirós,,cut,,see-aka,False,
132847,195171,Amarante,1719-10-01,1727-06-25,Manuel Teixeira de Queirós,Coimbra,Manuel Teixeira de Queirós Coimbra,João de Queirós Botelho,add,Cânones,aka-see,False,
201241,238507,Porto,0000-00-00,0000-00-00,Manuel Teixeira,Pereira,Manuel Teixeira Pereira,,add,,see-aka,False,
238507,201241,Porto,1666-01-19,1667-10-22,Manuel Teixeira Pereira,Teixeira,Manuel Teixeira,,cut,Cânones,aka-see,False,
146527,202893,Lisboa,0000-00-00,0000-00-00,Manuel Tenreiro de Andrade,Tenreiro,Manuel Tenreiro,,cut,,see-aka,False,
202893,146527,Lisboa,1572-10-01,1579-10-02,Manuel Tenreiro,Andrade,Manuel Tenreiro Andrade,Afonso Vaz Tenreiro,add,Cânones,aka-see,False,
241584,149642,Coimbra,0000-00-00,0000-00-00,Manuel Tomás de Sousa,Manuel Tomás de Sousa e Azevedo,Manuel Tomás de Sousa e Azevedo,,rep,Cânones,see-aka,False,
149642,241584,Coimbra,1753-11-03,1760-12-18,Manuel Tomás de Sousa e Azevedo,Manuel Tomás de Sousa,Manuel Tomás de Sousa,António de Sousa e Azevedo,cut,Cânones,aka-see,False,
218691,203583,Paradela,0000-00-00,0000-00-00,Manuel Tomás de São José,Tomás,Manuel Tomás,,cut,,see-aka,False,
203583,218691,Paradela,1761-11-15,1769-10-01,Manuel Tomás,São José,Manuel Tomás São José,,add,Cânones,aka-see,False,
218691,203583,Recardães,0000-00-00,0000-00-00,Manuel Tomás de São José,Tomás,Manuel Tomás,,cut,,see-aka,False,
203583,218691,Recardães,1761-11-15,1769-10-01,Manuel Tomás,São José,Manuel Tomás São José,,add,Cânones,aka-see,False,
211050,205183,Sernancelhe,0000-00-00,0000-00-00,Manuel de Tovar de Vasconcelos,Tovar,Manuel de Tovar,,cut,,see-aka,False,
205183,211050,Sernancelhe,1613-10-23,1625-06-08,Manuel de Tovar,Vasconcelos,Manuel de Tovar Vasconcelos,Sebasitão de Figueiredo,add,Cânones,aka-see,False,
238506,199183,Viana,0000-00-00,0000-00-00,Manuel de Távora Pereira,Távora,Manuel de Távora,,cut,,see-aka,False,
199183,238506,Viana,1721-10-01,1727-06-05,Manuel de Távora,Pereira,Manuel de Távora Pereira,Luís Álvares de Távora,add,Cânones,aka-see,False,
219391,207878,Montemor-o-Novo,0000-00-00,0000-00-00,Manuel Valente Vilas Boas,Valente,Manuel Valente,,cut,,see-aka,False,
207878,219391,Montemor-o-Novo,1574-11-08,1581-06-17,Manuel Valente,Vilas Boas,Manuel Valente Vilas Boas,Brás Afonso,add,Leis,aka-see,False,
140367,208712,Coimbra,0000-00-00,0000-00-00,Manuel de Vargas de Aboim,,Manuel de Vargas de Aboim,António de Aboim,novid,Cânones,see-aka,False,W01-Single match (asymmetric) data
208712,,Coimbra,1611-10-10,1618-07-28,Manuel de Vargas,Aboim,Manuel de Vargas Aboim,António de Boim,add,Cânones,,False,W01-Single match (asymmetric) data
210849,212721,Lisboa,0000-00-00,0000-00-00,Manuel Vaz da Cunha,Vaz,Manuel Vaz,,cut,,see-aka,False,
212721,210849,Lisboa,1690-10-01,1690-10-01,Manuel Vaz,Cunha,Manuel Vaz Cunha,,add,Teologia,aka-see,False,
212718,136117,Lamego,0000-00-00,0000-00-00,Manuel Vaz,Rebelo,Manuel Vaz Rebelo,,add,Leis,see-aka,False,
136117,212718,Lamego,1681-10-01,1687-07-16,Manuel Vaz Rebelo,Vaz,Manuel Vaz,Nicolau Rodrigues,cut,Leis,aka-see,False,
216361,,Évora,0000-00-00,0000-00-00,Manuel Vidigal,Morais,Manuel Vidigal Morais,,add,Cânones,,True,E04-Ambiguity in match data
251534,,Évora,0000-00-00,0000-00-00,Manuel Vidigal de Morais,Vidigal,Manuel Vidigal,Crispim Luís,cut,,,True,E04-Ambiguity in match data
251536,,Évora,1667-10-21,1674-05-16,Manuel Vidigal de Morais,Vidigal,Manuel Vidigal,,cut,Cânones,,True,E04-Ambiguity in match data
195819,198080,Lisboa,0000-00-00,0000-00-00,Manuel Ximenes,Correia,Manuel Ximenes Correia,,add,,see-aka,False,
198080,195819,Lisboa,1639-10-06,1646-11-22,Manuel Ximenes Correia,Ximenes,Manuel Ximenes,Paulo Ximenes,cut,Cânones,aka-see,False,
195821,215080,Lisboa,0000-00-00,0000-00-00,Manuel Ximenes,Veloso,Manuel Ximenes Veloso,,add,,see-aka,False,
215080,195821,Lisboa,1672-10-01,1679-05-20,Manuel Ximenes Veloso,Ximenes,Manuel Ximenes,,cut,Cânones,aka-see,False,
144571,203257,Lisboa,0000-00-00,0000-00-00,Manuel Álvares,Costa,Manuel Álvares Costa,Manuel Álvares,add,,see-aka,False,
203257,144571,Lisboa,1671-10-01,1676-05-28,Manuel Álvares Costa,Álvares,Manuel Álvares,Manuel Álvares,cut,Cânones,aka-see,False,
179849,144639,Viana,0000-00-00,0000-00-00,Manuel Álvares Gondim,Álvares,Manuel Álvares,,cut,,see-aka,False,
144639,179849,Viana,1657-11-03,1666-05-26,Manuel Álvares,Gondim,Manuel Álvares Gondim,Manuel Álvares Gondim,add,Cânones,aka-see,False,
245719,144557,Estremoz,0000-00-00,0000-00-00,Manuel Álvares de Mezas,Álvares,Manuel Álvares,Lopo Fernandes de Mezas,cut,,see-aka,False,
144557,245719,Estremoz,1626-10-19,1626-11-07,Manuel Álvares,Mezas,Manuel Álvares Mezas,Lopo Fernandes de Mezas,add,Leis,aka-see,False,
144576,187595,Arrifana de Sousa,0000-00-00,0000-00-00,Manuel Álvares,Rocha,Manuel Álvares Rocha,,add,Cânones,see-aka,False,
187595,144576,Arrifana de Sousa,1656-12-04,1665-11-19,Manuel Álvares da Rocha,Álvares,Manuel Álvares,,cut,Cânones,aka-see,False,
144576,187595,Penafiel,0000-00-00,0000-00-00,Manuel Álvares,Rocha,Manuel Álvares Rocha,,add,Cânones,see-aka,False,
144590,222104,Monchique,0000-00-00,0000-00-00,Manuel Álvares,Seixas,Manuel Álvares Seixas,,add,Cânones,see-aka,False,
222104,144590,Monchique,1671-10-01,1678-07-15,Manuel Álvares de Seixas,Álvares,Manuel Álvares,,cut,Cânones,aka-see,False,
198356,144602,Castelo Mendo,0000-00-00,0000-00-00,Manuel Álvares Tavares,Álvares,Manuel Álvares,,cut,,see-aka,False,
144602,198356,Castelo Mendo,1567-10-18,1574-07-18,Manuel Álvares,Tavares,Manuel Álvares Tavares,,add,Cânones,aka-see,False,
144602,198356,Castelo Mendo,1567-10-18,1574-07-18,Manuel Álvares,Tavares,Manuel Álvares Tavares,,add,Leis,aka-see,False,
229643,168568,Pedrogão Pequeno,0000-00-00,0000-00-00,Marcelino Xavier Ribeiro da Silva,Ribeiro,Marcelino Xavier Ribeiro,,cut,,see-aka,False,
168568,229643,Pedrogão Pequeno,1743-10-01,1747-10-01,Marcelino Xavier Ribeiro,Silva,Marcelino Xavier Ribeiro Silva,,add,Cânones,aka-see,False,
188790,198082,,0000-00-00,0000-00-00,Marcos Correia de Brito,Correia,Marcos Correia,,cut,,see-aka,False,
198082,188790,,1660-05-29,1662-05-27,Marcos Correia,Brito,Marcos Correia Brito,,add,Cânones,aka-see,False,
201638,167241,Monsarros,0000-00-00,0000-00-00,Marcos Esteves Teixeira,Esteves,Marcos Esteves,,cut,,see-aka,False,
167241,201638,Monsarros,1626-10-12,1632-05-18,Marcos Esteves,Teixeira,Marcos Esteves Teixeira,Lourenço Aires,add,Cânones,aka-see,False,
167241,201638,Monsarros,1626-10-12,1632-05-18,Marcos Esteves,Teixeira,Marcos Esteves Teixeira,Lourenço Aires,add,Leis,aka-see,False,
192313,159600,Ilha da Madeira,0000-00-00,0000-00-00,Marcos da Fonseca Cerveira,Fonseca,Marcos da Fonseca,Luís da Silva de Brito,cut,Cânones,see-aka,False,
159600,192313,Ilha da Madeira,1654-10-06,1661-06-04,Marcos da Fonseca,Cerveira,Marcos da Fonseca Cerveira,Luís da Silva Brito,add,Cânones,aka-see,False,
177776,164196,Castelo Branco,1574-10-22,1592-04-11,Marcos Gil,Frazão,Marcos Gil Frazão,Pedro Gil,add,Cânones,aka-aka,False,
164196,177776,Castelo Branco,1590-10-19,1591-10-18,Marcos Gil Frazão,Gil,Marcos Gil,Pedro Gil Frazão,cut,Cânones,aka-aka,False,
150947,238530,Caminha,0000-00-00,0000-00-00,Marcos Pereira Barbosa,Pereira,Marcos Pereira,,cut,,see-aka,False,
238530,150947,Caminha,1679-01-20,1679-01-20,Marcos Pereira,Barbosa,Marcos Pereira Barbosa,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
141612,248432,Penedono,0000-00-00,0000-00-00,Marcos Pinto de Aguiar,Pinto,Marcos Pinto,Miguel Fernandes,cut,Cânones,see-aka,False,
248432,141612,Penedono,1638-10-22,1654-05-12,Marcos Pinto,Aguiar,Marcos Pinto Aguiar,Miguel Fernandes,add,Cânones,aka-see,False,
144052,211059,Lisboa,0000-00-00,0000-00-00,Martim de Almeida,Vasconcelos,Martim de Almeida Vasconcelos,,add,,see-aka,False,
211059,144052,Lisboa,1619-10-02,1628-01-09,Martim de Almeida de Vasconcelos,Almeida,Martim de Almeida,Gonçalo Leitão,cut,Leis,aka-see,False,
238544,150950,Viana,0000-00-00,0000-00-00,Martim Barbosa Pereira,Barbosa,Martim Barbosa,,cut,,see-aka,False,
150950,238544,Viana,1590-10-01,1598-12-15,Martim Barbosa,Pereira,Martim Barbosa Pereira,João Soares,add,Cânones,aka-see,False,
219399,182161,Vila do Conde,0000-00-00,0000-00-00,Martim Machado Vilas Boas,Machado,Martim Machado,,cut,,see-aka,False,
182161,219399,Vila do Conde,1625-10-01,1630-07-01,Martim Machado,Vilas Boas,Martim Machado Vilas Boas,Bartolomeu Jorge,add,Leis,aka-see,False,
211069,212903,Açores,0000-00-00,0000-00-00,Martim Mendes de Vasconcelos,Mendes,Martim Mendes,,cut,Cânones,see-aka,False,
211069,212903,Ilha Terceira,0000-00-00,0000-00-00,Martim Mendes de Vasconcelos,Mendes,Martim Mendes,,cut,Cânones,see-aka,False,
212903,211069,Ilha Terceira,1652-10-10,1657-05-04,Martim Mendes,Vasconcelos,Martim Mendes Vasconcelos,,add,Cânones,aka-see,False,
220811,253359,Lisboa,0000-00-00,0000-00-00,Martim Monteiro Paim,Monteiro,Martim Monteiro,,cut,Cânones,see-aka,False,
253359,220811,Lisboa,1650-01-09,1660-07-29,Martim Monteiro,Paim,Martim Monteiro Paim,Pedro Fernandes Monteiro,add,Cânones,aka-see,False,
253359,220811,Monforte,1650-01-09,1660-07-29,Martim Monteiro,Paim,Martim Monteiro Paim,Pedro Fernandes Monteiro,add,Cânones,aka-see,False,
212834,187037,Penamacor,0000-00-00,0000-00-00,Martim Vaz,Botelho,Martim Vaz Botelho,,add,,see-aka,False,
187037,212834,Penamacor,1659-10-27,1667-07-19,Martim Vaz Botelho,Vaz,Martim Vaz,,cut,Cânones,aka-see,False,
180205,187915,Galizes,0000-00-00,0000-00-00,Martinho Brandão Gouveia,Brandão,Martinho Brandão,,cut,,see-aka,False,
187915,180205,Galizes,1667-10-21,1670-10-24,Martinho Brandão,Gouveia,Martinho Brandão Gouveia,,add,Cânones,aka-see,False,
179742,188096,São Julião da Silva,1647-01-05,1647-01-05,Martinho Gonçalves,Bravo,Martinho Gonçalves Bravo,,add,Teologia,aka-aka,False,
188096,179742,São Julião da Silva,1724-10-23,1734-05-12,Martinho Gonçalves Bravo,Gonçalves,Martinho Gonçalves,João Gonçalves,cut,Cânones,aka-aka,False,
180206,180204,Vila Real,0000-00-00,0000-00-00,Martinho de Gouveia Ferreira,Gouveia,Martinho de Gouveia,,cut,,see-aka,False,
180204,180206,Vila Real,1647-10-14,1655-05-04,Martinho de Gouveia,Ferreira,Martinho de Gouveia Ferreira,,add,Cânones,aka-see,False,
184818,238546,,0000-00-00,0000-00-00,Martinho,Pereira,Martinho Pereira,,add,,see-aka,False,
238546,184818,,1614-01-18,1614-02-20,Martinho Pereira,Martinho,Martinho,,cut,Teologia,aka-see,False,
196335,136474,Vila Nova de Anços,0000-00-00,0000-00-00,Mateus Cardoso Cordeiro,Cardoso,Mateus Cardoso,,cut,,see-aka,False,
136474,196335,Vila Nova de Anços,1671-10-01,1676-10-15,Mateus Cardoso,Cordeiro,Mateus Cardoso Cordeiro,,add,Teologia,aka-see,False,
137963,189212,Aveiro,0000-00-00,0000-00-00,Mateus Castanho de Figueiredo,Castanho,Mateus Castanho,,cut,,see-aka,False,
189212,137963,Aveiro,1617-10-30,1626-11-02,Mateus Castanho,de Figueiredo,Mateus Castanho de Figueiredo,,add,Teologia,aka-see,False,
141161,203896,Porto de Carne,0000-00-00,0000-00-00,Mateus da Costa Pereira de Abreu,Costa,Mateus da Costa,,cut,,see-aka,False,
203896,141161,Porto de Cerne,1722-10-01,1739-07-29,Mateus da Costa,Pereira de Abreu,Mateus da Costa Pereira de Abreu,Manuel Antunes,add,Cânones,aka-see,False,
162261,184195,Beja,0000-00-00,0000-00-00,Mateus Dias,Marinho,Mateus Dias Marinho,,add,,see-aka,False,
184195,162261,Beja,1648-10-19,1656-05-27,Mateus Dias Marinho,Dias,Mateus Dias,Manuel Marinho,cut,Leis,aka-see,False,
203909,130854,Lisboa,0000-00-00,0000-00-00,Mateus Ferreira Costa,Ferreira,Mateus Ferreira,,cut,Cânones,see-aka,False,
130854,203909,Lisboa,1655-10-02,1657-10-29,Mateus Ferreira,Costa,Mateus Ferreira Costa,,add,Cânones,aka-see,False,
159634,151479,Besteiros,0000-00-00,0000-00-00,Mateus da Fonseca,Barreto,Mateus da Fonseca Barreto,João Ribeiro,add,,see-aka,False,
151479,159634,Besteiros,1666-10-01,1673-06-12,Mateus da Fonseca Barreto,Fonseca,Mateus da Fonseca,,cut,Leis,aka-see,False,
164010,210864,Vila Nova de Cerveira,0000-00-00,0000-00-00,Mateus Franco,Cunha,Mateus Franco Cunha,,add,Cânones,see-aka,False,
210864,164010,Vila Nova de Cerveira,1651-10-25,1657-10-23,Mateus Franco da Cunha,Franco,Mateus Franco,,cut,Cânones,aka-see,False,
238673,164009,Turcifal,1719-10-01,1725-05-26,Mateus Franco Pereira,Franco,Mateus Franco,Manuel Pereira Cardoso,cut,Cânones,aka-aka,False,
164009,238673,Turcifal,1724-06-22,1724-06-22,Mateus Franco,Pereira,Mateus Franco Pereira,Manuel Pereira Cardoso,add,Cânones,aka-aka,False,
