,match,nome-geografico,uc-entrada,uc-saida,name,nome-vide,lookup,nome-pai,vide_type,faculdade,match_type,match_error,match_obs
172059,250042,Santarém,1618-10-01,1623-10-04,João Lopes de Matos,Lopes,João Lopes,Luís Lopes,cut,Medicina,aka-see,False,
250144,250201,Espanha,1610-10-05,1611-10-12,João Lopes de Prado,Lopes,João Lopes,,cut,Teologia,aka-see,False,
250201,250144,Tui,0000-00-00,0000-00-00,João Lopes,Prado,João Lopes Prado,Francisco Lopes,add,,see-aka,False,
250144,250201,Tui,1610-10-05,1611-10-12,João Lopes de Prado,Lopes,João Lopes,,cut,Teologia,aka-see,False,
250277,250033,Ponte de Lima,0000-00-00,0000-00-00,João Lopes Prego,Lopes,João Lopes,,cut,,see-aka,False,
250033,250277,Ponte de Lima,1689-10-01,1689-10-01,João Lopes,Prego,João Lopes Prego,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
134297,250190,Torres Novas,0000-00-00,0000-00-00,João Lopes Raposo,Lopes,João Lopes,,cut,Leis,see-aka,False,
250190,134297,Torres Novas,1651-10-16,1663-05-21,João Lopes,Raposo,João Lopes Raposo,Aires Lopes,add,Cânones,aka-see,False,
172061,251237,Vila Viçosa,0000-00-00,0000-00-00,João de Lucena de Matos,Lucena,João de Lucena,Afonso de Lucena,cut,Cânones,see-aka,False,
251237,172061,Vila Viçosa,1609-10-30,1623-10-13,João de Lucena,Matos,João de Lucena Matos,Afonso de Lucena,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
181384,215007,Beja,0000-00-00,0000-00-00,João de Macedo,Sampaio,João de Macedo Sampaio,,add,,see-aka,False,
215007,181384,Beja,1621-10-21,1629-05-18,João de Macedo de Sampaio,Macedo,João de Macedo,Domingos Alves de São Paio,cut,Cânones,aka-see,False,
215007,181384,Beja,1621-10-21,1629-05-18,João de Macedo de Sampaio,Macedo,João de Macedo,Domingos Alves de São Paio,cut,Leis,aka-see,False,
140918,182398,Oliveira do Hospital,0000-00-00,0000-00-00,João Madeira de Abreu,Madeira,João Madeira,,cut,Leis,see-aka,False,
182398,140918,Oliveira do Hospital,1653-10-24,1661-11-06,João Madeira,Abreu,João Madeira Abreu,,add,Cânones,aka-see,False,
182398,140918,Oliveira do Hospital,1653-10-24,1661-11-06,João Madeira,Abreu,João Madeira Abreu,,add,Leis,aka-see,False,
243154,184012,Óbidos,1601-10-15,1614-06-26,João Manuel de Pina,Manuel,João Manuel,Francisco Gorjão,cut,Cânones,aka-aka,False,
184012,243154,Óbidos,1605-10-07,1605-10-07,João Manuel,Pina,João Manuel Pina,Francisco Gorjão,add,Cursos jurídicos (Cânones ou Leis),aka-aka,False,
200661,208123,Idanha-a-Nova,1724-10-01,1731-06-26,João Marques da Cruz e Melo,Cruz,João Marques da Cruz,Manuel Álvares da Cruz,cut,Cânones,aka-aka,False,
208123,200661,Idanha-a-Nova,1731-06-14,1731-06-26,João Marques da Cruz,e Melo,João Marques da Cruz e Melo,Manuel Álvares da Cruz,add,Cânones,aka-aka,False,
175826,184524,Eiras,0000-00-00,0000-00-00,João Marques de Oliveira,Marques,João Marques,,cut,Medicina,see-aka,False,
184524,175826,Eiras,1669-03-14,1679-07-29,João Marques,Oliveira,João Marques Oliveira,,add,Medicina,aka-see,False,
184515,219759,Cambarinho,1742-10-01,1748-10-01,João Marques,dos Santos,João Marques dos Santos,,add,Cânones,aka-see,False,
219759,184515,Combarinho,0000-00-00,0000-00-00,João Marques dos Santos,Marques,João Marques,,cut,,see-aka,False,
168135,196614,Algarve,0000-00-00,0000-00-00,João Martins,Landeiro,João Martins Landeiro,,add,,see-aka,False,
196614,168135,Algarve,1594-10-11,1602-11-16,João Martins Landeiro,Martins,João Martins,João Vaz,cut,Leis,aka-see,False,
196614,168135,Lagos,1594-10-11,1602-11-16,João Martins Landeiro,Martins,João Martins,João Vaz,cut,Leis,aka-see,False,
168214,223819,Valezim,0000-00-00,0000-00-00,João Martins,Serrano,João Martins Serrano,,add,Cânones,see-aka,False,
223819,168214,Valezim,1665-01-26,1681-10-01,João Martins Serrano,Martins,João Martins,,cut,Cânones,aka-see,False,
186015,186019,Abragão,0000-00-00,0000-00-00,João Mateus Camelo da Silva Machado e Rocha,João Mateus Camelo da Silva e Rocha,João Mateus Camelo da Silva e Rocha,,rep,,see-aka,False,
186019,186015,Abragão,1765-10-01,1770-10-01,João Mateus Camelo da Silva e Rocha,Machado e Rocha,João Mateus Camelo da Silva Machado e Rocha,,repap,Cânones,aka-see,False,
175216,190944,Lisboa,0000-00-00,0000-00-00,João de Melo,Castro,João de Melo Castro,,add,,see-aka,False,
190944,175216,Lisboa,1577-10-01,1588-01-17,João de Melo de Castro,Melo,João de Melo,Francisco de Melo,cut,Cânones,aka-see,False,
190944,175216,Lisboa,1577-10-01,1588-01-17,João de Melo de Castro,Melo,João de Melo,Francisco de Melo,cut,Teologia,aka-see,False,
175831,175701,Mortágua,0000-00-00,0000-00-00,João Mendes de Oliveira,João de Oliveira,João de Oliveira,,rep,,see-aka,False,
175701,175831,Mortágua,1636-11-05,1643-10-09,João de Oliveira,João Mendes de Oliveira,João Mendes de Oliveira,João de Oliveira,rep,Cânones,aka-see,False,
155941,207996,Coimbra,0000-00-00,0000-00-00,João Mendes de Carvalho,Mendes,João Mendes,,cut,,see-aka,False,
207996,155941,Coimbra,1647-10-03,1658-03-02,João Mendes,Carvalho,João Mendes Carvalho,Manuel Mendes,add,Medicina,aka-see,False,
155944,208127,Lisboa,0000-00-00,0000-00-00,João Mendes de Carvalho,Mendes,João Mendes,,cut,,see-aka,False,
208127,155944,Lisboa,1609-10-15,1615-10-13,João Mendes,Carvalho,João Mendes Carvalho,Manuel Mendes,add,Cânones,aka-see,False,
155945,208181,Santarém,0000-00-00,0000-00-00,João Mendes de Carvalho,Mendes,João Mendes,,cut,,see-aka,False,
208181,155945,Santarém,1611-10-15,1618-02-17,João Mendes,Carvalho,João Mendes Carvalho,Álvaro Mendes,add,Cânones,aka-see,False,
202074,208020,Estremoz,0000-00-00,0000-00-00,João Mendes da Costa,Mendes,João Mendes,,cut,Leis,see-aka,False,
208020,202074,Estremoz,1660-10-15,1667-05-27,João Mendes,Costa,João Mendes Costa,,add,Leis,aka-see,False,
128392,215699,Ranhados,0000-00-00,0000-00-00,João de Mendonça Cabral,Mendonça,João de Mendonça,,cut,,see-aka,False,
215699,128392,Ranhados,1741-01-16,1741-01-16,João de Mendonça,Cabral,João de Mendonça Cabral,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
215705,210159,Espinhal,0000-00-00,0000-00-00,João de Mendonça,e Vasconcelos,João de Mendonça e Vasconcelos,,add,,see-aka,False,
210159,215705,Espinhal,1678-10-01,1681-10-01,João de Mendonça e Vasconcelos,Mendonça,João de Mendonça,,cut,Cânones,aka-see,False,
236854,213467,Águeda,0000-00-00,0000-00-00,João de Menezes,João de Menezes Lemos,João de Menezes Lemos,,rep,,see-aka,False,
213467,236854,Águeda,1760-11-18,1760-11-18,João de Menezes e Lemos,João de Menezes,João de Menezes,,cut,Cânones,aka-see,False,
172063,242805,Lisboa,0000-00-00,0000-00-00,João de Mesquita de Matos,Mesquita,João de Mesquita,,cut,,see-aka,False,
242805,172063,Lisboa,1657-10-09,1665-01-17,João de Mesquita,Matos,João de Mesquita Matos,,add,Leis,aka-see,False,
181422,246675,Lisboa,0000-00-00,0000-00-00,João Miles de Macedo,Miles,João Miles,,cut,,see-aka,False,
246675,181422,Lisboa,1645-01-30,1651-07-12,João Miles,Macedo,João Miles Macedo,João de Miles,add,Cânones,aka-see,False,
249064,265046,Alvito,0000-00-00,0000-00-00,João Monteiro de Miranda,Monteiro,João Monteiro,,cut,,see-aka,False,
265046,249064,Alvito,1641-11-20,1647-11-05,João Monteiro,Miranda,João Monteiro Miranda,Francisco Monteiro,add,Cânones,aka-see,False,
252929,199078,Lousã,0000-00-00,0000-00-00,João Monteiro,Távora,João Monteiro Távora,,add,,see-aka,False,
199078,252929,Lousã,1676-10-21,1678-10-15,João Monteiro de Távora,Monteiro,João Monteiro,,cut,Cânones,aka-see,False,
234971,223387,Lisboa,0000-00-00,0000-00-00,João Moreno,Paz,João Moreno Paz,,add,,see-aka,False,
223387,234971,Lisboa,1575-10-01,1582-03-29,João Moreno de Paz,Moreno,João Moreno,Simão Moreno,cut,Leis,aka-see,False,
241017,205982,Lamego,0000-00-00,0000-00-00,João de Moura,Coutinho,João de Moura Coutinho,,add,,see-aka,False,
205982,241017,Lamego,1619-10-03,1628-05-09,João de Moura Coutinho,Moura,João de Moura,Domingos Monteiro,cut,Cânones,aka-see,False,
205982,241017,Lamego,1619-10-03,1628-05-09,João de Moura Coutinho,Moura,João de Moura,Domingos Monteiro,cut,Leis,aka-see,False,
182547,183209,,0000-00-00,0000-00-00,João da Mãe de Deus Seixas,Mãe de Deus,João da Mãe de Deus,,cut,,see-aka,False,
183209,182547,,1722-10-01,1726-10-01,João da Mãe de Deus,Seixas,João da Mãe de Deus Seixas,,add,Teologia,aka-see,False,
247437,171400,Amarante,0000-00-00,0000-00-00,João Nogueira Pinto,Nogueira,João Nogueira,,cut,,see-aka,False,
171400,247437,Amarante,1683-10-01,1683-10-01,João Nogueira,Pinto,João Nogueira Pinto,,add,Cursos jurídicos (Cânones ou Leis),aka-see,False,
187265,172402,,0000-00-00,0000-00-00,João de Nossa Senhora da Graça Braga,João de Nossa Senhora da Graça,João de Nossa Senhora da Graça,,cut,,see-aka,False,
172402,187265,,1758-10-01,1760-10-01,João de Nossa Senhora da Graça,João de Nossa Senhora da Graça Braga,João de Nossa Senhora da Graça Braga,,rep,Teologia,aka-see,False,
225717,173224,Terena,1587-10-03,1594-04-01,João Nunes Rogado,Rogado,João Nunes Rogado,André Rogado,cut,Leis,aka-see,False,W01-Single match (asymmetric) data
173210,236194,Pedrógão Grande,0000-00-00,0000-00-00,João Nunes,Pereira,João Nunes Pereira,Bartolomeu Nunes,add,,see-aka,False,
236194,173210,Pedrógão Grande,1642-10-09,1656-10-26,João Nunes Pereira,Nunes,João Nunes,,cut,Teologia,aka-see,False,
173183,249585,Elvas,0000-00-00,0000-00-00,João Nunes,da Ponte,João Nunes da Ponte,Nuno Fernandes,add,Cânones,see-aka,False,
249585,173183,Elvas,1585-10-02,1590-10-08,João Nunes da Ponte,Nunes,João Nunes,Nuno Fernandes,cut,Cânones,aka-see,False,
173224,,Terena,0000-00-00,0000-00-00,João Nunes,Rogado,João Nunes Rogado,André Rogado,add,Leis,,False,W01-Single match (asymmetric) data
175730,,Coimbra,0000-00-00,0000-00-00,João de Oliveira,Almeida,João de Oliveira Almeida,,add,,,True,E04-Ambiguity in match data
143426,,Coimbra,1664-10-29,1664-10-29,João de Oliveira de Almeida,Oliveira,João de Oliveira,,cut,Cânones,,True,E04-Ambiguity in match data
175731,,Coimbra,1753-10-01,1761-10-01,João de Oliveira,Almeida,João de Oliveira Almeida,,add,Cânones,,True,E04-Ambiguity in match data
175722,169782,Santa Comba Dão,0000-00-00,0000-00-00,João de Oliveira,Neves,João de Oliveira Neves,,add,,see-aka,False,
169782,175722,Santa Comba Dão,1695-10-01,1697-10-01,João de Oliveira Neves,Oliveira,João de Oliveira,,cut,Cânones,aka-see,False,
238446,175697,Lisboa,0000-00-00,0000-00-00,João de Oliveira e Sousa,Oliveira,João de Oliveira,Francisco Viana,cut,Cânones,see-aka,False,
175697,238446,Lisboa,1638-10-09,1645-05-06,João de Oliveira,Sousa,João de Oliveira Sousa,Francisco Viana,add,Cânones,aka-see,False,
165606,176790,Vouzela,0000-00-00,0000-00-00,João de Osório de Escobar,Osório,João de Osório,,cut,Cânones,see-aka,False,
176790,165606,Vouzela,1621-10-30,1629-06-28,João Osório,Escobar,João Osório Escobar,António Escovar,add,Cânones,aka-see,False,
211543,236273,Janeiro de Baixo,0000-00-00,0000-00-00,João Pacheco,João Pedro Pacheco de Carvalho Pereira,João Pedro Pacheco de Carvalho Pereira,,rep,,see-aka,False,
236273,211543,Janeiro de Baixo,1757-10-01,1760-10-01,João Pedro Pacheco de Carvalho Pereira,João Pacheco,João Pacheco,,rep,Cânones,aka-see,False,
186882,222599,Santarém,0000-00-00,0000-00-00,João Palha Botelho,Palha,João Palha,,cut,,see-aka,False,
222599,186882,Santarém,1621-10-13,1627-06-14,João Palha,Botelho,João Palha Botelho,Miguel Botelho,add,Cânones,aka-see,False,
222817,173108,Lumiar,0000-00-00,0000-00-00,João Palmer,Maynard,João Palmer Maynard,,add,,see-aka,False,
173108,222817,Lumiar,1740-10-01,1745-10-01,João Palmer Maynard,Palmer,João Palmer,,cut,Cânones,aka-see,False,
173108,222817,Lumiar,1740-10-01,1745-10-01,João Palmer Maynard,Palmer,João Palmer,,cut,Leis,aka-see,False,
205401,242425,Formoselha,0000-00-00,0000-00-00,João Pedro Pimentel Traveira,Pimentel,João Pedro Pimentel,,cut,,see-aka,False,
242425,205401,Formoselha,1754-01-08,1766-10-01,João Pedro Pimentel,Traveira,João Pedro Pimentel Traveira,,add,Cânones,aka-see,False,
155978,238457,Borba,0000-00-00,0000-00-00,João Pedro de Sousa Carvalho,Sousa,João Pedro de Sousa,,cut,,see-aka,False,
238457,155978,Borba,1731-10-01,1734-10-01,João Pedro de Sousa,Carvalho,João Pedro de Sousa Carvalho,Inácio de Melo e Sousa,add,Cânones,aka-see,False,
211998,224802,Guimarães,0000-00-00,0000-00-00,João Peixoto de Sá,Peixoto,João Peixoto,Mateus Peixoto,cut,Cânones,see-aka,False,
224802,211998,Guimarães,1639-10-25,1647-06-05,João Peixoto,Sá,João Peixoto Sá,Mateus Peixoto,add,Leis,aka-see,False,
202106,225419,Lamego,0000-00-00,0000-00-00,João Perdigão da Costa,Perdigão,João Perdigão,,cut,,see-aka,False,
225419,202106,Lamego,1630-10-23,1638-11-08,João Perdigão,da Costa,João Perdigão da Costa,Manuel Cerejo,add,Cânones,aka-see,False,
235452,186566,Aldeia Galega,1607-11-06,1620-10-12,João Pereira,Botado,João Pereira Botado,António Pereira,add,Cânones,aka-aka,False,
186566,235452,Aldeia Galega,1614-05-28,1621-10-02,João Pereira Botado,Pereira,João Pereira,António Pereira,cut,Cânones,aka-aka,False,
186566,235452,Aldeia Galega,1614-05-28,1621-10-02,João Pereira Botado,Pereira,João Pereira,António Pereira,cut,Leis,aka-aka,False,
235497,155979,Aveiro,0000-00-00,0000-00-00,João Pereira,de Carvalho,João Pereira de Carvalho,,add,,see-aka,False,
155979,235497,Aveiro,1665-10-01,1674-05-02,João Pereira de Carvalho,Pereira,João Pereira,,cut,Cânones,aka-see,False,
182878,235589,Porto,0000-00-00,0000-00-00,João Pereira de Magalhães,Pereira,João Pereira,,cut,Cânones,see-aka,False,
235589,182878,Porto,1664-10-14,1670-12-16,João Pereira,Magalhães,João Pereira Magalhães,,add,Cânones,aka-see,False,
235571,206993,Lisboa,0000-00-00,0000-00-00,João Pereira,do Vale,João Pereira do Vale,,add,,see-aka,False,
206993,235571,Lisboa,1670-10-14,1677-07-23,João Pereira do Vale,Pereira,João Pereira,,cut,Cânones,aka-see,False,
236319,235581,Montalegre,0000-00-00,0000-00-00,João Rodrigues Pereira,João Pereira,João Pereira,Giraldo Pereira,rep,,see-aka,False,
235581,236319,Montalegre,1665-10-13,1669-10-15,João Pereira,João Rodrigues Pereira,João Rodrigues Pereira,,rep,Cânones,aka-see,False,
239975,213885,Arraiolos,0000-00-00,0000-00-00,João Pessale,Salgado,João Pessale Salgado,João Pessale,add,,see-aka,False,
213885,239975,Arraiolos,1692-10-01,1693-10-01,João Pessale Salgado,Pessale,João Pessale,,cut,Cursos jurídicos (Cânones ou Leis),aka-see,False,
155466,243899,Arneiros,0000-00-00,0000-00-00,João Pinheiro da Fonseca,Pinheiro,João Pinheiro,,cut,,see-aka,False,
243899,155466,Arneiros,1727-10-29,1728-10-01,João Pinheiro,da Fonseca,João Pinheiro da Fonseca,,add,Cânones,aka-see,False,
247128,210076,Basto,0000-00-00,0000-00-00,João Pinto,Cunha,João Pinto Cunha,Gonçalo Pinto,add,Cânones,see-aka,False,
210076,247128,Basto,1583-10-01,1594-05-08,João Pinto da Cunha,Pinto,João Pinto,Gonçalo Pinto,cut,Cânones,aka-see,False,
181430,247117,Águeda,0000-00-00,0000-00-00,João Pinto de Macedo,Pinto,João Pinto,,cut,,see-aka,False,
247117,181430,Águeda,1600-10-20,1609-10-12,João Pinto,Macedo,João Pinto Macedo,João Pinto,add,Cânones,aka-see,False,
242456,247132,Braga,0000-00-00,0000-00-00,João Pinto Pimentel,Pinto,João Pinto,,cut,,see-aka,False,
247132,242456,Braga,1636-10-13,1642-10-14,João Pinto,Pimentel,João Pinto Pimentel,Domingos Pinto,add,Cânones,aka-see,False,
247132,242456,Braga,1636-10-13,1642-10-14,João Pinto,Pimentel,João Pinto Pimentel,Domingos Pinto,add,Teologia,aka-see,False,
202113,249052,Bragança,0000-00-00,0000-00-00,João Pires da Costa,Pires,João Pires,,cut,,see-aka,False,
249052,202113,Bragança,1654-10-12,1660-06-28,João Pires,Costa,João Pires Costa,João Rodrigues,add,Medicina,aka-see,False,
249065,202114,Palmela,0000-00-00,0000-00-00,João Pires,da Costa,João Pires da Costa,,add,,see-aka,False,
202114,249065,Palmela,1689-10-01,1692-10-01,João Pires da Costa,Pires,João Pires,,cut,Leis,aka-see,False,
210225,249350,Abrantes,0000-00-00,0000-00-00,João Pita de Vasconcelos,Pita,João Pita,,cut,,see-aka,False,
249350,210225,Abrantes,1598-10-22,1608-07-30,João Pita,Vasconcelos,João Pita Vasconcelos,Álvaro Pita,add,Cânones,aka-see,False,
210223,249364,,0000-00-00,0000-00-00,João Pita de Vasconcelos,Pita,João Pita,,cut,,see-aka,False,
249364,210223,,1655-05-19,1657-07-08,João Pita,Vasconcelos,João Pita Vasconcelos,,add,Cânones,aka-see,False,
131938,238471,Coimbra,0000-00-00,0000-00-00,João de Quadros,de Sousa,João de Quadros de Sousa,,add,,see-aka,False,
238471,131938,Coimbra,1632-10-20,1654-12-04,João de Quadros de Sousa,Quadros,João de Quadros,,cut,Cânones,aka-see,False,
130465,135467,Viseu,0000-00-00,0000-00-00,João Rebelo Campos,Rebelo,João Rebelo,,cut,,see-aka,False,
135467,130465,Viseu,1657-10-22,1675-07-23,João Rebelo,Campos,João Rebelo Campos,Manuel Rebelo de Campos,add,Leis,aka-see,False,
135411,241217,Leiria,0000-00-00,0000-00-00,João Rebelo,Moura,João Rebelo Moura,,add,,see-aka,False,
241217,135411,Leiria,1620-10-12,1627-07-14,João Rebelo de Moura,Rebelo,João Rebelo,Manuel Lemos,cut,Cânones,aka-see,False,
155496,163263,Aljubarrota,0000-00-00,0000-00-00,João Ribeiro da Fonseca,Ribeiro,João Ribeiro,,cut,,see-aka,False,
163263,155496,Aljubarrota,1641-10-20,1643-06-19,João Ribeiro,Fonseca,João Ribeiro Fonseca,Domingos Lopes,add,Cânones,aka-see,False,
210234,163309,Lisboa,0000-00-00,0000-00-00,João Ribeiro de Vasconcelos,Ribeiro,João Ribeiro,Francisco Fernandes,cut,,see-aka,False,
163309,210234,Lisboa,1591-10-10,1598-10-08,João Ribeiro,Vasconcelos,João Ribeiro Vasconcelos,Francisco Fernandes,add,Cânones,aka-see,False,
179193,247458,Montemor-o-Velho,0000-00-00,0000-00-00,João da Rocha,Pinto,João da Rocha Pinto,,add,Cânones,see-aka,False,
247458,179193,Montemor-o-Velho,1637-12-12,1647-11-05,João da Rocha Pinto,Rocha,João da Rocha,Manuel da Rocha,cut,Cânones,aka-see,False,
149342,208154,São Pedro do Sul,0000-00-00,0000-00-00,João Rodrigues de Azevedo,Rodrigues,João Rodrigues,,cut,,see-aka,False,
208154,149342,São Pedro do Sul,1581-11-17,1588-10-01,João Rodrigues,Azevedo,João Rodrigues Azevedo,Bartolomeu Vaz,add,Cânones,aka-see,False,
156027,206955,Coimbra,0000-00-00,0000-00-00,João Rodrigues de Carvalho,Rodrigues,João Rodrigues,,cut,,see-aka,False,
206955,156027,Coimbra,1587-10-01,1594-06-30,João Rodrigues,Carvalho,João Rodrigues Carvalho,Paio Pereira,add,Cânones,aka-see,False,
195385,206319,Espinhal,1583-10-20,1591-03-23,João Rodrigues Colaço,Rodrigues,João Rodrigues,Rui Lopes,cut,Leis,aka-aka,False,
206319,195385,Espinhal,1589-10-23,1589-10-23,João Rodrigues,Colaço,João Rodrigues Colaço,Rui Lopes,add,Leis,aka-aka,False,
206391,252385,Arcos de Valdevez,0000-00-00,0000-00-00,João Rodrigues,Fernandes,João Rodrigues Fernandes,,add,,see-aka,False,
252385,206391,Arcos de Valdevez,1677-12-30,1683-10-01,João Rodrigues Fernandes,Rodrigues,João Rodrigues,,cut,Cânones,aka-see,False,
188745,207834,Redinha,0000-00-00,0000-00-00,João Rodrigues Henriques,Rodrigues,João Rodrigues,,cut,,see-aka,False,
207834,188745,Redinha,1750-10-01,1750-10-01,João Rodrigues,Henriques,João Rodrigues Henriques,,add,Cânones,aka-see,False,
207124,183369,Espargal,0000-00-00,0000-00-00,João Rodrigues,Maia,João Rodrigues Maia,Simão Rodrigues,add,Medicina,see-aka,False,
183369,207124,Espragal,1623-10-16,1630-10-01,João Rodrigues da Maia,Rodrigues,João Rodrigues,Simão Rodrigues,cut,Medicina,aka-see,False,
183369,207124,Espragal,1623-10-16,1630-10-01,João Rodrigues da Maia,Rodrigues,João Rodrigues,Simão Rodrigues,cut,Teologia,aka-see,False,
207604,244182,Montemor-o-Velho,1558-02-03,1570-07-12,João Rodrigues,Pinheiro,João Rodrigues Pinheiro,,add,Teologia,aka-aka,False,
244182,207604,Montemor-o-Velho,1566-02-27,1570-07-25,João Rodrigues Pinheiro,Rodrigues,João Rodrigues,,cut,Teologia,aka-aka,False,
135569,207114,Cumieira,0000-00-00,0000-00-00,João Rodrigues Rebelo,Rodrigues,João Rodrigues,,cut,,see-aka,False,
207114,135569,Cumieira,1726-10-01,1733-10-01,João Rodrigues,Rebelo,João Rodrigues Rebelo,,add,Cânones,aka-see,False,
200879,207222,Lebução,0000-00-00,0000-00-00,João Rodrigues Teixeira,Rodrigues,João Rodrigues,,cut,,see-aka,False,
207222,200879,Lebução,1736-10-30,1747-10-01,João Rodrigues,Teixeira,João Rodrigues Teixeira,Francisco Rodrigues,add,Cânones,aka-see,False,
207222,200879,Lebução,1736-10-30,1747-10-01,João Rodrigues,Teixeira,João Rodrigues Teixeira,Francisco Rodrigues,add,Medicina,aka-see,False,
206393,202057,Arraiolos,1616-11-12,1623-02-14,João Rodrigues,Teles,João Rodrigues Teles,André Rodrigues,add,Medicina,aka-aka,False,
202057,206393,Arraiolos,1618-05-02,1618-05-02,João Rodrigues Teles,Rodrigues,João Rodrigues,,cut,Artes,aka-aka,False,
207662,211422,Moura,0000-00-00,0000-00-00,João Rodrigues,Vassalo,João Rodrigues Vassalo,,add,,see-aka,False,
211422,207662,Moura,1565-10-01,1575-03-26,João Rodrigues Vassalo,Rodrigues,João Rodrigues,Vicente Vaz,cut,Leis,aka-see,False,
219684,207707,Portalegre,0000-00-00,0000-00-00,João Rodrigues Viles,Rodrigues,João Rodrigues,,cut,,see-aka,False,
207707,219684,Portalegre,1562-00-00,1571-05-22,João Rodrigues,Viles,João Rodrigues Viles,,add,Cânones,aka-see,False,
251244,214066,Porto,0000-00-00,0000-00-00,João Salvado de Morais,Salvado,João Salvado,,cut,,see-aka,False,
214066,251244,Porto,1613-10-03,1623-03-15,João Salvado,de Morais,João Salvado de Morais,Marco António,add,Leis,aka-see,False,
215911,149911,Vila Viçosa,0000-00-00,0000-00-00,João Sanches,Baena,João Sanches Baena,,add,,see-aka,False,
149911,215911,Vila Viçosa,1595-11-06,1605-10-11,João Sanches de Baena,Sanches,João Sanches,Pedro Álvares Sanches,cut,Cânones,aka-see,False,
200713,226997,Lisboa,1590-10-11,1596-07-20,João da Silva de Melo,Melo,João da Silva de Melo,António Lopes,cut,Cânones,aka-see,False,W01-Single match (asymmetric) data
226997,,Lisboa,0000-00-00,0000-00-00,João da Silva,Melo,João da Silva Melo,António Lopes,add,,,False,W01-Single match (asymmetric) data
226966,,Caldas,0000-00-00,0000-00-00,João da Silva,Sousa,João da Silva Sousa,,add,,,True,E04-Ambiguity in match data
238487,,Caldas,0000-00-00,0000-00-00,João da Silva e Sousa,Silva,João da Silva,,cut,,,True,E04-Ambiguity in match data
238488,,Caldas,1656-10-20,1665-07-22,João da Silva e Sousa,Silva,João da Silva,António da Silva e Sousa,cut,Cânones,,True,E04-Ambiguity in match data
197935,227038,Santa Marinha de Vilar,0000-00-00,0000-00-00,João da Silva Tavares,Silva,João da Silva,,cut,,see-aka,False,
227038,197935,Santa Marinha de Vilar,1723-10-01,1729-10-01,João da Silva,Tavares,João da Silva Tavares,,add,Leis,aka-see,False,
171436,247471,Baía,1766-10-01,1770-06-10,João da Silveira Pinto Nogueira,Pinto,João da Silveira Pinto,,cut,Cânones,aka-see,False,
247471,171436,Brasil,0000-00-00,0000-00-00,João da Silveira Pinto,Nogueira,João da Silveira Pinto Nogueira,,add,,see-aka,False,
171436,247471,Brasil,1766-10-01,1770-06-10,João da Silveira Pinto Nogueira,Pinto,João da Silveira Pinto,,cut,Cânones,aka-see,False,
171436,247471,Cachoeira,1766-10-01,1770-06-10,João da Silveira Pinto Nogueira,Pinto,João da Silveira Pinto,,cut,Cânones,aka-see,False,
247471,171436,Cachoeira da Baía,0000-00-00,0000-00-00,João da Silveira Pinto,Nogueira,João da Silveira Pinto Nogueira,,add,,see-aka,False,
188771,231622,Poiares,0000-00-00,0000-00-00,João Simões Pereira Henriques,Simões Pereira,João Simões Pereira,,cut,,see-aka,False,
231622,188771,Poiares,1724-10-01,1731-06-18,João Simões Pereira,Henriques,João Simões Pereira Henriques,Ascenso Simões,add,Cânones,aka-see,False,
140937,232308,Porto,0000-00-00,0000-00-00,João Soares de Abreu,Soares,João Soares,,cut,,see-aka,False,
232308,140937,Porto,1607-10-06,1616-10-06,João Soares,Abreu,João Soares Abreu,Baltasar Delgado,add,Cânones,aka-see,False,
202187,232328,Entre Ambos-os-Rios,0000-00-00,0000-00-00,João Soares da Costa,Soares,João Soares,Gaspar da Costa,cut,Cânones,see-aka,False,
232328,202187,Entre Ambos-os-Rios,1623-10-10,1631-06-05,João Soares,Costa,João Soares Costa,Gaspar da Costa,add,Cânones,aka-see,False,
232315,164952,Santarém,0000-00-00,0000-00-00,João Soares,Freire,João Soares Freire,,add,,see-aka,False,
164952,232315,Santarém,1600-10-05,1610-10-12,João Soares Freire,Soares,João Soares,Domingos Lopes,cut,Leis,aka-see,False,
227364,232313,Santa Comba,1617-10-16,1623-01-18,João Soares da Silva,Soares,João Soares,Francisco Fernandes,cut,Cânones,aka-aka,False,
232313,227364,Santa Comba,1618-10-23,1618-10-23,João Soares,Silva,João Soares Silva,Francisco Fernandes,add,Cânones,aka-aka,False,
233358,181951,Mortágua,0000-00-00,0000-00-00,João de Sobral,Machado,João de Sobral Machado,,add,Cânones,see-aka,False,
181951,233358,Mortágua,1655-10-29,1666-07-18,João Sobral Machado,Sobral,João Sobral,João Sobral Machado,cut,Cânones,aka-see,False,
181952,233361,Pindelo,0000-00-00,0000-00-00,João do Sobral Machado,Sobral,João do Sobral,,cut,,see-aka,False,
233361,181952,Pindelo,1623-10-19,1632-11-02,João de Sobral,Machado,João de Sobral Machado,Manuel Henriques,add,Cânones,aka-see,False,
233361,181952,Pindelo,1623-10-19,1632-11-02,João de Sobral,Machado,João de Sobral Machado,Manuel Henriques,add,Leis,aka-see,False,
200723,233365,Sarzedo,0000-00-00,0000-00-00,João do Sobral Melo,Sobral,João do Sobral,,cut,Cânones,see-aka,False,
