id,name,name_sp,nome-vide,vide_type,lookup,lookup_sp
162409,Rui Dias,Rui Dias,Castro,add,Rui Dias Castro,Rui Dias Castro
239140,Rui Dias Pereira,Rui Dias Pereira,Dias,cut,Rui Dias,Rui Dias
239141,Rui Dias Pereira,Rui Dias Pereira,Rui Pereira,rep,Rui Pereira,Rui Pereira
172128,Rui Gago,Rui Gago,Homem,add,Rui Gago Homem,Rui Gago Homem
192973,Rui Gago Homem,Rui Gago Homem,Gago,cut,Rui Gago,Rui Gago
176810,Rui Galvão,Rui Galvão,Pereira,add,Rui Galvão Pereira,Rui Galvão Pereira
239142,Rui Galvão Pereira,Rui Galvão Pereira,Galvão,cut,Rui Galvão,Rui Galvão
177158,Rui da Gama,Rui Gama,Pimentel,add,Rui da Gama Pimentel,Rui Gama Pimentel
177158,Rui da Gama,Rui Gama,Pimentel,add,Rui da Gama Pimentel,Rui Gama Pimentel
242829,Rui da Gama Pimentel,Rui Gama Pimentel,Gama,cut,Rui da Gama,Rui Gama
179793,Rui Gonçalves,Rui Gonçalves,Sequeira,add,Rui Gonçalves Sequeira,Rui Gonçalves Sequeira
214670,Rui Lemos,Rui Lemos,Zagalo,add,Rui Lemos Zagalo,Rui Lemos Zagalo
195909,Rui de Lemos Zagalo,Rui Lemos Zagalo,Lemos,cut,Rui de Lemos,Rui Lemos
253758,Rui Lopes,Rui Lopes,Rebelo,add,Rui Lopes Rebelo,Rui Lopes Rebelo
253753,Rui Lopes,Rui Lopes,da Veiga,add,Rui Lopes da Veiga,Rui Lopes Veiga
253755,Rui Lopes,Rui Lopes,da Veiga,add,Rui Lopes da Veiga,Rui Lopes Veiga
253755,Rui Lopes,Rui Lopes,da Veiga,add,Rui Lopes da Veiga,Rui Lopes Veiga
253751,Rui Lopes,Rui Lopes,Basto,add,Rui Lopes Basto,Rui Lopes Basto
152121,Rui Lopes de Basto,Rui Lopes Basto,Lopes,cut,Rui Lopes,Rui Lopes
136228,Rui Lopes Rebelo,Rui Lopes Rebelo,Lopes,cut,Rui Lopes,Rui Lopes
213910,Rui Lopes da Veiga,Rui Lopes Veiga,Lopes,cut,Rui Lopes,Rui Lopes
183684,Rui Malheiro,Rui Malheiro,,novid,Rui Malheiro,Rui Malheiro
170348,Rui Martins,Rui Martins,,novid,Rui Martins,Rui Martins
172831,Rui de Matos,Rui Matos,Noronha,add,Rui de Matos Noronha,Rui Matos Noronha
171890,Rui de Matos de Noronha,Rui Matos Noronha,Matos,cut,Rui de Matos,Rui Matos
213150,Rui Mendes,Rui Mendes,Relego,add,Rui Mendes Relego,Rui Mendes Relego
213172,Rui Mendes,Rui Mendes,Carvalho,add,Rui Mendes Carvalho,Rui Mendes Carvalho
137669,Rui Mendes Relego,Rui Mendes Relego,Mendes,cut,Rui Mendes,Rui Mendes
173702,Rui Nunes,Rui Nunes,Nunes da Costa,add,Rui Nunes Nunes da Costa,Rui Nunes Nunes Costa
173841,Rui Nunes da Costa,Rui Nunes Costa,Nunes,cut,Rui Nunes,Rui Nunes
239082,Rui Pereira,Rui Pereira,Rui Dias Pereira,rep,Rui Dias Pereira,Rui Dias Pereira
239056,Rui Pereira,Rui Pereira,Sampaio,add,Rui Pereira Sampaio,Rui Pereira Sampaio
215544,Rui Pereira Sampaio,Rui Pereira Sampaio,Pereira,cut,Rui Pereira,Rui Pereira
249278,Rui Pires,Rui Pires,Rui da Veiga,rep,Rui da Veiga,Rui Veiga
213938,Rui Pires da Veiga,Rui Pires Veiga,Pires,cut,Rui Pires,Rui Pires
221314,Rui Sardinha,Rui Sardinha,Caro,add,Rui Sardinha Caro,Rui Sardinha Caro
139919,Rui Sardinha Caro,Rui Sardinha Caro,Sardinha,cut,Rui Sardinha,Rui Sardinha
139919,Rui Sardinha Caro,Rui Sardinha Caro,Sardinha,cut,Rui Sardinha,Rui Sardinha
213093,Rui Vaz,Rui Vaz,Mendes,add,Rui Vaz Mendes,Rui Vaz Mendes
213176,Rui Vaz Mendes,Rui Vaz Mendes,Vaz,cut,Rui Vaz,Rui Vaz
198738,Salvador Cabral Corte Real,Salvador Cabral Corte Real,Cabral,cut,Salvador Cabral,Salvador Cabral
253409,Salvador da Cruz Monteiro,Salvador Cruz Monteiro,Cruz,cut,Salvador da Cruz,Salvador Cruz
163243,Salvador Dinis,Salvador Dinis,Quaresma,add,Salvador Dinis Quaresma,Salvador Dinis Quaresma
247647,Salvador Fernandes,Salvador Fernandes,Taborda,add,Salvador Fernandes Taborda,Salvador Fernandes Taborda
196942,Salvador Fernandes Taborda,Salvador Fernandes Taborda,Fernandes,cut,Salvador Fernandes,Salvador Fernandes
131039,Salvador Ferreira,Salvador Ferreira,,novid,Salvador Ferreira,Salvador Ferreira
179796,Salvador Gonçalves,Salvador Gonçalves,de Morais,add,Salvador Gonçalves de Morais,Salvador Gonçalves Morais
251604,Salvador Gonçalves de Morais,Salvador Gonçalves Morais,Gonçalves,cut,Salvador Gonçalves,Salvador Gonçalves
172863,Salvador de Matos,Salvador Matos,Mendes,add,Salvador de Matos Mendes,Salvador Matos Mendes
213192,Salvador de Matos Mendes,Salvador Matos Mendes,Matos,cut,Salvador de Matos,Salvador Matos
225120,Salvador Peixoto,Salvador Peixoto,Costa,add,Salvador Peixoto Costa,Salvador Peixoto Costa
204328,Salvador Peixoto da Costa,Salvador Peixoto Costa,Peixoto,cut,Salvador Peixoto,Salvador Peixoto
212440,Salvador Rodrigues de Miranda Sá,Salvador Rodrigues Miranda Sá,Miranda,cut,Salvador Rodrigues de Miranda,Salvador Rodrigues Miranda
196939,Salvador Taborda,Salvador Taborda,Portugal,add,Salvador Taborda Portugal,Salvador Taborda Portugal
213102,Salvador Vaz,Salvador Vaz,Horta,add,Salvador Vaz Horta,Salvador Vaz Horta
193712,Salvador Vaz de Horta,Salvador Vaz Horta,Vaz,cut,Salvador Vaz,Salvador Vaz
213193,Santos Mendes,Santos Mendes,de Vasconcelos,add,Santos Mendes de Vasconcelos,Santos Mendes Vasconcelos
211283,Santos Mendes de Vasconcelos,Santos Mendes Vasconcelos,Mendes,cut,Santos Mendes,Santos Mendes
211283,Santos Mendes de Vasconcelos,Santos Mendes Vasconcelos,Mendes,cut,Santos Mendes,Santos Mendes
249283,Santos Pires,Santos Pires,Moreno,add,Santos Pires Moreno,Santos Pires Moreno
235103,Santos Pires Moreno,Santos Pires Moreno,Pires,cut,Santos Pires,Santos Pires
205135,Sebasitão Touro,Sebasitão Touro,Godinho,add,Sebasitão Touro Godinho,Sebasitão Touro Godinho
144137,Sebastião de Almeida,Sebastião Almeida,Pinto,add,Sebastião de Almeida Pinto,Sebastião Almeida Pinto
248624,Sebastião de Almeida Pinto,Sebastião Almeida Pinto,Almeida e vide Cabral,add,Sebastião de Almeida Pinto Almeida e vide Cabral,Sebastião Almeida Pinto Almeida vide Cabral
144687,Sebastião de Alvelos,Sebastião Alvelos,e Gouveia,add,Sebastião de Alvelos e Gouveia,Sebastião Alvelos Gouveia
180234,Sebastião de Alvelos e Gouveia,Sebastião Alvelos Gouveia,Alvelos,cut,Sebastião de Alvelos,Sebastião Alvelos
145198,Sebastião Alves,Sebastião Alves,Sebastião da Silva,rep,Sebastião da Silva,Sebastião Silva
230034,Sebastião Alves da Silva,Sebastião Alves Silva,Sebastião Alves,cut,Sebastião Alves,Sebastião Alves
146589,Sebastião de Andrade,Sebastião Andrade,Pessanha,add,Sebastião de Andrade Pessanha,Sebastião Andrade Pessanha
147258,Sebastião Antunes,Sebastião Antunes,Soutomaior,add,Sebastião Antunes Soutomaior,Sebastião Antunes Soutomaior
147254,Sebastião Antunes,Sebastião Antunes,Rego,add,Sebastião Antunes Rego,Sebastião Antunes Rego
242988,Sebastião Antunes de Soutomaior,Sebastião Antunes Soutomaior,Antunes,cut,Sebastião Antunes,Sebastião Antunes
150979,Sebastião Barbosa,Sebastião Barbosa,Sebastião dos Santos,rep,Sebastião dos Santos,Sebastião Santos
169034,Sebastião Barreto Fróis,Sebastião Barreto Fróis,Barreto,cut,Sebastião Barreto,Sebastião Barreto
152183,Sebastião de Barros,Sebastião Barros,e Sousa,add,Sebastião de Barros e Sousa,Sebastião Barros Sousa
242206,Sebastião de Barros e Sousa,Sebastião Barros Sousa,Barros,cut,Sebastião de Barros,Sebastião Barros
248626,Sebastião Botelho de Sequeira e Pinto,Sebastião Botelho Sequeira Pinto,,novid,Sebastião Botelho de Sequeira e Pinto,Sebastião Botelho Sequeira Pinto
188117,Sebastião Bravo,Sebastião Bravo,Botelho,add,Sebastião Bravo Botelho,Sebastião Bravo Botelho
179804,Sebastião Brás Gonçalves,Sebastião Brás Gonçalves,,novid,Sebastião Brás Gonçalves,Sebastião Brás Gonçalves
131407,Sebastião de Campos,Sebastião Campos,Simões,add,Sebastião de Campos Simões,Sebastião Campos Simões
231598,Sebastião de Campos Simões,Sebastião Campos Simões,Campos,cut,Sebastião de Campos,Sebastião Campos
158689,Sebastião de Carvalho,Sebastião Carvalho,Coutinho,add,Sebastião de Carvalho Coutinho,Sebastião Carvalho Coutinho
206505,Sebastião de Carvalho Coutinho,Sebastião Carvalho Coutinho,Coutinho,cut,Sebastião de Carvalho Coutinho,Sebastião Carvalho Coutinho
272141,Sebastião de Cordes e Almeida Ataide,Sebastião Cordes Almeida Ataide,Sebastião de Cordes e Ataide,rep,Sebastião de Cordes e Ataide,Sebastião Cordes Ataide
286028,Sebastião Correia de Brito e Melo,Sebastião Correia Brito Melo,Brito,cut,Sebastião Correia de Brito,Sebastião Correia Brito
246204,Sebastião da Costa Faria,Sebastião Costa Faria,Costa,cut,Sebastião da Costa,Sebastião Costa
247860,Sebastião Fernandes,Sebastião Fernandes,,novid,Sebastião Fernandes,Sebastião Fernandes
247885,Sebastião Fernandes,Sebastião Fernandes,do Vale,add,Sebastião Fernandes do Vale,Sebastião Fernandes Vale
136243,Sebastião Fernandes Rebelo,Sebastião Fernandes Rebelo,Fernandes,cut,Sebastião Fernandes,Sebastião Fernandes
207381,Sebastião Fernandes do Vale,Sebastião Fernandes Vale,Fernandes,cut,Sebastião Fernandes,Sebastião Fernandes
138994,Sebastião de  Figueiredo,Sebastião Figueiredo,,novid,Sebastião de  Figueiredo,Sebastião Figueiredo
138999,Sebastião de Figueiredo,Sebastião Figueiredo,Almeida,add,Sebastião de Figueiredo Almeida,Sebastião Figueiredo Almeida
144148,Sebastião de Figueiredo de Almeida,Sebastião Figueiredo Almeida,Figueiredo,cut,Sebastião de Figueiredo,Sebastião Figueiredo
166631,Sebastião Freire,Sebastião Freire,Silva,add,Sebastião Freire Silva,Sebastião Freire Silva
282394,Sebastião Gonçalves,Sebastião Gonçalves,Sebastião Gonçalves da Costa Rangel,rep,Sebastião Gonçalves da Costa Rangel,Sebastião Gonçalves Costa Rangel
293796,Sebastião Gonçalves da Costa,Sebastião Gonçalves Costa,Rangel,add,Sebastião Gonçalves da Costa Rangel,Sebastião Gonçalves Costa Rangel
161002,Sebastião da Guarda Fragoso,Sebastião Guarda Fragoso,Guarda,cut,Sebastião da Guarda,Sebastião Guarda
190008,Sebastião Henriques,Sebastião Henriques,Ferreira,add,Sebastião Henriques Ferreira,Sebastião Henriques Ferreira
131092,Sebastião Henriques Ferreira,Sebastião Henriques Ferreira,Henriques,cut,Sebastião Henriques,Sebastião Henriques
192978,Sebastião Homem,Sebastião Homem,Rocha,add,Sebastião Homem Rocha,Sebastião Homem Rocha
192980,Sebastião Homem,Sebastião Homem,Costa,add,Sebastião Homem Costa,Sebastião Homem Costa
204397,Sebastião Homem da Costa,Sebastião Homem Costa,Homem,cut,Sebastião Homem,Sebastião Homem
189792,Sebastião Homem da Rocha,Sebastião Homem Rocha,Homem,cut,Sebastião Homem,Sebastião Homem
277664,Sebastião José Barbosa Cordovil da Gama,Sebastião José Barbosa Cordovil Gama,Aborim,add,Sebastião José Barbosa Cordovil da Gama Aborim,Sebastião José Barbosa Cordovil Gama Aborim
288090,Sebastião José de Carvalho Moutinho,Sebastião José Carvalho Moutinho,Carvalho,cut,Sebastião José de Carvalho,Sebastião José Carvalho
295498,Sebastião José de Sampaio,Sebastião José Sampaio,Sebastião José de Sampaio de Melo e Castro,rep,Sebastião José de Sampaio de Melo e Castro,Sebastião José Sampaio Melo Castro
254450,Sebastião Luís,Sebastião Luís,Serrão,add,Sebastião Luís Serrão,Sebastião Luís Serrão
224030,Sebastião Luís Serrão,Sebastião Luís Serrão,Luís,cut,Sebastião Luís,Sebastião Luís
230046,Sebastião Manuel António da Silva,Sebastião Manuel António Silva,António,cut,Sebastião Manuel António,Sebastião Manuel António
230046,Sebastião Manuel António da Silva,Sebastião Manuel António Silva,António,cut,Sebastião Manuel António,Sebastião Manuel António
282525,Sebastião Manuel de Gouveia,Sebastião Manuel Gouveia,Sebastião Manuel de Gouveia Almeida Figueiredo Carvalho e Sousa,rep,Sebastião Manuel de Gouveia Almeida Figueiredo Carvalho e Sousa,Sebastião Manuel Gouveia Almeida Figueiredo Carvalho Sousa
282525,Sebastião Manuel de Gouveia,Sebastião Manuel Gouveia,Sebastião Manuel de Gouveia Almeida Figueiredo Carvalho e Sousa,rep,Sebastião Manuel de Gouveia Almeida Figueiredo Carvalho e Sousa,Sebastião Manuel Gouveia Almeida Figueiredo Carvalho Sousa
184755,Sebastião Marques,Sebastião Marques,Almeida,add,Sebastião Marques Almeida,Sebastião Marques Almeida
144151,Sebastião Marques de Almeida,Sebastião Marques Almeida,Marques,cut,Sebastião Marques,Sebastião Marques
250602,Sebastião Marques Proença,Sebastião Marques Proença,Marques,cut,Sebastião Marques,Sebastião Marques
172886,Sebastião de Matos,Sebastião Matos,Noronha,add,Sebastião de Matos Noronha,Sebastião Matos Noronha
172891,Sebastião de Matos,Sebastião Matos,Carrilho,add,Sebastião de Matos Carrilho,Sebastião Matos Carrilho
152424,Sebastião de Matos Carrilho,Sebastião Matos Carrilho,Matos,cut,Sebastião de Matos,Sebastião Matos
204410,Sebastião de Matos da Costa,Sebastião Matos Costa,Matos,cut,Sebastião de Matos,Sebastião Matos
171893,Sebastião de Matos de Noronha,Sebastião Matos Noronha,Matos,cut,Sebastião de Matos,Sebastião Matos
213214,Sebastião Mendes,Sebastião Mendes,Carvalho,add,Sebastião Mendes Carvalho,Sebastião Mendes Carvalho
213207,Sebastião Mendes,Sebastião Mendes,Miranda,add,Sebastião Mendes Miranda,Sebastião Mendes Miranda
131099,Sebastião Mendes Ferreira,Sebastião Mendes Ferreira,Mendes,cut,Sebastião Mendes,Sebastião Mendes
291246,Sebastião Miguel Borges de Cerqueira,Sebastião Miguel Borges Cerqueira,Azevedo,add,Sebastião Miguel Borges de Cerqueira Azevedo,Sebastião Miguel Borges Cerqueira Azevedo
249580,Sebastião de Miranda,Sebastião Miranda,Henriques,add,Sebastião de Miranda Henriques,Sebastião Miranda Henriques
190023,Sebastião de Miranda Henriques,Sebastião Miranda Henriques,Miranda,cut,Sebastião de Miranda,Sebastião Miranda
133408,Sebastião Monteiro David,Sebastião Monteiro David,da Vide,add,Sebastião Monteiro David da Vide,Sebastião Monteiro David Vide
234805,Sebastião Moreira,Sebastião Moreira,Sousa,add,Sebastião Moreira Sousa,Sebastião Moreira Sousa
242229,Sebastião Moreira de Sousa,Sebastião Moreira Sousa,Moreira,cut,Sebastião Moreira,Sebastião Moreira
220679,Sebastião Pacheco,Sebastião Pacheco,Varela,add,Sebastião Pacheco Varela,Sebastião Pacheco Varela
145220,Sebastião Pedro Alves,Sebastião Pedro Alves,de Lara,add,Sebastião Pedro Alves de Lara,Sebastião Pedro Alves Lara
239166,Sebastião Pereira,Sebastião Pereira,Lago,add,Sebastião Pereira Lago,Sebastião Pereira Lago
204104,Sebastião Pereira de Melo,Sebastião Pereira Melo,Miranda,add,Sebastião Pereira de Melo Miranda,Sebastião Pereira Melo Miranda
223483,Sebastião Pessanha,Sebastião Pessanha,Torres,add,Sebastião Pessanha Torres,Sebastião Pessanha Torres
248620,Sebastião Pinto,Sebastião Pinto,Pestana,add,Sebastião Pinto Pestana,Sebastião Pinto Pestana
240871,Sebastião Pinto Pestana,Sebastião Pinto Pestana,Pinto,cut,Sebastião Pinto,Sebastião Pinto
136235,Sebastião Rebelo,Sebastião Rebelo,Marques,add,Sebastião Rebelo Marques,Sebastião Rebelo Marques
169047,Sebastião Ribeiro,Sebastião Ribeiro,Cardoso,add,Sebastião Ribeiro Cardoso,Sebastião Ribeiro Cardoso
138137,Sebastião Ribeiro Cardoso,Sebastião Ribeiro Cardoso,Ribeiro,cut,Sebastião Ribeiro,Sebastião Ribeiro
177878,Sebastião Ribeiro Girão,Sebastião Ribeiro Girão,Ribeiro,cut,Sebastião Ribeiro,Sebastião Ribeiro
189786,Sebastião da Rocha,Sebastião Rocha,Pimentel,add,Sebastião da Rocha Pimentel,Sebastião Rocha Pimentel
242839,Sebastião da Rocha Pimentel,Sebastião Rocha Pimentel,Rocha,cut,Sebastião da Rocha,Sebastião Rocha
221626,Sebastião Rodrigues,Sebastião Rodrigues,da Costa,add,Sebastião Rodrigues da Costa,Sebastião Rodrigues Costa
221610,Sebastião Rodrigues,Sebastião Rodrigues,Amaral,add,Sebastião Rodrigues Amaral,Sebastião Rodrigues Amaral
145671,Sebastião Rodrigues do Amaral,Sebastião Rodrigues Amaral,Rpdrigues,add,Sebastião Rodrigues do Amaral Rpdrigues,Sebastião Rodrigues Amaral Rpdrigues
204416,Sebastião Rodrigues da Costa,Sebastião Rodrigues Costa,Rodrigues,cut,Sebastião Rodrigues,Sebastião Rodrigues
159862,Sebastião Rodrigues da Fonseca,Sebastião Rodrigues Fonseca,,novid,Sebastião Rodrigues da Fonseca,Sebastião Rodrigues Fonseca
229043,Sebastião da Rosa,Sebastião Rosa,Nunes,add,Sebastião da Rosa Nunes,Sebastião Rosa Nunes
173712,Sebastião da Rosa Nunes,Sebastião Rosa Nunes,Rosa,cut,Sebastião da Rosa,Sebastião Rosa
213603,Sebastião Salema,Sebastião Salema,Pessanha,add,Sebastião Salema Pessanha,Sebastião Salema Pessanha
220496,Sebastião dos Santos,Sebastião Santos,Sebastião Barbosa,rep,Sebastião Barbosa,Sebastião Barbosa
218480,Sebastião dos Santos vide Vieira,Sebastião Santos vide Vieira,,novid,Sebastião dos Santos vide Vieira,Sebastião Santos vide Vieira
230026,Sebastião da Silva,Sebastião Silva,Pimentel,add,Sebastião da Silva Pimentel,Sebastião Silva Pimentel
242840,Sebastião da Silva Pimentel,Sebastião Silva Pimentel,Silva,cut,Sebastião da Silva,Sebastião Silva
277490,Sebastião da Silveira Galvão,Sebastião Silveira Galvão,Galhardo,add,Sebastião da Silveira Galvão Galhardo,Sebastião Silveira Galvão Galhardo
233103,Sebastião Soares,Sebastião Soares,Pais,add,Sebastião Soares Pais,Sebastião Soares Pais
233094,Sebastião Soares,Sebastião Soares,Pais,add,Sebastião Soares Pais,Sebastião Soares Pais
221393,Sebastião Soares Pais,Sebastião Soares Pais,Soares,cut,Sebastião Soares,Sebastião Soares
242194,Sebastião de Sousa,Sebastião Sousa,Botelho,add,Sebastião de Sousa Botelho,Sebastião Sousa Botelho
242197,Sebastião de Sousa,Sebastião Sousa,Rocha,add,Sebastião de Sousa Rocha,Sebastião Sousa Rocha
159863,Sebastião de Sousa da Fonseca,Sebastião Sousa Fonseca,Sebastião de Sousa Botelho,rep,Sebastião de Sousa Botelho,Sebastião Sousa Botelho
212450,Sebastião de Sá,Sebastião Sá,Miranda,add,Sebastião de Sá Miranda,Sebastião Sá Miranda
212450,Sebastião de Sá,Sebastião Sá,Miranda,add,Sebastião de Sá Miranda,Sebastião Sá Miranda
286030,Sebastião de Sá e Melo,Sebastião Sá Melo,Sebastião de Sá,cut,Sebastião de Sá,Sebastião Sá
249623,Sebastião de Sá de Miranda,Sebastião Sá Miranda,Sá,cut,Sebastião de Sá,Sebastião Sá
198581,Sebastião Tavares,Sebastião Tavares,Sousa,add,Sebastião Tavares Sousa,Sebastião Tavares Sousa
242239,Sebastião Tavares de Sousa,Sebastião Tavares Sousa,Tavares,cut,Sebastião Tavares,Sebastião Tavares
213123,Sebastião Vaz,Sebastião Vaz,Golias,add,Sebastião Vaz Golias,Sebastião Vaz Golias
178230,Sebastião Vaz Golias,Sebastião Vaz Golias,Vaz,cut,Sebastião Vaz,Sebastião Vaz
213945,Sebastião da Veiga,Sebastião Veiga,Vicente da Veiga,rep,Vicente da Veiga,Vicente Veiga
213945,Sebastião da Veiga,Sebastião Veiga,Vicente da Veiga,rep,Vicente da Veiga,Vicente Veiga
216619,Sebastião Viegas,Sebastião Viegas,de Oliveira e vide Leitão,add,Sebastião Viegas de Oliveira e vide Leitão,Sebastião Viegas Oliveira vide Leitão
209436,Sebastião Viegas Leitão,Sebastião Viegas Leitão,Oliveira,add,Sebastião Viegas Leitão Oliveira,Sebastião Viegas Leitão Oliveira
140050,Sebastião Vieira de Matos Girão e Resende,Sebastião Vieira Matos Girão Resende,Matos,cut,Sebastião Vieira de Matos,Sebastião Vieira Matos
144161,Semião de Almeida,Semião Almeida,Semião Francisco de Almeida,rep,Semião Francisco de Almeida,Semião Francisco Almeida
194913,Semião Coelho,Semião Coelho,Amaral,add,Semião Coelho Amaral,Semião Coelho Amaral
145682,Semião Coelho do Amaral,Semião Coelho Amaral,Coelho,cut,Semião Coelho,Semião Coelho
265909,Semião Francisco de Almeida,Semião Francisco Almeida,Semião de Almeida,rep,Semião de Almeida,Semião Almeida
146567,Serafim dos Anjos Pacheco de Andrade,Serafim Anjos Pacheco Andrade,Pacheco,cut,Serafim dos Anjos Pacheco,Serafim Anjos Pacheco
191527,Serafim Garcia Dinis e Castro,Serafim Garcia Dinis Castro,Dinis,cut,Serafim Garcia Dinis,Serafim Garcia Dinis
278366,Serafim de Oliveira Cardoso,Serafim Oliveira Cardoso,Marinho,add,Serafim de Oliveira Cardoso Marinho,Serafim Oliveira Cardoso Marinho
272619,Serafim de Oliveira Cardoso Baldaia,Serafim Oliveira Cardoso Baldaia,Cardoso,cut,Serafim de Oliveira Cardoso,Serafim Oliveira Cardoso
288001,Serafim de Oliveira e Moura,Serafim Oliveira Moura,Marinho,add,Serafim de Oliveira e Moura Marinho,Serafim Oliveira Moura Marinho
288001,Serafim de Oliveira e Moura,Serafim Oliveira Moura,Marinho,add,Serafim de Oliveira e Moura Marinho,Serafim Oliveira Moura Marinho
288001,Serafim de Oliveira e Moura,Serafim Oliveira Moura,Marinho,add,Serafim de Oliveira e Moura Marinho,Serafim Oliveira Moura Marinho
146909,Silvestre António,Silvestre António,Silvestre António de Morais,rep,Silvestre António de Morais,Silvestre António Morais
146909,Silvestre António,Silvestre António,Silvestre António de Morais,rep,Silvestre António de Morais,Silvestre António Morais
251620,Silvestre António de Morais,Silvestre António Morais,Silvestre António,cut,Silvestre António,Silvestre António
251620,Silvestre António de Morais,Silvestre António Morais,Silvestre António,cut,Silvestre António,Silvestre António
148262,Silvestre de Araújo,Silvestre Araújo,Costa,add,Silvestre de Araújo Costa,Silvestre Araújo Costa
242243,Silvestre Falcão de Sousa,Silvestre Falcão Sousa,Silvestre Falcão de Sousa Pereira de Berredo,rep,Silvestre Falcão de Sousa Pereira de Berredo,Silvestre Falcão Sousa Pereira Berredo
242241,Silvestre Falcão Sousa,Silvestre Falcão Sousa,Perreira de Berredo,add,Silvestre Falcão Sousa Perreira de Berredo,Silvestre Falcão Sousa Perreira Berredo
250418,Silvestre Lourenço,Silvestre Lourenço,Neto,add,Silvestre Lourenço Neto,Silvestre Lourenço Neto
182213,Silvestre Machado,Silvestre Machado,Mendanha,add,Silvestre Machado Mendanha,Silvestre Machado Mendanha
204744,Silvestre Machado de Mendanha,Silvestre Machado Mendanha,Machado,cut,Silvestre Machado,Silvestre Machado
249626,Silvestre Machado de Miranda,Silvestre Machado Miranda,e Almeida,add,Silvestre Machado de Miranda e Almeida,Silvestre Machado Miranda Almeida
144172,Silvestre Machado de Miranda e Almeida,Silvestre Machado Miranda Almeida,Miranda,cut,Silvestre Machado de Miranda,Silvestre Machado Miranda
172378,Silvestre de Nossa Senhora,Silvestre Nossa Senhora,Francisco Ferraz,add,Silvestre de Nossa Senhora Francisco Ferraz,Silvestre Nossa Senhora Francisco Ferraz
243271,Silvestre de Pina,Silvestre Pina,Pacheco,add,Silvestre de Pina Pacheco,Silvestre Pina Pacheco
243150,Silvestre Sutil,Silvestre Sutil,Guimarães,add,Silvestre Sutil Guimarães,Silvestre Sutil Guimarães
181083,Silvestre Sutil Guimarães,Silvestre Sutil Guimarães,Sutil,cut,Silvestre Sutil,Silvestre Sutil
212453,Silvestre de Sá,Silvestre Sá,Pereira,add,Silvestre de Sá Pereira,Silvestre Sá Pereira
239218,Silvestre de Sá Pereira,Silvestre Sá Pereira,Sá,cut,Silvestre de Sá,Silvestre Sá
295361,Silvestre Xavier Pereira,Silvestre Xavier Pereira,Lima,add,Silvestre Xavier Pereira Lima,Silvestre Xavier Pereira Lima
269262,Silvino Luís Teixeira de Aguiar,Silvino Luís Teixeira Aguiar,Vasconcelos,add,Silvino Luís Teixeira de Aguiar Vasconcelos,Silvino Luís Teixeira Aguiar Vasconcelos
282550,Silvério António da Graça,Silvério António Graça,Silva,add,Silvério António da Graça Silva,Silvério António Graça Silva
239215,Silvério Pereira,Silvério Pereira,Teles,add,Silvério Pereira Teles,Silvério Pereira Teles
141331,Silvério da Silva e Afonseca,Silvério Silva Afonseca,Fonseca,add,Silvério da Silva e Afonseca Fonseca,Silvério Silva Afonseca Fonseca
255375,Silvério da Silva e Fonseca,Silvério Silva Fonseca,Afonseca,add,Silvério da Silva e Fonseca Afonseca,Silvério Silva Fonseca Afonseca
131118,Simião Ferreira,Simião Ferreira,Simão Ferreira,add,Simião Ferreira Simão Ferreira,Simião Ferreira Simão Ferreira
145197,Simão Alves,Simão Alves,Ribeiro,add,Simão Alves Ribeiro,Simão Alves Ribeiro
265866,Simão Alves de Azevedo,Simão Alves Azevedo,Alves,cut,Simão Alves,Simão Alves
169131,Simão Alves Ribeiro,Simão Alves Ribeiro,Alves,cut,Simão Alves,Simão Alves
147277,Simão Antunes,Simão Antunes,Figueiredo,add,Simão Antunes Figueiredo,Simão Antunes Figueiredo
147277,Simão Antunes,Simão Antunes,Figueiredo,add,Simão Antunes Figueiredo,Simão Antunes Figueiredo
158740,Simão Antunes de Carvalho,Simão Antunes Carvalho,Antunes,cut,Simão Antunes,Simão Antunes
139105,Simão Antunes de Figueiredo,Simão Antunes Figueiredo,Antunes,cut,Simão Antunes,Simão Antunes
149139,Simão de Azevedo,Simão Azevedo,Borges,add,Simão de Azevedo Borges,Simão Azevedo Borges
149135,Simão de Azevedo,Simão Azevedo,Homem,add,Simão de Azevedo Homem,Simão Azevedo Homem
186485,Simão de Azevedo Borges,Simão Azevedo Borges,Azevedo,cut,Simão de Azevedo,Simão Azevedo
193083,Simão Azevedo Homem,Simão Azevedo Homem,Azevedo,cut,Simão Azevedo,Simão Azevedo
151521,Simão Barreto,Simão Barreto,Menezes,add,Simão Barreto Menezes,Simão Barreto Menezes
152275,Simão Barroso,Simão Barroso,de Sousa,add,Simão Barroso de Sousa,Simão Barroso Sousa
132823,Simão Cardona,Simão Cardona,de Andrade,add,Simão Cardona de Andrade,Simão Cardona Andrade
146570,Simão Cardona de Andrade,Simão Cardona Andrade,Cardona,cut,Simão Cardona,Simão Cardona
207409,Simão Cardoso do Vale,Simão Cardoso Vale,Cardoso,cut,Simão Cardoso,Simão Cardoso
190076,Simão de Castilho,Simão Castilho,Pardo de Castilho e vide Pardo,add,Simão de Castilho Pardo de Castilho e vide Pardo,Simão Castilho Pardo Castilho vide Pardo
270376,Simão de Cordes e Ataíde Pina e Almeida,Simão Cordes Ataíde Pina Almeida,Ataíde,cut,Simão de Cordes e Ataíde,Simão Cordes Ataíde
