place_name,geocoder,id,address,city,country,importance,class,type,latitude,longitude,distance
Alrote,osm,8075277759,"Serra de Alrota, Bucelas, Loures, Lisboa, Portugal",Loures,Portugal,0.25,place,hamlet,38.9356432,-9.1334285,153.727509821599
"Alte, Loulé",osm,6430263,"Alte, Loulé, Faro, PT-08, Portugal",Loulé,Portugal,0.5267280415833833,boundary,administrative,37.2360568,-8.1753922,330.5706962053713
Alter Pedroso,osm,372900823,"Alter Pedroso, Alter do Chão, Alter do Chão, Portalegre, Portugal",Alter do Chão,Portugal,0.45,place,hamlet,39.1877649,-7.6233455,132.49834369832044
Altér do Chão,osm,5397419,"Alter do Chão, Portalegre, Portugal",Alter do Chão,Portugal,0.6169455839873608,boundary,administrative,39.223624,-7.734862206115043,124.27035394202272
Alva,osm,24934619,"Alva, Castro Daire, Viseu, Portugal",Castro Daire,Portugal,0.385,place,village,40.8544273,-7.9558231,82.15186675160776
Alvados,osm,3336096671,"Alvados, Porto de Mós, Leiria, Portugal",Porto de Mós,Portugal,0.385,place,village,39.5496799,-8.7696617,78.72545613057616
Alvaiázere,osm,5399197,"Alvaiázere, Leiria, Portugal",Alvaiázere,Portugal,0.5232091430837645,boundary,administrative,39.8161333,-8.402046167354708,43.494807648672285
Alvalade,osm,6384162,"Alvalade, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.5178464231471899,boundary,administrative,38.7533408,-9.149139808585796,173.01101162502215
Alvarenga,osm,1027820932,"Alvarenga, Alvarenga, Arouca, Aveiro, Portugal",Alvarenga,Portugal,0.4254342386327728,place,village,40.9655099,-8.1599881,87.14273360739895
"Alvaro, Castelo Branco",osm,5525022,"Álvaro, Oleiros, Castelo Branco, Portugal",Oleiros,Portugal,0.55,boundary,administrative,39.9755368,-7.9653493,46.970246369039806
Alvarães,osm,5714249,"Alvarães, Viana do Castelo, Viana do Castelo, Portugal",Alvarães,Portugal,0.4599999999999999,boundary,administrative,41.6360873,-8.74666121990877,160.9391079181125
Alvega,osm,1755875794,"Alvega, Abrantes, Santarém, Portugal",Abrantes,Portugal,0.385,place,village,39.4646559,-8.0421781,88.77356233903252
"Alvelos, Viseu",osm,5873208577,"Alvelos, Cavernães, Viseu, Viseu, Portugal",Viseu,Portugal,0.47,place,hamlet,40.7038028,-7.8334501,74.5952603616686
"Alverca, Guarda",osm,439353648,"Alverca da Beira, Alverca da Beira e Bouça Cova, Pinhel, Guarda, Portugal",Alverca da Beira e Bouça Cova,Portugal,0.485,place,village,40.7017098,-7.2183457,116.21574063453996
"Alverca, Lisboa",osm,1297322484,"Alverca do Ribatejo, Vila Franca de Xira, Lisboa, Portugal",Alverca do Ribatejo,Portugal,0.56,place,city,38.8935253,-9.0396136,155.1167202305281
Alvites,osm,5735852,"Alvites, Mirandela, Bragança, Portugal",Mirandela,Portugal,0.4599999999999999,boundary,administrative,41.5701214,-7.0834963,188.94354105619
"Alvites, Mirandela",osm,5735852,"Alvites, Mirandela, Bragança, Portugal",Mirandela,Portugal,0.5700000000000001,boundary,administrative,41.5701214,-7.0834963,188.94354105619
Alvoco da Serra,osm,6334592,"Alvoco da Serra, Seia, Guarda, Portugal",Seia,Portugal,0.6240320544678042,boundary,administrative,40.2955271,-7.6694774,65.10408982510539
Alvoco das Várzeas,osm,6553522,"Alvoco das Várzeas, Oliveira do Hospital, Coimbra, Portugal",Oliveira do Hospital,Portugal,0.65,boundary,administrative,40.3029812,-7.834019,51.468666801442005
Alvor,osm,6431338,"Alvor, Portimão, Faro, PT-08, Portugal",Portimão,Portugal,0.4498058423953754,boundary,administrative,37.129109,-8.5929383,342.029603560374
Alvorninha,osm,6546071,"Alvorninha, Caldas da Rainha, Leiria, Portugal",Caldas da Rainha,Portugal,0.4204394744122308,boundary,administrative,39.3829834,-9.0363194,105.41097922525786
Alvão,osm,4195185,"Alvão, Vila Pouca de Aguiar, Vila Real, Portugal",Vila Pouca de Aguiar,Portugal,0.3153717591619115,boundary,administrative,41.4953023,-7.720354292840071,154.90307574159124
"Amarante, São Gonçalo",osm,5830094,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão, Amarante, Porto, PT-13, Portugal","Amarante (São Gonçalo), Madalena, Cepelos e Gatão",Portugal,0.5357940944999784,boundary,administrative,41.27926375,-8.082420930744407,122.51301376865077
Amareleja,osm,6435450,"Amareleja, Moura, Beja, Portugal",Amareleja,Portugal,0.4179901826057103,boundary,administrative,38.2071102,-7.2263606,245.0503684740773
Ameixoeira,osm,9297452730,"Ameixoeira, Santa Clara, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.385,place,suburb,38.7823456,-9.1607516,170.37375416592366
"Amieira, Portalegre",osm,376038032,"Amieira do Tejo, Arez e Amieira do Tejo, Nisa, Portalegre, Portugal",Arez e Amieira do Tejo,Portugal,0.485,place,village,39.509372,-7.8148909,93.49643473059248
Amor,osm,6546907,"Amor, Leiria, Leiria, Portugal",Leiria,Portugal,0.4599999999999999,boundary,administrative,39.8032927,-8.8602192,58.20803846072504
Amora,osm,6445152,"Amora, Setúbal, Portugal",Amora,Portugal,0.444623598134972,boundary,administrative,38.6297097,-9.1160023,184.96478763477657
"Amoreira, Óbidos",osm,3991117,"Amoreira, Óbidos, Leiria, Portugal",Óbidos,Portugal,0.5044409508461066,boundary,administrative,39.3661971,-9.25626661194336,117.39471653992705
Anagueis,osm,764662207,"Anaguéis, Almalaguês, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.25,place,hamlet,40.1467783,-8.389953,7.400776727943613
Anaguéis,osm,764662207,"Anaguéis, Almalaguês, Coimbra, Coimbra, Portugal",Coimbra,Portugal,0.36,place,hamlet,40.1467783,-8.389953,7.400776727943613
Anca,osm,6549241,"Ançã, Cantanhede, Coimbra, Portugal",Ançã,Portugal,0.3018656186130231,boundary,administrative,40.2723549,-8.5191581,10.715498709913314
"Ancas, Anadia",osm,1674726813,"Ancas, Anadia, Aveiro, Portugal",Anadia,Portugal,0.495,place,village,40.4653401,-8.5043251,29.40261723573328
"Ancede, Baião",osm,3512884395,"Ancede, Ancede e Ribadouro, Baião, Porto, PT-13, Portugal",Ancede e Ribadouro,Portugal,0.52,place,town,41.1046709,-8.0614156,104.29853425336144
Ancêde,osm,3512884395,"Ancede, Ancede e Ribadouro, Baião, Porto, PT-13, Portugal",Ancede e Ribadouro,Portugal,0.3,place,town,41.1046709,-8.0614156,104.29853425336144
Anelhe,osm,4193762,"Anelhe, Chaves, Vila Real, Portugal",Chaves,Portugal,0.3979976529248165,boundary,administrative,41.6769952,-7.5806409,178.0475426146151
"Angra de Heroísmo, Açores",osm,7448377,"Angra (Sé), Angra do Heroísmo, Açores, Portugal",Angra do Heroísmo,Portugal,0.6507919818233354,boundary,administrative,38.6483762,-27.22489582829489,1624.7749336790898
"Angra, Açores",osm,7448382,"Angra do Heroísmo, Açores, Portugal",Angra do Heroísmo,Portugal,0.7161937186047014,boundary,administrative,38.6593167,-27.2195578,1624.0673308235075
Anreade,osm,4321086852,"Anreade, Anreade e São Romão de Arego, Resende, Viseu, Portugal",Anreade e São Romão de Arego,Portugal,0.385,place,village,41.10016,-8.001733,105.42963051916256
"Anreade, Resende",osm,4321086852,"Anreade, Anreade e São Romão de Arego, Resende, Viseu, Portugal",Anreade e São Romão de Arego,Portugal,0.495,place,village,41.10016,-8.001733,105.42963051916256
Antas de Penalva,osm,1876925223,"Antas, Penalva do Castelo, Viseu, Portugal",Penalva do Castelo,Portugal,0.485,place,village,40.6620925,-7.564901,88.81051907937764
"Antelas, Viseu",osm,1109469907,"Antelas, Pinheiro, Oliveira de Frades, São João da Serra, Viseu, Portugal",Oliveira de Frades,Portugal,0.47,place,hamlet,40.7139988,-8.2486601,58.228377325268056
Antuã,osm,1478646333,"Antuã, Salreu, Estarreja, Aveiro, Portugal",Estarreja,Portugal,0.36,place,hamlet,40.7504154,-8.5632295,61.40855205410356
Arazêde,osm,6553452,"Arazede, Coimbra, Portugal",Arazede,Portugal,0.2868347429646153,boundary,administrative,40.2817583,-8.6520337,20.92901991288479
Arcada,osm,5928133,"Fonte Arcada, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.4067280415833831,boundary,administrative,41.1471291,-8.3623376,104.49100865256491
Arcas,osm,5728023,"Arcas, Macedo de Cavaleiros, Bragança, Portugal",Macedo de Cavaleiros,Portugal,0.4440805778876783,boundary,administrative,41.6478365,-7.0378957,198.1275554244479
"Arcas, Bragança",osm,5728023,"Arcas, Macedo de Cavaleiros, Bragança, Portugal",Macedo de Cavaleiros,Portugal,0.5540805778876783,boundary,administrative,41.6478365,-7.0378957,198.1275554244479
Arcos de Anadia,osm,2502990573,"Arcos, Anadia, Aveiro, Portugal",Anadia,Portugal,0.5013117306116222,place,village,40.4482059,-8.4419809,26.771327265261792
Arcozelo das Maias,osm,6429438,"Arcozelo das Maias, Oliveira de Frades, Viseu, Portugal",Oliveira de Frades,Portugal,0.65,boundary,administrative,40.7353971,-8.2776103,59.96365144833045
"Arcozelo, Barcelos",osm,4055523,"Arcozelo, Barcelos, Braga, Portugal",Barcelos,Portugal,0.6032672461146192,boundary,administrative,41.5423601,-8.6127013,149.07974264571035
"Arcozelo, Gouveia",osm,6313310,"Arcozelo, Gouveia, Guarda, Portugal",Gouveia,Portugal,0.4930818704926235,boundary,administrative,40.5416331,-7.6269377,77.3453604308507
"Arcozelo, Guarda",osm,6313310,"Arcozelo, Gouveia, Guarda, Portugal",Gouveia,Portugal,0.4930818704926235,boundary,administrative,40.5416331,-7.6269377,77.3453604308507
Ardãos,osm,3178200763,"Ardãos, Boticas, Vila Real, Portugal",Boticas,Portugal,0.3602548452552093,place,village,41.7667418,-7.6108691,186.2565175223372
Arega,osm,6546628,"Arega, Figueiró dos Vinhos, Leiria, Portugal",Figueiró dos Vinhos,Portugal,0.4599999999999999,boundary,administrative,39.8488321,-8.3168647,40.8914053729866
"Areias, Santo Tirso",osm,5937401,"Areias, Sequeiró, Lama e Palmeira, Santo Tirso, Areias, Porto, PT-13, Portugal",Santo Tirso,Portugal,0.5403615466364415,boundary,administrative,41.3625198,-8.474941549489573,128.3398202879364
Argeriz,osm,4197846,"Algeriz, Valpaços, Vila Real, Portugal",Valpaços,Portugal,0.35,boundary,administrative,41.5860661,-7.3841711,176.48219982315797
"Argomil, Guarda",osm,1902267942,"Argomil, Sul de Pinhel, Pinhel, Guarda, Portugal",Sul de Pinhel,Portugal,0.47,place,hamlet,40.6166475,-7.1731349,115.64205935110128
Arieiro,osm,803014149,"Arieiro, Meirinhas, Pombal, Leiria, Portugal",Pombal,Portugal,0.36,place,neighbourhood,39.8488811,-8.7116624,46.68444121255275
Ariz,osm,1458213485,"Ariz, Moimenta da Beira, Viseu, Portugal",Moimenta da Beira,Portugal,0.3744313097683034,place,village,40.9073535,-7.6559543,101.4615835618774
Armação de Pêra,osm,6431661,"Armação de Pêra, Silves, Faro, PT-08, Portugal",Armação de Pêra,Portugal,0.6146916706215692,boundary,administrative,37.1034062,-8.3623645,344.618110040993
Arnadelo,osm,5163522005,"Arnadelo, Torgueda, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.36,place,hamlet,41.2621464,-7.7905727,128.8382110564793
Arnal,osm,5205090594,"Arnal, Santiago e São Simão de Litém e Albergaria dos Doze, Pombal, Leiria, Portugal",Pombal,Portugal,0.36,place,hamlet,39.8208533,-8.6230205,46.10075862717399
Arneiro,osm,1934761772,"Arneiro, Mira, Mira, Coimbra, Portugal",Mira,Portugal,0.36,place,hamlet,40.4220156,-8.7003126,33.33851961120502
Arnóia,osm,4175608,"Arnoia, Celorico de Basto, Braga, Portugal",Arnoia,Portugal,0.3036784669331538,boundary,administrative,41.3666676,-8.010398190784684,133.42736111025903
Arraiolos,osm,5402583,"Arraiolos, Évora, Portugal",Arraiolos,Portugal,0.5388072565948977,boundary,administrative,38.7227289,-7.9853053,169.14293538209338
Arreigada,osm,650404390,"Arreigada, Frazão Arreigada, Paços de Ferreira, Porto, PT-13, Portugal",Frazão Arreigada,Portugal,0.385,place,village,41.2504491,-8.3928543,115.86062464402548
Arrentela,osm,1665996068,"Arrentela, Seixal, Arrentela e Aldeia de Paio Pires, Seixal, Setúbal, Portugal",Seixal,Portugal,0.385,place,suburb,38.6266637,-9.1036412,184.94688530760337
Arrifana da Feira,osm,6022189,"Arrifana, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.6505469222584372,boundary,administrative,40.9116856,-8.4952939,78.42509865239084
"Arrifana, Viseu",osm,5347250471,"Arrifana, Campo de Besteiros, Tondela, Viseu, Portugal",Tondela,Portugal,0.47,place,hamlet,40.5653616,-8.1403542,46.56235933896264
"Arroca, Valência",osm,5476733861,"Arroça, Pombeiro da Beira, Arganil, Coimbra, Portugal",Arganil,Portugal,0.25,place,hamlet,40.2135878,-8.1723261,21.606650992832886
Arroios,osm,6384187,"Arroios, Lisboa, Lisboa, Portugal",Lisboa,Portugal,0.4448933246021104,boundary,administrative,38.7261386,-9.136665297906369,175.45936584926037
"Arroios, Vila Real",osm,4202130,"Arroios, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.6392608781983973,boundary,administrative,41.2879956,-7.714455208625626,134.201759999204
Arruda dos Vinhos,osm,5400842,"Arruda dos Vinhos, Lisboa, Portugal",Arruda dos Vinhos,Portugal,0.7134353172802378,boundary,administrative,38.98303,-9.07763,147.0111966413524
"Assequins, Águeda",osm,1006497875,"Assequins, Catraia de Assequins, Águeda e Borralha, Águeda, Aveiro, Portugal",Águeda,Portugal,0.47,place,neighbourhood,40.5730796,-8.432983,40.60772754774897
Atalaia,osm,6483276,"Atalaia, Vila Nova da Barquinha, Santarém, Portugal",Vila Nova da Barquinha,Portugal,0.4599999999999999,boundary,administrative,39.4804295,-8.4520738,80.75000082998794
Ataíde,osm,2584536435,"Ataíde, Amarante, Porto, PT-13, Portugal",Amarante,Portugal,0.385,place,village,41.2491313,-8.194799,117.31764217918422
"Atei, Basto",osm,4193247,"Atei, Mondim de Basto, Vila Real, Portugal",Mondim de Basto,Portugal,0.4558506578483178,boundary,administrative,41.4579941,-7.9262087,145.1334624584585
Atiães,osm,4161482,"Atiães, Vila Verde, Braga, Portugal",Vila Verde,Portugal,0.4615377994117877,boundary,administrative,41.628951,-8.4932868,157.9658148671433
"Auxerre, França",osm,282525,"Auxerre, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, France",Auxerre,France,0.6942413134905018,boundary,administrative,47.7961287,3.570579,1276.7031507135
Aveiro,osm,5325138,"Aveiro, Aveiro, Portugal",Aveiro,Portugal,0.6254959776470176,boundary,administrative,40.640496,-8.6537841,51.82930144662346
Aveleda,osm,5989545,"Aveleda, Vila do Conde, Porto, PT-13, Portugal",Vila do Conde,Portugal,0.4599999999999999,boundary,administrative,41.2633394,-8.6895353,119.35249816019646
Aveleira,osm,1583076744,"Aveleira, Lorvão, Coimbra, Portugal",Lorvão,Portugal,0.36,place,hamlet,40.2639131,-8.3467639,9.209686595744392
Avelãs de Ambom,osm,1368916577,"Avelãs de Ambom, Guarda, Guarda, Portugal",Guarda,Portugal,0.5750000000000001,place,village,40.6167317,-7.244457,110.10498440338402
Avenal,osm,1545703116,"Avenal, Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Oliveira de Azeméis, Aveiro, Portugal",Oliveira de Azeméis,Portugal,0.36,place,hamlet,40.8283635,-8.506991,69.29292831131959
Avidos,osm,655287671,"Avidos, Vila Nova de Famalicão, Braga, Portugal",Vila Nova de Famalicão,Portugal,0.4421414210990153,place,village,41.378411,-8.4811342,130.12143490517676
Ayamonte,osm,343812,"Ayamonte, Costa Occidental, Huelva, Andalucía, España",Ayamonte,España,0.5769646390475474,boundary,administrative,37.2142842,-7.4047386,343.92906167791125
Azares,osm,6371573,"Vale de Azares, Celorico da Beira, Guarda, Portugal",Celorico da Beira,Portugal,0.3874189406975713,boundary,administrative,40.6044852,-7.3649944,100.27700186846086
Azenha,osm,4789742637,"Azenha, Caniço, Santa Cruz, Madeira, Portugal",Caniço,Portugal,0.385,place,suburb,32.6543004,-16.8469855,1127.0109027059095
Azevo,osm,1639860718,"Azêvo, Vale do Côa, Pinhel, Guarda, Portugal",Vale do Côa,Portugal,0.275,place,village,40.8509554,-7.131317,130.92046823631637
Azinhal,osm,6365711,"Azinhal, Peva e Vale Verde, Almeida, Guarda, Portugal",Almeida,Portugal,0.4599999999999999,boundary,administrative,40.685593,-6.978785248972728,133.76248480755467
Azoia de Baixo,osm,4344895809,"Azoia de Baixo, Santarém, Santarém, Portugal",Santarém,Portugal,0.5750000000000001,place,village,39.2953731,-8.7117887,104.18435431710556
Azueira,osm,4361779958,"Azueira, Lisboa, Portugal",Azueira,Portugal,0.41,place,town,39.0063355,-9.2790355,152.14928783488364
Azóia,osm,790403483,"Azoia, Leiria, Leiria, Portugal",Leiria,Portugal,0.275,place,village,39.7093133,-8.8302817,65.2081844178276
Açores,osm,2107354329,"Açores, Celorico da Beira, Guarda, Portugal",Celorico da Beira,Portugal,0.385,place,village,40.6449429,-7.3052,106.8007620107938
"Açores, Guarda",osm,2107354329,"Açores, Celorico da Beira, Guarda, Portugal",Celorico da Beira,Portugal,0.495,place,village,40.6449429,-7.3052,106.8007620107938
Bagueixe,osm,1092162148,"Bagueixe, Macedo de Cavaleiros, Bragança, Portugal",Macedo de Cavaleiros,Portugal,0.385,place,village,41.5648068,-6.7809357,204.79685157232524
Bagunte,osm,5923929,"Bagunte, Ferreiró, Outeiro Maior e Parada, Vila do Conde, Bagunte, Porto, PT-13, Portugal",Vila do Conde,Portugal,0.3388763567136217,boundary,administrative,41.36405015,-8.654849810600489,129.88747723634123
Bailão,osm,5527659150,"Bailão, Cabeçudo, Sertã, Castelo Branco, Portugal",Sertã,Portugal,0.36,place,hamlet,39.8328615,-8.1395925,48.2441096919836
Bairros,osm,8388339390,"Bairros, Aldeia do Mato e Souto, Abrantes, Santarém, Portugal",Abrantes,Portugal,0.36,place,hamlet,39.5531324,-8.2810243,73.69825411952336
"Baleizão, Beja",osm,6431937,"Baleizão, Beja, Beja, Portugal",Beja,Portugal,0.5700000000000001,boundary,administrative,38.0246449,-7.7181044,249.9383216732442
Balteiro,osm,5163550282,"Balteiro, Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega, Ribeira de Pena, Vila Real, Portugal",Ribeira de Pena,Portugal,0.36,place,hamlet,41.5383619,-7.7858305,157.34481361813886
Balugães,osm,4048405,"Balugães, Barcelos, Braga, Portugal",Barcelos,Portugal,0.4941207252242894,boundary,administrative,41.643208,-8.6355897,160.42170945895427
Banho,osm,5910266,"Banho e Carvalhosa, Marco de Canaveses, Porto, PT-13, Portugal",Marco de Canaveses,Portugal,0.4499999999999999,boundary,administrative,41.2439665,-8.1556391,117.35099410885547
Baraçais,osm,2946663839,"Baraçais, Roliça, Bombarral, Leiria, Portugal",Bombarral,Portugal,0.36,place,hamlet,39.2923617,-9.1684371,119.87844848500472
Baraçal,osm,6364282,"Baraçal, Sabugal, Guarda, Portugal",Sabugal,Portugal,0.4599999999999999,boundary,administrative,40.3949946,-7.0947022,115.08308950800723
"Barca, Guarda",osm,270165275,"Barca d'Alva, Escalhão, Figueira de Castelo Rodrigo, Guarda, Portugal",Figueira de Castelo Rodrigo,Portugal,0.4357940944999783,place,hamlet,41.0268112,-6.9409982,155.14117231801288
Barcarena,osm,6523766,"Barcarena, Oeiras, Lisboa, Portugal",Barcarena,Portugal,0.4095218989809717,boundary,administrative,38.73349375,-9.279691829636825,179.37150054755492
Barcelona,osm,301130,"Barcelona, Região Geográfica Imediata de São Paulo do Potengi, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil",Região Geográfica Imediata de São Paulo do Potengi,Brasil,0.5079462060683614,boundary,administrative,-5.9514918,-35.9260284,5836.001267039787
Barco,osm,1637868389,"Barco, Covilhã, Castelo Branco, Portugal",Covilhã,Portugal,0.385,place,village,40.1741274,-7.610665,69.52884585739434
Barcos,osm,1198342599,"Barcos, Tabuaço, Viseu, Portugal",Tabuaço,Portugal,0.4243170044259858,place,village,41.1223575,-7.5994315,123.3196095022211
