place_name,geocoder,id,address,city,country,importance,class,type,latitude,longitude,distance
"Ferreirós, Viseu",osm,7643336856,"Ferreirós, Paus, Resende, Viseu, Portugal",Resende,Portugal,0.47,place,hamlet,41.0669784,-7.9024971,105.22369842863696
Ferrel,osm,6548051,"Ferrel, Peniche, Leiria, Portugal",Peniche,Portugal,0.3792995550804913,boundary,administrative,39.3643517,-9.3161038,120.72805195846595
Ferro,osm,5397670,"Ferro, Covilhã, Castelo Branco, Portugal",Covilhã,Portugal,0.4154395124350446,boundary,administrative,40.2342622,-7.4451731,83.53917800562809
"Ferrol, Galiza, Espanha",osm,346812,"Ferrol, Ferrol, A Coruña, ES-C, Galicia, España",Ferrol,España,0.6411779368026383,boundary,administrative,43.4846862,-8.233162,364.3586456364145
"Fervença, Basto",osm,3655659701,"Fervença, Ermelo e Pardelhas, Mondim de Basto, Vila Real, Portugal",Mondim de Basto,Portugal,0.46,place,hamlet,41.3658467,-7.8401347,137.818997390864
"Fervença, Celorico de Basto",osm,4175612,"Fervença, Celorico de Basto, Braga, Portugal",Fervença,Portugal,0.6580920830180935,boundary,administrative,41.3512305,-8.095852435425435,130.04076337829432
Fervenças,osm,4234629101,"Fervenças, Lemenhe, Mouquim e Jesufrei, Vila Nova de Famalicão, Braga, Portugal",Vila Nova de Famalicão,Portugal,0.36,place,neighbourhood,41.4444614,-8.5307945,137.65799064098206
Figueira d'Azoia,osm,3256349078,"Vale de Figueira, Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa, Portugal",Loures,Portugal,0.55,place,neighbourhood,38.8249476,-9.1021024,164.1305894324657
Figueira da Azóia,osm,4364893943,"Figueira da Azóia, Samuel, Soure, Coimbra, Portugal",Soure,Portugal,0.55,place,hamlet,40.0994906,-8.7101836,27.01643031054663
"Figueira da Foz, Coimbra",osm,5378424,"Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.8907175115195392,boundary,administrative,40.1485808,-8.855655,37.17281879989161
Figueira de Azóia,osm,3256349078,"Vale de Figueira, Santa Iria de Azoia, São João da Talha e Bobadela, Loures, Lisboa, Portugal",Loures,Portugal,0.45,place,neighbourhood,38.8249476,-9.1021024,164.1305894324657
Figueira do Vale,osm,9562112233,"Figueira do Vale, Freixianda, Ribeira do Fárrio e Formigais, Ourém, Santarém, Portugal",Ourém,Portugal,0.425,place,locality,39.7167856,-8.4340712,54.4816367184615
"Figueira, Castelo Rodrigo",osm,6384609,"Castelo Rodrigo, Figueira de Castelo Rodrigo, Guarda, Portugal",Figueira de Castelo Rodrigo,Portugal,0.6268554060875531,boundary,administrative,40.8766748,-6.9647232,144.38358143565682
"Figueira, Lamego",osm,6354514,"Figueira, Lamego, Viseu, Portugal",Lamego,Portugal,0.4980150946188139,boundary,administrative,41.1024727,-7.7607833,114.2096093616033
Figueiró da Lixa,osm,2587084887,"Figueiró, Torno, Senhora da Aparecida, Porto, PT-13, Portugal",Senhora da Aparecida,Portugal,0.46,place,hamlet,41.2968098,-8.2081946,122.36579368318668
Figueiró de Granja,osm,4826635,"Sociedade Vicente Pallotti, Santa Maria, Região Geográfica Imediata de Santa Maria, Região Geográfica Intermediária de Santa Maria, Rio Grande do Sul, Região Sul, Brasil",Santa Maria,Brasil,0.2999999999999999,place,farm,-29.70440615,-53.82802716537034,9049.45707216553
"Figueiró, Amarante",osm,2587095722,"Santiago, Figueiró (Santiago e Santa Cristina), Amarante, Porto, PT-13, Portugal",Figueiró (Santiago e Santa Cristina),Portugal,0.4838112565126803,place,village,41.3022153,-8.1624431,123.59614788524088
Figueirós,osm,2282697086,"Figueiros, Painho e Figueiros, Cadaval, Lisboa, Portugal",Painho e Figueiros,Portugal,0.275,place,village,39.2820496,-9.0365674,115.3028562708418
"Figueirós, Cadaval",osm,2282697086,"Figueiros, Painho e Figueiros, Cadaval, Lisboa, Portugal",Painho e Figueiros,Portugal,0.385,place,village,39.2820496,-9.0365674,115.3028562708418
Fiolhal,osm,1999863336,"Fiolhal, Castanheiro do Norte e Ribalonga, Carrazeda de Ansiães, Bragança, Portugal",Carrazeda de Ansiães,Portugal,0.36,place,hamlet,41.218024,-7.4178907,140.8914264544688
Fiscal da Lousã,osm,8180646129,"Fiscal, Lousã, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.47,place,hamlet,40.1157317,-8.2278854,19.711030024148425
"Fiscal, Lousã",osm,8180646129,"Fiscal, Lousã, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.47,place,hamlet,40.1157317,-8.2278854,19.711030024148425
"Fiscal, Vilarinho, Coimbra",osm,8180646129,"Fiscal, Lousã, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.5700000000000001,place,hamlet,40.1157317,-8.2278854,19.711030024148425
Fisga,osm,9631994261,"Casal da Fisga, Rio Maior, Rio Maior, Santarém, Portugal",Rio Maior,Portugal,0.35,place,hamlet,39.3902602,-8.9607184,101.63181812340268
"Fiães, Trancoso",osm,6372239,"Fiães, Trancoso, Guarda, Portugal",Trancoso,Portugal,0.526301518086152,boundary,administrative,40.7320513,-7.3728549,106.63214856991904
Flechas,osm,416765037,"Flechas, Cáceres, Região Geográfica Imediata de Cáceres, Região Geográfica Intermediária de Cáceres, Mato Grosso, Região Centro-Oeste, Brasil",Cáceres,Brasil,0.36,place,hamlet,-16.03721,-57.262027,8017.417732485347
"Flor da Rosa, Crato",osm,375581719,"Flor da Rosa, Crato, Portalegre, Portugal",Crato,Portugal,0.6591829504226079,place,village,39.3058417,-7.6463632,120.34973010825448
Flor de Rosa,osm,6440210,"Crato e Mártires, Flor da Rosa e Vale do Peso, Crato, Portalegre, Portugal",Crato,Portugal,0.3580839831692664,boundary,administrative,39.2840948,-7.604075171287572,124.38705235850384
"Fogueira, Sangalhos",osm,2517182470,"Fogueira, Sangalhos, Anadia, Aveiro, Portugal",Anadia,Portugal,0.47,place,hamlet,40.4832069,-8.4913682,31.1229953912628
Folgarosa,osm,8077677716,"Folgarosa, Dois Portos e Runa, Torres Vedras, Lisboa, Portugal",Dois Portos e Runa,Portugal,0.36,place,hamlet,39.0412541,-9.1543772,143.7872820204579
"Folgosa, Viseu",osm,6333866,"Folgosa, Armamar, Viseu, Portugal",Armamar,Portugal,0.4877191505560488,boundary,administrative,41.1516885,-7.6797037,122.37552584567048
Folhas,osm,5353507757,"Folhas, Alhadas, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.36,place,hamlet,40.1912773,-8.8163183,33.28166470401816
"Folques, Arganil",osm,6549069,"Folques, Arganil, Coimbra, Portugal",Arganil,Portugal,0.4877191505560488,boundary,administrative,40.2223938,-8.0094716,35.4964083127825
Fontainha,osm,8306515671,"Fontainha, Figueiró dos Vinhos e Bairradas, Figueiró dos Vinhos, Leiria, Portugal",Figueiró dos Vinhos,Portugal,0.36,place,hamlet,39.8673799,-8.280019,39.759302282385846
Fontainhas,osm,5390632174,"Fontainhas, Abiul, Pombal, Leiria, Portugal",Pombal,Portugal,0.36,place,hamlet,39.8774356,-8.5047055,37.25070015569961
Fonte,osm,4203504,"Fontes, Santa Marta de Penaguião, Vila Real, Portugal",Fontes,Portugal,0.3692995550804913,boundary,administrative,41.24036775,-7.850468312517476,124.58665388630703
"Fonte Arcada, Braga",osm,4170520,"Fontarcada, Fonte Arcada e Oliveira, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.5131303339921358,boundary,historic,41.5758942,-8.242100127987158,152.75941047626662
"Fonte Arcada, Lanhoso",osm,4170520,"Fontarcada, Fonte Arcada e Oliveira, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.5031303339921358,boundary,historic,41.5758942,-8.242100127987158,152.75941047626662
"Fonte Fria, Matança",osm,3786488532,"Fonte Fria, Forcadas, Fornos de Algodres, Guarda, Portugal",Fornos de Algodres,Portugal,0.56,place,hamlet,40.6942469,-7.5116804,94.54088866665364
Fonte Galega,osm,7575832907,"Fonte Galega, Ansião, Ansião, Leiria, Portugal",Ansião,Portugal,0.45,place,hamlet,39.9289093,-8.4175668,30.933293959228564
Fonte Maninho,osm,5762746,"Maninho, Maninho, Alvaredo, Alvaredo, Melgaço, Viana do Castelo, Portugal",Alvaredo,Portugal,0.235,boundary,census,42.09709655,-8.30719118693509,210.09810897412103
"Fonte Mercê, Valpaços",osm,1236321247,"Fonte Mercê, Água Revés e Crasto, Valpaços, Vila Real, Portugal",Valpaços,Portugal,0.56,place,hamlet,41.5394208,-7.3235837,174.6853281947567
Fonte da Telha,osm,1603886424,"Fonte da Telha, Costa da Caparica, Almada, Setúbal, Portugal",Costa da Caparica,Portugal,0.55,place,hamlet,38.5724871,-9.1949507,193.223025269162
Fonte de Aldeia,osm,1688767979,"Fonte de Aldeia, Vila Chã de Braciosa, Miranda do Douro, Bragança, Portugal",Miranda do Douro,Portugal,0.55,place,hamlet,41.437001,-6.3954605,219.04972294413287
Fonte de Cima,osm,3924758453,"Barrerinha de Cima, Fonte Boa, Fonte Boa, Região Geográfica Imediata de Tefé, Região Geográfica Intermediária de Tefé, Amazonas, Região Norte, Brasil",Fonte Boa,Brasil,0.55,place,hamlet,-2.1196733,-66.5014888,7521.094113198742
Fonte'Arcada,osm,5928133,"Fonte Arcada, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.5067280415833832,boundary,administrative,41.1471291,-8.3623376,104.49100865256422
Fonteira,osm,1241944043,"Fonteira, Abelenda, Avión, O Ribeiro, Ourense, ES-OR, Galicia, España",Avión,España,0.235,place,locality,42.3841073,-8.3058984,241.95103907470968
"Fontelo, Viseu",osm,6333867,"Fontelo, Viseu, Portugal",Fontelo,Portugal,0.4980150946188139,boundary,administrative,41.1195287,-7.7302312,117.13433935538136
"Fontes, Santa Marta de Penaguião",osm,4203504,"Fontes, Santa Marta de Penaguião, Vila Real, Portugal",Fontes,Portugal,0.7792995550804913,boundary,administrative,41.24036775,-7.850468312517476,124.58665388630703
Fontão Cimeiro,osm,8351428914,"Fontão Cimeiro, Campelo, Figueiró dos Vinhos, Leiria, Portugal",Figueiró dos Vinhos,Portugal,0.3999999999999999,place,isolated_dwelling,39.9841344,-8.2598099,28.55770090128481
"Fontão, Ponte de Lima",osm,5713284,"Fontão, Ponte de Lima, Viana do Castelo, Portugal",Fontão,Portugal,0.76,boundary,administrative,41.74430065,-8.65821573217448,171.7908442136231
Forcado,osm,1601656484,"Forcado, Serpins, Lousã, Coimbra, Portugal",Lousã,Portugal,0.36,place,hamlet,40.1823804,-8.2251094,17.33074275769091
Forcados,osm,1985796061,"Forcados, Vilacaiz, O Saviñao, Terra de Lemos, Lugo, Galicia, España",O Saviñao,España,0.36,place,hamlet,42.6835517,-7.6226725,283.07619698684465
Forcalhos,osm,4274840726,"Forcalhos, Lajeosa e Forcalhos, Sabugal, Guarda, Portugal",Lajeosa e Forcalhos,Portugal,0.385,place,village,40.3743168,-6.8249219,137.39418678833778
Forjães,osm,4114429,"Forjães, Esposende, Braga, Portugal",Forjães,Portugal,0.3956494679857989,boundary,administrative,41.6047821,-8.7431537,157.46325540920984
Forles,osm,1458197314,"Forles, Sátão, Viseu, Portugal",Sátão,Portugal,0.385,place,village,40.8587526,-7.6550836,97.45422145448114
Formigal,osm,5388086707,"Formigal, Vinha da Rainha, Soure, Coimbra, Portugal",Soure,Portugal,0.36,place,hamlet,40.0545065,-8.7121797,29.718913100318986
"Formoselha, Montemor-o-Velho",osm,3374938424,"Formoselha, Santo Varão, Montemor-o-Velho, Coimbra, Portugal",Montemor-o-Velho,Portugal,0.6599999999999999,place,hamlet,40.17886,-8.6156045,16.45361399885406
"Fornelos, Penaguião",osm,4203507,"Fornelos, Louredo e Fornelos, Santa Marta de Penaguião, Vila Real, Portugal",Santa Marta de Penaguião,Portugal,0.3808812954247281,boundary,historic,41.2445118,-7.809678849349052,126.38999814810002
"Fornelos, Viseu",osm,6354418,"Fornelos, Cinfães, Viseu, Portugal",Cinfães,Portugal,0.4966454293771893,boundary,administrative,41.0299683,-8.2041691,93.24968396785049
Fornos de Algôdres,osm,5331733,"Fornos de Algodres, Guarda, Portugal",Fornos de Algodres,Portugal,0.6184899845971945,boundary,administrative,40.6579679,-7.488088682276229,94.00264616432216
Fornos de Canavezes,osm,3969676584,"Fornos, Marco de Canaveses, Marco de Canaveses, Porto, PT-13, Portugal",Marco de Canaveses,Portugal,0.4727191885788626,place,suburb,41.1903094,-8.1414731,111.7652834145636
Fornos de Pinhal,osm,4197850,"Fornos do Pinhal, Valpaços, Vila Real, Portugal",Valpaços,Portugal,0.5088174755556057,boundary,administrative,41.6525948,-7.2629169,188.01977245565683
"Fornos, Aveiro",osm,6022192,"Fornos, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.5498478578672752,boundary,administrative,40.9161135,-8.5325022,79.21211086924528
"Fornos, Castelo de Paiva",osm,6021193,"Fornos, Castelo de Paiva, Aveiro, Portugal",Fornos,Portugal,0.6623442792274319,boundary,administrative,41.0540311,-8.252149739478206,95.1567798806917
"Fornos, Mangualde",osm,6354637,"Fornos de Maceira Dão, Mangualde, Viseu, Portugal",Mangualde,Portugal,0.5002596462240582,boundary,administrative,40.6086698,-7.8185976,68.14284639516224
"Fornos, Porto",osm,3969676584,"Fornos, Marco de Canaveses, Marco de Canaveses, Porto, PT-13, Portugal",Marco de Canaveses,Portugal,0.4827191885788626,place,suburb,41.1903094,-8.1414731,111.7652834145636
"Fornos, distrito de Aveiro",osm,6021193,"Fornos, Castelo de Paiva, Aveiro, Portugal",Fornos,Portugal,0.5723442792274319,boundary,administrative,41.0540311,-8.252149739478206,95.1567798806917
Foz Côa,osm,3984652,"Vila Nova de Foz Coa, Guarda, Portugal",Vila Nova de Foz Coa,Portugal,0.5296228200939304,boundary,administrative,41.0509753,-7.1978455060593625,139.8960428681846
Foz Dão,osm,3531032589,"Antiga Aldeia de Foz do Dão, Ovoa e Vimieiro, Santa Comba Dão, Viseu, Portugal",Santa Comba Dão,Portugal,0.325,place,locality,40.336069,-8.1859273,24.920183092318734
"Foz de Arouce, Lousã",osm,1363833133,"Foz de Arouce, Foz de Arouce e Casal de Ermio, Lousã, Coimbra, Portugal",Foz de Arouce e Casal de Ermio,Portugal,0.6523278476590364,place,village,40.158653,-8.278448,13.683719665454364
Foz de Cima,osm,5353507779,"Lafrana de Cima, Moinhos da Gândara, Figueira da Foz, Coimbra, Portugal",Figueira da Foz,Portugal,0.55,place,hamlet,40.2472076,-8.7659053,29.264421066720907
Foz de Moura,osm,1324838209,"Foz de Moura, Pomares, Arganil, Coimbra, Portugal",Arganil,Portugal,0.55,place,hamlet,40.2610626,-7.8876462,46.20039067233562
"Fradelos, Vila Nova de Famalicão",osm,2771496415,"Fradelos, Fradelos, Vila Nova de Famalicão, Braga, Portugal",Fradelos,Portugal,0.8448933246021104,place,village,41.3661611,-8.5986255,129.4999257847176
Frades,osm,3171488213,"Frades, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.4239400466797944,place,village,41.6082443,-8.2474357,156.28998923375025
Fragas,osm,2332528771,"Fragas, Itaúna, Região Geográfica Imediata de Divinópolis, Região Geográfica Intermediária de Divinópolis, Minas Gerais, Região Sudeste, Brasil",Itaúna,Brasil,0.36,place,hamlet,-20.1473874,-44.5150367,7658.065150899552
Fragoso,osm,4056788,"Fragoso, Barcelos, Braga, Portugal",Barcelos,Portugal,0.4801859567047568,boundary,administrative,41.6104682,-8.6958178,157.46055785155025
"Fraião, Braga",osm,3152614064,"Fraião, Braga, Braga, Portugal",Braga,Portugal,0.4532286868188654,place,village,41.5369042,-8.3992698,147.65811536468803
Framil,osm,8146425223,"Framil, Canedo, Vale e Vila Maior, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.36,place,hamlet,41.0206737,-8.4746952,90.40267001856732
Francelos,osm,3657749129,"Francelos, Gulpilhares e Valadares, Vila Nova de Gaia, Valadares, Porto, PT-13, Portugal",Vila Nova de Gaia,Portugal,0.36,place,hamlet,41.0837601,-8.6478542,99.10737569505292
Francisco Monteiro,osm,2392278991,"Monteiro, São Francisco de Paula, Região Geográfica Imediata de Oliveira, Região Geográfica Intermediária de Divinópolis, Minas Gerais, Região Sudeste, Brasil",Região Geográfica Imediata de Oliveira,Brasil,0.46,place,hamlet,-20.618862,-44.961344,7726.314155266313
"França, Bragança",osm,5803674,"França, Bragança, Bragança, Portugal",Bragança,Portugal,0.570501936383412,boundary,administrative,41.9011673,-6.7374519,235.63852235372585
"Fratel, Vila Velha",osm,5513789,"Fratel, Vila Velha de Ródão, Castelo Branco, Portugal",Vila Velha de Ródão,Portugal,0.66,boundary,administrative,39.6277241,-7.7455834,86.75818080903889
Fratél,osm,5513789,"Fratel, Vila Velha de Ródão, Castelo Branco, Portugal",Vila Velha de Ródão,Portugal,0.35,boundary,administrative,39.6277241,-7.7455834,86.75818080903889
"Frazão, Porto",osm,3658964,"Frazão, Frazão, Frazão Arreigada, Paços de Ferreira, Porto, PT-13, Portugal",Frazão Arreigada,Portugal,0.490074815609084,boundary,historic,41.26288625,-8.406822423726041,117.21923243114055
Frechâo,osm,4318425934,"Frechão, Freches e Torres, Trancoso, Guarda, Portugal",Freches e Torres,Portugal,0.25,place,hamlet,40.7491148,-7.3428173,109.79130473137502
"Freitas, Fafe",osm,3173777658,"Freitas, Fafe, Braga, Portugal",Fafe,Portugal,0.5129751691113914,place,village,41.5123302,-8.2096905,146.05464366929803
"Freixeda de Torrão, Guarda",osm,6384617,"Freixeda de Torrão, Quintã de Pero Martins e Penha de Águia, Figueira de Castelo Rodrigo, Guarda, Portugal",Figueira de Castelo Rodrigo,Portugal,0.452720323856182,boundary,administrative,40.879885,-7.052121075939192,138.27853836082832
"Freixeda, Vila Real",osm,2781299727,"Freixeda da Cabugueira, Capeludos, Vila Pouca de Aguiar, Vila Real, Portugal",Vila Pouca de Aguiar,Portugal,0.55,place,hamlet,41.6109759,-7.6194103,170.0351648636107
"Freixedas, Pinhel",osm,6391633,"Freixedas, Pinhel, Guarda, Portugal",Pinhel,Portugal,0.509139026272805,boundary,administrative,40.6938017,-7.1627861,119.99808902074768
Freixial do Campo,osm,5469355,"Freixial do Campo, Freixial do Campo e Juncal do Campo, Castelo Branco, Castelo Branco, Portugal",Freixial do Campo e Juncal do Campo,Portugal,0.5759490106750474,boundary,historic,39.9347003,-7.57902385148148,78.34059767282372
"Freixianda, Ourém",osm,6461821,"Freixianda, Ribeira do Fárrio e Formigais, Ourém, Santarém, Portugal",Ourém,Portugal,0.5700000000000001,boundary,administrative,39.75593415,-8.47912649361691,50.33556904229584
Freixieiro,osm,4446190997,"Freixieiro, Perafita, Lavra e Santa Cruz do Bispo, Matosinhos, Perafita, Porto, PT-13, Portugal",Matosinhos,Portugal,0.36,place,neighbourhood,41.2264611,-8.6844841,115.25080256094606
Freixinho de Fonte Arcada,osm,6427356,"Freixinho, Freixinho, Penso e Freixinho, Sernancelhe, Viseu, Portugal",Penso e Freixinho,Portugal,0.3691452947568411,boundary,historic,40.93840805,-7.522686053474748,111.53171427440329
"Freixinho, Pinhel",osm,1891860472,"Freixinho Lomba, Lamegal, Pinhel, Guarda, Portugal",Pinhel,Portugal,0.46,place,hamlet,40.6772229,-7.1012852,123.90503110513214
"Freixinho, Viseu",osm,1359810349,"Freixinho, Penso e Freixinho, Sernancelhe, Viseu, Portugal",Penso e Freixinho,Portugal,0.495,place,village,40.9377108,-7.5293932,111.08674593553656
Freixo Numão,osm,6393411,"Freixo de Numão, Vila Nova de Foz Coa, Guarda, Portugal",Freixo de Numão,Portugal,0.5027787078968705,boundary,administrative,41.0669119,-7.221502,139.61098154388466
"Freixo de Baixo, Amarante",osm,5830077,"Freixo de Baixo, Freixo de Baixo, Freixo de Cima e de Baixo, Amarante, Porto, PT-13, Portugal",Freixo de Cima e de Baixo,Portugal,0.6752698587495282,boundary,historic,41.29478145,-8.11857807349819,123.50955498300988
"Freixo de Cima, Porto",osm,5830078,"Freixo de Cima, Freixo de Cima, Freixo de Cima e de Baixo, Amarante, Porto, PT-13, Portugal",Freixo de Cima e de Baixo,Portugal,0.6718449554900854,boundary,historic,41.3079874,-8.137169444232523,124.62659008036574
Freixo de Espada-a-cinta,osm,5717858,"Freixo de Espada à Cinta, Freixo de Espada à Cinta, Bragança, Portugal",Freixo de Espada à Cinta,Portugal,0.918766673723503,boundary,historic,41.08410765,-6.825511111494766,166.7414182032653
Freixo do Souto,osm,4318425932,"Ribeira do Freixo, Trancoso (São Pedro e Santa Maria) e Souto Maior, Trancoso, Guarda, Portugal",Trancoso (São Pedro e Santa Maria) e Souto Maior,Portugal,0.5750000000000001,place,village,40.7917181,-7.2901561,116.10323492742582
"Freixo, Coimbra",osm,2651242681,"Freixo, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.47,place,hamlet,40.136775,-8.2485117,17.032534583821946
"Freixo, Guarda",osm,6365706,"Freixo, Almeida, Guarda, Portugal",Almeida,Portugal,0.4844313097683034,boundary,administrative,40.6182559,-7.0077208,128.73246641986464
"Freixo, Leiria",osm,7576047075,"Freixo, Ansião, Ansião, Leiria, Portugal",Ansião,Portugal,0.47,place,hamlet,39.9544139,-8.4447536,28.138539218418583
"Freixo, Lisboa",osm,6475942967,"Casal do Freixo, Camarões, Almargem do Bispo, Pêro Pinheiro e Montelavar, Sintra, Lisboa, Portugal","Almargem do Bispo, Pêro Pinheiro e Montelavar",Portugal,0.46,place,neighbourhood,38.8259571,-9.2385881,168.54279253407682
"Freixo, Lousã",osm,2651242681,"Freixo, Lousã e Vilarinho, Lousã, Coimbra, Portugal",Lousã e Vilarinho,Portugal,0.47,place,hamlet,40.136775,-8.2485117,17.032534583821946
"Freixo, Mortágua",osm,1472099475,"Freixo, Mortágua, Vale de Remígio, Cortegaça e Almaça, Mortágua, Viseu, Portugal",Mortágua,Portugal,0.47,place,hamlet,40.3780585,-8.1983729,27.0854685428826
"Freixo, Serrazes",osm,2959896890,"Freixo, Serrazes, São Pedro do Sul, Viseu, Portugal",São Pedro do Sul,Portugal,0.47,place,hamlet,40.7564363,-8.1320052,65.8642217168216
"Freixo, São Pedro do Sul",osm,2959896890,"Freixo, Serrazes, São Pedro do Sul, Viseu, Portugal",São Pedro do Sul,Portugal,0.76,place,hamlet,40.7564363,-8.1320052,65.8642217168216
"Freixo, Tomar",osm,9217008873,"Freixo, Casais e Alviobeira, Tomar, Santarém, Portugal",Tomar,Portugal,0.47,place,hamlet,39.6799434,-8.3611536,58.82946873484238
Freixomil,osm,6049989323,"Freixomil, Moar, Moar, Frades, Ordes, A Coruña, ES-C, Galicia, España",Frades,España,0.36,place,hamlet,43.018021,-8.3267147,312.2710282034882
Freixosa,osm,1241984690,"A Freixosa, Vilar de Barrio, Vilar de Barrio, A Limia, Ourense, ES-OR, Galicia, España",,España,0.225,place,locality,42.1554188,-7.6147793,226.790927248514
Fresta,osm,6354640,"São João da Fresta, Mangualde, Viseu, Portugal",Mangualde,Portugal,0.3838276880810758,boundary,administrative,40.6403953,-7.5835932,86.15236067567962
Friande,osm,5837275,"Friande, Lixa, Porto, PT-13, Portugal",Lixa,Portugal,0.4599999999999999,boundary,administrative,41.3700363,-8.1792832,130.77651623172093
"Friande, Póvoa do Lanhoso",osm,4170522,"Friande, Verim, Friande e Ajude, Póvoa de Lanhoso, Braga, Portugal",Póvoa de Lanhoso,Portugal,0.6235607691790297,boundary,historic,41.6429004,-8.274189180299336,159.92538115524945
Friúmes,osm,4382623093,"Friúmes, Penacova, Coimbra, Portugal",Penacova,Portugal,0.3718449554900854,place,village,40.2730092,-8.2135581,19.48960104712316
"Fronteira, Portalegre",osm,5397424,"Fronteira, Portalegre, Portugal",Fronteira,Portugal,0.6293119917908739,boundary,administrative,39.0558091,-7.6478657,144.25896081527696
"Frossos, Albergaria-a-Velha",osm,1801627902,"Frossos, São João de Loure e Frossos, Albergaria-a-Velha, Aveiro, Portugal",São João de Loure e Frossos,Portugal,0.685,place,village,40.6593513,-8.5359631,51.04354335552747
Funde Vila,osm,990159851,"Funde, Mumbai Metropolitan Region, Uran, Raigad, Maharashtra, India",Mumbai Metropolitan Region,India,0.385,place,village,18.89216345,72.96305754213633,7962.75786659959
Fundo de Vila,osm,8907671457,"Fundo de Vila, Moldes, Arouca, Aveiro, Portugal",Moldes,Portugal,0.55,place,hamlet,40.9195527,-8.2144173,81.08353903599351
"Fundo de Vila, Braga",osm,5160020422,"Fundo de Vila, Anjos e Vilar do Chão, Vieira do Minho, Braga, Portugal",Vieira do Minho,Portugal,0.6599999999999999,place,hamlet,41.603929,-8.0721161,157.92485721902275
Fungal,osm,5092449358,"La Xungal, Pravia, Asturias / Asturies, ES-O, Asturias / Asturies, España",Pravia,España,0.25,place,hamlet,43.465427,-6.1753925,407.2601593173502
Félgar,osm,5717588,"Felgar, Torre de Moncorvo, Bragança, Portugal",Torre de Moncorvo,Portugal,0.2752446327297392,boundary,historic,41.21021545,-6.958292697991089,166.67939811891046
"Gafete, Crato",osm,6440205,"Gáfete, Crato, Portalegre, Portugal",Crato,Portugal,0.3691452947568411,boundary,administrative,39.410421,-7.6850538,108.88659835923202
Gagos,osm,3175067729,"Gagos, Celorico de Basto, Braga, Portugal",Celorico de Basto,Portugal,0.2808812954247281,place,village,41.4291534,-8.0060989,140.2219162628589
"Gaias, Guimarães",osm,5188859967,"Gaias, Guimarães, Braga, Portugal",Guimarães,Portugal,0.47,place,hamlet,41.4961068,-8.3539224,143.2387990078858
"Gaiate de Milheirós, Poiares",osm,1228961088,"Gaiate, Milheirós de Poiares, Santa Maria da Feira, Aveiro, Portugal",Santa Maria da Feira,Portugal,0.6599999999999999,place,hamlet,40.9328389,-8.4704382,80.64219008735161
"Galafura, Vila Real",osm,5163752821,"Galafura, Peso da Régua, Vila Real, Portugal",Peso da Régua,Portugal,0.5663219431370923,place,village,41.1858647,-7.6859343,125.37126697346211
Galega,osm,8641931582,"Galega, Almoster, Alvaiázere, Leiria, Portugal",Alvaiázere,Portugal,0.36,place,hamlet,39.8459612,-8.44817,40.17943069518524
Galegos,osm,5928134,"Galegos, Penafiel, Porto, PT-13, Portugal",Penafiel,Portugal,0.4599999999999999,boundary,administrative,41.1604125,-8.3114028,106.26997856274984
"Galegos, Vila Real",osm,5163994055,"Galegos, Constantim e Vale de Nogueiras, Vila Real, Vila Real, Portugal",Vila Real,Portugal,0.56,place,hamlet,41.2844186,-7.6656919,135.74620015342217
"Galiza, Espanha",osm,349036,"Galicia, España",,España,0.6524096371299768,boundary,administrative,42.61946,-7.863112,271.98603720733763
"Galizes, Coimbra",osm,1325119578,"Galizes, Nogueira do Cravo, Oliveira do Hospital, Coimbra, Portugal",Oliveira do Hospital,Portugal,0.2877101113307119,place,hamlet,40.3194734,-7.8942237,46.915551702284574
Gandara,osm,5347012360,"Gandara, Mouraz e Vila Nova da Rainha, Tondela, Viseu, Portugal",Tondela,Portugal,0.36,place,hamlet,40.4596339,-8.0913878,39.91053031389258
"Gandara, Oliveira de Azeméis",osm,1545778195,"Gândara, Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Oliveira de Azeméis, Aveiro, Portugal",Oliveira de Azeméis,Portugal,0.55,place,hamlet,40.8365684,-8.512295,70.24498774010928
Gandufe,osm,8050435756,"Gandufe, Espinho, Mangualde, Viseu, Portugal",Mangualde,Portugal,0.36,place,hamlet,40.5656484,-7.8053362,66.02780537367104
