pop,date_in,date_max,name,name_normalized,id_ine_inspire,geonamesid,context_0,context_1,context_2,context_3,country,gaz_id_explicit,latitude,longitude,code,dsg,level,inside,address,geonames_name,gazetteer,total_score,date,wikidata_id
1,1677-10-15,1677-10-15,Arco do Bagulho,Arco do Bagulho,,,Arco do Bagulho,,,,Portugal,,,,,,,,,,,,,
1,1630-10-12,1630-10-12,Arco do Baulhe,Arco do Baulhe,,,Arco do Baulhe,,,,Portugal,,,,,,,,,,,,,
1,1683-10-01,1683-10-01,Arcos Valdevez,Arcos Valdevez,,,Arcos Valdevez,,,,Portugal,,,,,,,,,,,,,
1,1679-10-01,1679-10-01,Arcos de Barroso,Arcos de Barroso,,,Arcos de Barroso,,,,Portugal,,,,,,,,,,,,,
1,1767-10-01,1767-10-01,Arcos de Vadevez,Arcos de Vadevez,,,Arcos de Vadevez,,,,Portugal,,,,,,,,,,,,,
1,1663-03-13,1663-03-13,Arcos de Valdevevez,Arcos de Valdevez,,8010627,Arcos de Valdevez,,,,Portugal,,41.87348,-8.42624,PRT.18.1.17_1,Gondoriz,3.0,PRT.18.1_1,"Arcos de Valdevez, Gondoriz, Arcos de Valdevez, Viana do Castelo",Arcos de Valdevez,geonames-pt,15.0,2024-11-10 14:52:30.485982,Q490302
1,1889-11-02,1889-11-02,"Arcos de Valdevez, Lisboa","Arcos de Valdevez, Lisboa",,,Arcos de Valdevez,Lisboa,,,Portugal,,,,,,,,,,,,,
1,1750-10-27,1750-10-27,Arcos de Valvedez,Arcos de Valvedez,,,Arcos de Valvedez,,,,Portugal,,,,,,,,,,,,,
1,1728-10-01,1728-10-01,Arcos de Valvez,Arcos de Valvez,,,Arcos de Valvez,,,,Portugal,,,,,,,,,,,,,
1,1845-07-01,1845-07-01,"Arcos, Bragança","Arcos, Bragança",,8011035,Arcos,Bragança,,,Portugal,,41.51989,-8.42332,PRT.4.3.2_1,Arcos,3.0,PRT.4.3_1,"Arcos, Arcos, Braga, Braga",Arcos,geonames-pt,18.125,2024-11-10 14:52:30.325163,Q637828
1,1537-00-00,1537-00-00,"Arcos, Lamego","Arcos, Lamego",,,Arcos,Lamego,,,Portugal,,,,,,,,,,,,,
1,1726-10-01,1726-10-01,"Arcos, Lanhoso","Arcos, Lanhoso",,,Arcos,Lanhoso,,,Portugal,,,,,,,,,,,,,
1,1636-10-15,1636-10-15,"Arcos, Ponte de Lima","Arcos, Ponte de Lima",,8013318,Arcos,Ponte de Lima,,,Portugal,,41.77292,-8.66675,PRT.18.7.3_1,Arcos,3.0,PRT.18.7_1,"Arcos, Arcos, Ponte de Lima, Viana do Castelo",Arcos,geonames-pt,20.0,2024-11-10 14:52:30.201675,Q637832
1,1887-10-14,1887-10-14,"Arcos, Porto","Arcos, Porto",,8012903,Arcos,Porto,,,Portugal,,41.39742,-8.65593,PRT.15.17.1_1,Arcos,3.0,PRT.15.17_1,"Arcos, Arcos, Vila do Conde, Porto",Arcos,geonames-pt,20.0,2024-11-10 14:52:30.206482,Q525254
1,1766-10-01,1766-10-01,"Arcos, Sabadim","Arcos, Sabadim",,8011923,Arcos,Sabadim,,,Portugal,,38.83021,-7.51041,PRT.8.4.1_1,Arcos,3.0,PRT.8.4_1,"Arcos, Arcos, Estremoz, Évora",Arcos,geonames-pt,15.0,2024-11-10 14:52:32.231781,Q2300457
1,1655-10-15,1655-10-15,Arcozelo da Beira,Arcozelo da Beira,,,Arcozelo da Beira,,,,Portugal,,,,,,,,,,,,,
1,1778-10-07,1778-10-07,"Arcozelo da Torre, Lamego","Arcozelo da Torre, Lamego",,,Arcozelo da Torre,Lamego,,,Portugal,,,,,,,,,,,,,
1,1760-10-01,1760-10-01,Arcozelo dos Maias,Arcozelo dos Maias,,,Arcozelo dos Maias,,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Arcozelo, Lafões","Arcozelo, Lafões",,,Arcozelo,Lafões,,,Portugal,,,,,,,,,,,,,
1,1777-10-01,1777-10-01,"Arcozelo, Torre","Arcozelo, Torre",,,Arcozelo,Torre,,,Portugal,,,,,,,,,,,,,
1,1744-04-24,1744-04-24,"Arcozelo, Viana do Castelo","Arcozelo, Viana do Castelo",,8013319,Arcozelo,Viana do Castelo,,,Portugal,,41.7949,-8.60113,PRT.18.7.4_1,Arcozelo,3.0,PRT.18.7_1,"Arcozelo, Arcozelo, Ponte de Lima, Viana do Castelo",Arcozelo,geonames-pt,20.0,2024-11-10 14:52:30.159063,Q637942
1,1684-12-12,1684-12-12,Arcozelos da Torre,Arcozelos da Torre,,,Arcozelos da Torre,,,,Portugal,,,,,,,,,,,,,
1,1779-10-25,1779-10-25,"Arcozelos, Lamego","Arcozelos, Lamego",,,Arcozelos,Lamego,,,Portugal,,,,,,,,,,,,,
1,1783-10-16,1783-10-16,"Arcã, Avanca, Aveiro","Arcã, Avanca, Aveiro",,2742825,Arcã,Avanca,Aveiro,,Portugal,,40.80268,-8.58749,PRT.1.8.1_1,Avanca,3.0,PRT.1.8_1,"Arcã, Avanca, Estarreja, Aveiro",Arcã,geonames-pt,15.0,2024-11-10 14:52:32.279011,*notfound*
1,1668-10-10,1668-10-10,Ardegão,Ardegão,,8011138,Ardegão,,,,Portugal,,41.3996,-8.13049,PRT.4.7.4_1,Ardegão,3.0,PRT.4.7_1,"Ardegão, Ardegão, Fafe, Braga",Ardegão,geonames-pt,15.0,2024-11-10 14:52:31.888369,Q638795
1,1764-10-01,1764-10-01,Areeiro,Areeiro,,,Areeiro,,,,Portugal,,,,,,,,,,,,,
1,1816-10-31,1816-10-31,"Aregos, Lamego","Aregos, Lamego",,,Aregos,Lamego,,,Portugal,,,,,,,,,,,,,
1,1729-10-01,1729-10-01,Areias,Areias,,8010959,Areias,,,,Portugal,,41.55749,-8.54012,PRT.4.2.12_1,Areias,3.0,PRT.4.2_1,"Areias, Areias, Barcelos, Braga",Areias,geonames-pt,15.0,2024-11-10 14:52:31.889261,Q540526
1,1883-10-15,1883-10-15,"Areias de Vilar, Braga","Areias de Vilar, Braga",,8014157,Areias de Vilar,Braga,,,Portugal,,41.54102,-8.55646,PRT.4.2.13_1,Areias de Vilar,3.0,PRT.4.2_1,"Areias de Vilar, Areias de Vilar, Barcelos, Braga",Areias de Vilar,geonames-pt,20.0,2024-11-10 14:52:29.645708,Q641008
1,1740-11-18,1740-11-18,Areosa,Areosa,,8013379,Areosa,,,,Portugal,,41.72731,-8.8404,PRT.18.9.5_1,Areosa,3.0,PRT.18.9_1,"Areosa, Areosa, Viana do Castelo, Viana do Castelo",Areosa,geonames-pt,15.0,2024-11-10 14:52:31.890153,Q642671
1,1890-10-14,1890-10-14,"Areosa, Pinheiro da Bemposta","Areosa, Pinheiro da Bemposta",,,Areosa,Pinheiro da Bemposta,,,Portugal,,,,,,,,,,,,,
1,1825-06-09,1825-06-09,"Areosa, Viseu","Areosa, Viseu",,,Areosa,Viseu,,,Portugal,,,,,,,,,,,,,
1,1732-09-09,1732-09-09,Arere,Arere,,,Arere,,,,Portugal,,,,,,,,,,,,,
1,1719-10-01,1719-10-01,Arez,Arez,,6930625,Arez,,,,Portugal,,39.47945,-7.73007,PRT.14.12.3_1,Arez,3.0,PRT.14.12_1,"Arez, Arez, Nisa, Portalegre",Arez,geonames-pt,15.0,2024-11-10 14:52:31.891051,Q2261204
1,1768-10-01,1768-10-01,Argande,Argande,,2742758,Argande,,,,Portugal,,41.52907,-8.1519,PRT.4.7.23_1,Queimadela,3.0,PRT.4.7_1,"Argande, Queimadela, Fafe, Braga",Argande,geonames-pt,10.0,2024-11-10 14:52:33.255790,*notfound*
1,1567-10-01,1567-10-01,Arganil ou Coimbra,Arganil ou Coimbra,,,Arganil ou Coimbra,,,,Portugal,,,,,,,,,,,,,
1,1790-10-30,1790-10-30,"Arganil, Chaves","Arganil, Chaves",,,Arganil,Chaves,,,Portugal,,,,,,,,,,,,,
1,1640-10-13,1640-10-13,"Arganil, Linhares","Arganil, Linhares",,,Arganil,Linhares,,,Portugal,,,,,,,,,,,,,
1,1687-10-22,1687-10-22,"Arganil, Pombeiro","Arganil, Pombeiro",,,Arganil,Pombeiro,,,Portugal,,,,,,,,,,,,,
1,1756-12-07,1756-12-07,"Arganil, Secarias","Arganil, Secarias",,,Arganil,Secarias,,,Portugal,,,,,,,,,,,,,
1,1769-10-01,1769-10-01,"Arganil, guarda","Arganil, guarda",,,Arganil,guarda,,,Portugal,,,,,,,,,,,,,
1,1906-10-02,1906-10-02,"Argela, Vila do Castelo","Argela, Vila do Castelo",,8013214,Argela,Vila do Castelo,,,Portugal,,41.86111,-8.78335,PRT.18.2.5_1,Argela,3.0,PRT.18.2_1,"Argela, Argela, Caminha, Viana do Castelo",Argela,geonames-pt,19.375,2024-11-10 14:52:30.269326,Q644417
1,1764-10-01,1764-10-01,"Argeris, Chaves","Argeris, Chaves",,,Argeris,Chaves,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Arges, Torres Vedras","Arges, Torres Vedras",,,Arges,Torres Vedras,,,Portugal,,,,,,,,,,,,,
1,1897-10-11,1897-10-11,"Argivai, Póvoa de Varzim","Argivai, Póvoa de Varzim",,8012868,Argivai,Póvoa de Varzim,,,Portugal,,41.37596,-8.73325,PRT.15.13.4_1,Argivai,3.0,PRT.15.13_1,"Argivai, Argivai, Póvoa de Varzim, Porto",Argivai,geonames-pt,20.0,2024-11-10 14:52:29.646741,Q647503
1,1807-10-29,1807-10-29,Argival,Argival,,,Argival,,,,Portugal,,,,,,,,,,,,,
1,1761-10-01,1761-10-01,Argomil,Argomil,,2742751,Argomil,,,,Portugal,,40.61679,-7.17333,PRT.10.10.19_1,Pomares,3.0,PRT.10.10_1,"Argomil, Pomares, Pinhel, Guarda",Argomil,geonames-pt,10.0,2024-11-10 14:52:33.256677,*notfound*
1,1842-10-31,1842-10-31,Arguedeira,Arguedeira,,2742747,Arguedeira,,,,Portugal,,41.02172,-7.78936,PRT.20.20.7_1,Tarouca,3.0,PRT.20.20_1,"Arguedeira, Tarouca, Tarouca, Viseu",Arguedeira,geonames-pt,10.0,2024-11-10 14:52:33.257561,*notfound*
1,1841-10-18,1841-10-18,"Arguedeira, Viseu","Arguedeira, Viseu",,2742747,Arguedeira,Viseu,,,Portugal,,41.02172,-7.78936,PRT.20.20.7_1,Tarouca,3.0,PRT.20.20_1,"Arguedeira, Tarouca, Tarouca, Viseu",Arguedeira,geonames-pt,15.0,2024-11-10 14:52:32.279955,*notfound*
1,1703-10-01,1703-10-01,Aribreia,Aribreia,,,Aribreia,,,,Portugal,,,,,,,,,,,,,
1,1877-10-03,1877-10-03,Arinhas,Arinhas,,,Arinhas,,,,Portugal,,,,,,,,,,,,,
1,1825-10-31,1825-10-31,Arinhos,Arinhos,,,Arinhos,,,,Portugal,,,,,,,,,,,,,
1,1746-07-23,1746-07-23,Ariosa,Ariosa,,2742765,Ariosa,,,,Portugal,,41.71779,-8.85707,PRT.18.9.5_1,Areosa,3.0,PRT.18.9_1,"Ariosa, Areosa, Viana do Castelo, Viana do Castelo",Ariosa,geonames-pt,10.0,2024-11-10 14:52:33.258457,Q31887676
1,1756-10-01,1756-10-01,"Ariques, Coimbra","Ariques, Coimbra",,,Ariques,Coimbra,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,Aris,Aris,,,Aris,,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Aris, Lamego","Aris, Lamego",,,Aris,Lamego,,,Portugal,,,,,,,,,,,,,
1,1764-10-01,1764-10-01,"Aris, Moura Morta","Aris, Moura Morta",,,Aris,Moura Morta,,,Portugal,,,,,,,,,,,,,
1,1765-10-01,1765-10-01,"Ariz, Lamego","Ariz, Lamego",,,Ariz,Lamego,,,Portugal,,,,,,,,,,,,,
1,1852-10-15,1852-10-15,"Arja, Santarém","Arja, Santarém",,,Arja,Santarém,,,Portugal,,,,,,,,,,,,,
1,1762-10-01,1762-10-01,"Armamar, Lamego","Armamar, Lamego",,,Armamar,Lamego,,,Portugal,,,,,,,,,,,,,
1,1859-05-27,1859-05-27,Armanar,Armanar,,,Armanar,,,,Portugal,,,,,,,,,,,,,
1,1647-10-05,1647-10-05,Armeiros,Armeiros,,,Armeiros,,,,Portugal,,,,,,,,,,,,,
1,1697-10-01,1697-10-01,Armental,Armental,,,Armental,,,,Portugal,,,,,,,,,,,,,
1,1895-10-12,1895-10-12,"Armental, Macieira de Cambra","Armental, Macieira de Cambra",,2742729,Armental,Macieira de Cambra,,,Portugal,,40.86592,-8.40893,PRT.1.19.3_1,Codal,3.0,PRT.1.19_1,"Armental, Codal, Vale de Cambra, Aveiro",Armental,geonames-pt,13.333333333333334,2024-11-10 14:52:32.854723,*notfound*
1,1768-10-01,1768-10-01,"Armes, Maia","Armes, Maia",,,Armes,Maia,,,Portugal,,,,,,,,,,,,,
1,1765-10-01,1765-10-01,"Armieiro, Vila Real","Armieiro, Vila Real",,,Armieiro,Vila Real,,,Portugal,,,,,,,,,,,,,
1,1736-10-01,1736-10-01,"Armil, São Martinho","Armil, São Martinho",,,Armil,São Martinho,,,Portugal,,,,,,,,,,,,,
1,1750-10-01,1750-10-01,"Arnal, Maceira","Arnal, Maceira",,2271539,Arnal,Maceira,,,Portugal,,39.68782,-8.87917,PRT.11.9.17_1,Maceira,3.0,PRT.11.9_1,"Arnal, Maceira, Leiria, Leiria",Arnal,geonames-pt,15.0,2024-11-10 14:52:32.280864,*notfound*
1,1870-10-03,1870-10-03,Arneiro de Lazes,Arneiro de Lazes,,,Arneiro de Lazes,,,,Portugal,,,,,,,,,,,,,
1,1805-10-31,1805-10-31,"Arneiro, Alenquer","Arneiro, Alenquer",,2271516,Arneiro,Alenquer,,,Portugal,,39.09981,-9.12693,PRT.12.1.2_1,Aldeia Galega da Merceana,3.0,PRT.12.1_1,"Arneiros, Aldeia Galega da Merceana, Alenquer, Lisboa",Arneiros,geonames-pt,13.75,2024-11-10 14:52:32.763475,*notfound*
1,1745-05-18,1745-05-18,"Arneiros, Lamego",Arneirós,,2742713,Arneirós,,,,Portugal,,41.08444,-7.81522,PRT.20.5.24_1,Vila Nova de Souto D' El-Rei,3.0,PRT.20.5_1,"Arneirós, Vila Nova de Souto D' El-Rei, Lamego, Viseu",Arneirós,geonames-pt,10.0,2024-11-10 14:52:32.957980,*notfound*
1,1762-12-01,1762-12-01,"Arneiros, Leiria","Arneiros, Leiria",,2271528,Arneiros,Leiria,,,Portugal,,39.83565,-8.49521,PRT.11.15.1_1,Abiul,3.0,PRT.11.15_1,"Arneiro, Abiul, Pombal, Leiria",Arneiro,geonames-pt,13.75,2024-11-10 14:52:32.776986,*notfound*
1,1874-10-02,1874-10-02,"Arnela de Cerva, Vila Real","Arnela de Cerva, Vila Real",,,Arnela de Cerva,Vila Real,,,Portugal,,,,,,,,,,,,,
1,1792-10-30,1792-10-30,"Arnelas, Feira","Arnelas, Feira",,,Arnelas,Feira,,,Portugal,,,,,,,,,,,,,
1,1638-10-16,1638-10-16,Arnelo,Arnelo,,,Arnelo,,,,Portugal,,,,,,,,,,,,,
1,1759-05-21,1759-05-21,Arnoio,Arnoio,,,Arnoio,,,,Portugal,,,,,,,,,,,,,
1,1889-11-07,1889-11-07,"Arnozela, Fafe","Arnozela, Fafe",,8011140,Arnozela,Fafe,,,Portugal,,41.38409,-8.12848,PRT.4.7.6_1,Arnozela,3.0,PRT.4.7_1,"Arnozela, Arnozela, Fafe, Braga",Arnozela,geonames-pt,20.0,2024-11-10 14:52:29.647690,Q697229
1,1882-10-02,1882-10-02,"Arnóia, Braga","Arnóia, Braga",,8011104,Arnóia,Braga,,,Portugal,,41.3668,-8.02042,PRT.4.5.2_1,Arnóia,3.0,PRT.4.5_1,"Arnóia, Arnóia, Celorico de Basto, Braga",Arnóia,geonames-pt,20.0,2024-11-10 14:52:29.648622,Q1023343
1,1754-10-01,1754-10-01,"Arouca, Burgo","Arouca, Burgo",,,Arouca,Burgo,,,Portugal,,,,,,,,,,,,,
1,1736-12-16,1736-12-16,"Arouca, Rossas","Arouca, Rossas",,,Arouca,Rossas,,,Portugal,,,,,,,,,,,,,
1,1737-10-01,1737-10-01,Arouco,Arouco,,,Arouco,,,,Portugal,,,,,,,,,,,,,
1,1841-10-16,1841-10-16,Arporá,Arporá,,,Arporá,,,,Portugal,,,,,,,,,,,,,
1,1758-10-01,1758-10-01,"Arrabal, Leiria","Arrabal, Leiria",,8012356,Arrabal,Leiria,,,Portugal,,39.69882,-8.73199,PRT.11.9.2_1,Arrabal,3.0,PRT.11.9_1,"Arrabal, Arrabal, Leiria, Leiria",Arrabal,geonames-pt,20.0,2024-11-10 14:52:29.649556,Q478534
1,1755-10-01,1755-10-01,"Arraial de Santa Rita, Sabará","Arraial de Santa Rita, Sabará, Brasil",,,Arraial de Santa Rita,Sabará,,,Brasil,,,,,,,,,,,,,
1,1778-11-16,1778-11-16,"Arraial de Santo António, Mariana, Brasil","Arraial de Santo António, Mariana, Brasil",,,Arraial de Santo António,Mariana,,,Brasil,,,,,,,,,,,,,
1,1782-10-08,1782-10-08,"Arraial do Tejuco, Serro do Frio, Brasil","Diamantina, Brasil",,3464728,Diamantina,,,,Brasil,,-18.24692,-43.60345,3121605,Diamantina,3.0,BRA.13_1,"Diamantina, Diamantina, Minas Gerais, Brasil",Diamantina,geonames-br,15.0,2024-11-10 14:52:30.355949,*notfound*
1,1802-10-15,1802-10-15,"Arraial do Tijuco, Serro do Frio, (Estado de Minas Gerais)Brasil","Arraial do Tijuco, Serro do Frio, (Estado de Minas Gerais)Brasil",,,Arraial do Tijuco,Serro do Frio,(Estado de Minas Gerais)Brasil,,Portugal,,,,,,,,,,,,,
1,1798-10-02,1798-10-02,"Arraiolos, Vila Real","Arraiolos, Vila Real",,,Arraiolos,Vila Real,,,Portugal,,,,,,,,,,,,,
1,1805-10-30,1805-10-30,"Arrancada, Aveiro","Arrancada, Valongo do Vouga, Águeda, Aveiro",,2742693,Arrancada,Valongo do Vouga,Águeda,Aveiro,Portugal,,40.61771,-8.42388,PRT.1.1.20_1,Valongo do Vouga,3.0,PRT.1.1_1,"Arrancada, Valongo do Vouga, Águeda, Aveiro",Arrancada,geonames-pt,30.0,2024-11-10 14:52:29.120562,*notfound*
1,1762-10-01,1762-10-01,"Arrancada, Coimbra","Arrancada, Coimbra",,,Arrancada,Coimbra,,,Portugal,,,,,,,,,,,,,
1,1908-10-02,1908-10-02,"Arrancada, Águeda","Arrancada, Valongo do Vouga, Águeda, Aveiro",,2742693,Arrancada,Valongo do Vouga,Águeda,Aveiro,Portugal,,40.61771,-8.42388,PRT.1.1.20_1,Valongo do Vouga,3.0,PRT.1.1_1,"Arrancada, Valongo do Vouga, Águeda, Aveiro",Arrancada,geonames-pt,30.0,2024-11-10 14:52:29.121462,*notfound*
1,1564-00-00,1564-00-00,"Arranches, Portalegre","Arranches, Portalegre",,2271448,Arranches,Portalegre,,,Portugal,,39.12242,-7.28619,PRT.14.2.1_1,Assunção,3.0,PRT.14.2_1,"Arronches, Assunção, Arronches, Portalegre",Arronches,geonames-pt,13.88888888888889,2024-11-10 14:52:32.731127,Q700311
1,1583-10-05,1583-10-05,Arrifama de Santa Maria,Arrifama de Santa Maria,,,Arrifama de Santa Maria,,,,Portugal,,,,,,,,,,,,,
1,1700-10-01,1700-10-01,Arrifana de Besteiros,"Arrifana, Campo de Besteiros, Tondela, Viseu",,2742680,Arrifana,Campo de Besteiros,Tondela,Viseu,Portugal,,40.95736,-8.09037,PRT.20.3.3_1,Cabril,3.0,PRT.20.3_1,"Arrifana, Cabril, Castro Daire, Viseu",Arrifana,geonames-pt,15.0,2024-11-10 14:52:32.579673,*notfound*
1,1647-10-14,1647-10-14,Arrifana de Santa Maria da Feira,Arrifana de Santa Maria da Feira,,,Arrifana de Santa Maria da Feira,,,,Portugal,,,,,,,,,,,,,
1,1645-10-16,1645-10-16,Arrifana de Santa Maria de Feira,Arrifana de Santa Maria de Feira,,,Arrifana de Santa Maria de Feira,,,,Portugal,,,,,,,,,,,,,
1,1743-01-13,1743-01-13,"Arrifana de Santa Maria, Manhouce","Arrifana de Santa Maria, Manhouce",,,Arrifana de Santa Maria,Manhouce,,,Portugal,,,,,,,,,,,,,
1,1765-12-01,1765-12-01,"Arrifana de Santa Maria, Vila da Faia","Arrifana de Santa Maria, Vila da Faia",,,Arrifana de Santa Maria,Vila da Faia,,,Portugal,,,,,,,,,,,,,
1,1644-10-20,1644-10-20,Arrifana de Santiago Novo,Arrifana de Santiago Novo,,,Arrifana de Santiago Novo,,,,Portugal,,,,,,,,,,,,,
1,1578-11-12,1578-11-12,"Arrifana de Sousa, Porto","Arrifana de Sousa, Porto",,2736469,Arrifana de Sousa,Porto,,,Portugal,,41.20835,-8.28285,PRT.15.11.24_1,Penafiel,3.0,PRT.15.11_1,"Arrifana de Sousa, Penafiel, Penafiel, Porto",Arrifana de Sousa,geonames-pt,15.0,2024-11-10 14:52:30.433018,Q49287885
1,1627-10-07,1627-10-07,Arrifana do Douro,Arrifana do Douro,,,Arrifana do Douro,,,,Portugal,,,,,,,,,,,,,
1,1734-10-01,1734-10-01,"Arrifana do Sousa, Penafiel","Arrifana do Sousa, Penafiel",,2736469,Arrifana do Sousa,Penafiel,,,Portugal,,41.20835,-8.28285,PRT.15.11.24_1,Penafiel,3.0,PRT.15.11_1,"Arrifana de Sousa, Penafiel, Penafiel, Porto",Arrifana de Sousa,geonames-pt,14.411764705882353,2024-11-10 14:52:32.680319,Q49287885
1,1795-10-23,1795-10-23,"Arrifana, Feira","Arrifana, Feira",,,Arrifana,Feira,,,Portugal,,,,,,,,,,,,,
1,1807-10-09,1807-10-09,"Arrifana, Leiria","Arrifana, Leiria",,,Arrifana,Leiria,,,Portugal,,,,,,,,,,,,,
1,1761-10-01,1761-10-01,"Arrifana, Poiares","Arrifana, Arrifana, Vila Nova de Poiares, Coimbra",,8011907,Arrifana,Arrifana,Vila Nova de Poiares,Coimbra,Portugal,,40.22172,-8.29248,PRT.7.17.1_1,Arrifana,3.0,PRT.7.17_1,"Arrifana, Arrifana, Vila Nova de Poiares, Coimbra",Arrifana,geonames-pt,35.0,2024-11-10 14:52:29.106057,Q699845
1,1587-10-05,1587-10-05,"Arrifana, Poiares, Ponte de Lima","Arrifana, Poiares, Ponte de Lima",,,Arrifana,Poiares,Ponte de Lima,,Portugal,,,,,,,,,,,,,
1,1648-10-15,1648-10-15,"Arrifana, Santa Maria da Feira","Arrifana, Santa Maria da Feira",,8010778,Arrifana,Santa Maria da Feira,,,Portugal,,40.91114,-8.50596,PRT.1.15.2_1,Arrifana,3.0,PRT.1.15_1,"Arrifana, Arrifana, Santa Maria da Feira, Aveiro",Arrifana,geonames-pt,20.0,2024-11-10 14:52:30.189808,Q4069891
1,1761-10-01,1761-10-01,"Arrimal, Porto de Mós","Arrimal, Porto de Mós",,8012419,Arrimal,Porto de Mós,,,Portugal,,39.50033,-8.87954,PRT.11.16.4_1,Arrimal,3.0,PRT.11.16_1,"Arrimal, Arrimal, Porto de Mós, Leiria",Arrimal,geonames-pt,20.0,2024-11-10 14:52:29.650485,Q699924
1,1862-10-10,1862-10-10,Arrochela,Arrochela,,,Arrochela,,,,Portugal,,,,,,,,,,,,,
1,1702-10-01,1702-10-01,Arrois,Arrois,,,Arrois,,,,Portugal,,,,,,,,,,,,,
1,1682-10-01,1682-10-01,"Arronches, Castelo de Vide","Arronches, Castelo de Vide",,,Arronches,Castelo de Vide,,,Portugal,,,,,,,,,,,,,
1,1801-10-16,1801-10-16,"Arronches, Protalegre","Arronches, Protalegre",,2271448,Arronches,Protalegre,,,Portugal,,39.12242,-7.28619,PRT.14.2.1_1,Assunção,3.0,PRT.14.2_1,"Arronches, Assunção, Arronches, Portalegre",Arronches,geonames-pt,19.5,2024-11-10 14:52:30.266472,Q700311
1,1816-10-31,1816-10-31,"Arruda, Ribatejo","Arruda, Ribatejo",,,Arruda,Ribatejo,,,Portugal,,,,,,,,,,,,,
1,1768-10-01,1768-10-01,"Arruda, Santarém","Arruda, Santarém",,,Arruda,Santarém,,,Portugal,,,,,,,,,,,,,
1,1614-10-15,1614-10-15,"Arruda, Tomar","Arruda, Tomar",,,Arruda,Tomar,,,Portugal,,,,,,,,,,,,,
1,1754-01-13,1754-01-13,Arruela,Arruela,,,Arruela,,,,Portugal,,,,,,,,,,,,,
1,1694-10-01,1694-10-01,Artuzede,Artuzede,,,Artuzede,,,,Portugal,,,,,,,,,,,,,
1,1770-10-01,1770-10-01,Arvanhados,Arvanhados,,,Arvanhados,,,,Portugal,,,,,,,,,,,,,
1,1763-10-01,1763-10-01,"Arês, Porto","Arês, Porto",,,Arês,Porto,,,Portugal,,,,,,,,,,,,,
1,1760-10-01,1760-10-01,"Arões, Cambra","Arões, Cambra",,,Arões,Cambra,,,Portugal,,,,,,,,,,,,,
1,1693-10-01,1693-10-01,Assaforge,Assaforge,,,Assaforge,,,,Portugal,,,,,,,,,,,,,
1,1742-10-01,1742-10-01,Asseiceira Grande,Asseiceira Grande,,2271420,Asseiceira Grande,,,,Portugal,,38.9415,-9.22909,PRT.12.10.16_1,Venda do Pinheiro,3.0,PRT.12.10_1,"Asseiceira Grande, Venda do Pinheiro, Mafra, Lisboa",Asseiceira Grande,geonames-pt,10.0,2024-11-10 14:52:33.259562,*notfound*
1,1808-10-16,1808-10-16,Assentis,Assentis,,,Assentis,,,,Portugal,,,,,,,,,,,,,
1,1820-06-15,1820-06-15,"Assento da Cumieira, Vila Real","Assento da Cumieira, Vila Real",,,Assento da Cumieira,Vila Real,,,Portugal,,,,,,,,,,,,,
1,1817-10-31,1817-10-31,Assento de Cumieira,Assento de Cumieira,,,Assento de Cumieira,,,,Portugal,,,,,,,,,,,,,
1,1815-10-09,1815-10-09,Assento de Fafe,Assento de Fafe,,,Assento de Fafe,,,,Portugal,,,,,,,,,,,,,
1,1796-10-05,1796-10-05,"Assento, Cumieira","Assento, Cumieira",,2742643,Assento,Cumieira,,,Portugal,,41.25596,-7.77069,PRT.19.11.2_1,Cumieira,3.0,PRT.19.11_1,"Assento, Cumieira, Santa Marta de Penaguião, Vila Real",Assento,geonames-pt,15.0,2024-11-10 14:52:32.514773,*notfound*
1,1776-00-00,1776-00-00,"Assento, Guimarães","Assento, Guimarães",,2742642,Assento,Guimarães,,,Portugal,,41.48379,-8.2594,PRT.4.8.58_1,São Torcato,3.0,PRT.4.8_1,"Assento, São Torcato, Guimarães, Braga",Assento,geonames-pt,15.0,2024-11-10 14:52:32.525307,*notfound*
1,1712-10-01,1712-10-01,Assequins de Águeda,Assequins de Águeda,,,Assequins de Águeda,,,,Portugal,,,,,,,,,,,,,
1,1770-06-13,1770-06-13,Assoreira,Assoreira,,,Assoreira,,,,Portugal,,,,,,,,,,,,,
1,1756-10-01,1756-10-01,Assureira,Assureira,,,Assureira,,,,Portugal,,,,,,,,,,,,,
1,1726-11-04,1726-11-04,Astúrias,Astúrias,,,Astúrias,,,,Portugal,,,,,,,,,,,,,
1,1727-11-01,1727-11-01,"Astúrias, Espanha","Astúrias, Espanha",,,Astúrias,,,,Espanha,,,,,,,,,,,,,
1,1885-07-18,1885-07-18,Atadoa,Atadoa,,2742633,Atadoa,,,,Portugal,,40.1084,-8.47847,PRT.7.4.5_1,Condeixa-a-Velha,3.0,PRT.7.4_1,"Atadoa, Condeixa-a-Velha, Condeixa-a-Nova, Coimbra",Atadoa,geonames-pt,10.0,2024-11-10 14:52:33.260550,*notfound*
