gml_id,text,sourceOfNa
PT.GN.117464,Cruzeiro,DGT
PT.GN.117465,Paredes,DGT
PT.GN.117466,Lamela,DGT
PT.GN.117467,Barranhas,DGT
PT.GN.117468,Noura,DGT
PT.GN.117469,Penço de Cima,DGT
PT.GN.117470,Igreja,DGT
PT.GN.117471,Pombal,DGT
PT.GN.117472,Cimo de Vila,DGT
PT.GN.117473,Riba de Ave,DGT
PT.GN.117474,Cancela da Pedreira,DGT
PT.GN.117475,Paraiso,DGT
PT.GN.117476,Gandra,DGT
PT.GN.117477,Igreja,DGT
PT.GN.117478,Monte,DGT
PT.GN.117479,Silvas,DGT
PT.GN.117480,Reguenga/Castelo,DGT
PT.GN.117481,Santa Marinha,DGT
PT.GN.117482,Quintã,DGT
PT.GN.117483,Vilares de Vilariça,DGT
PT.GN.117484,Paços,DGT
PT.GN.117485,Cadaval,DGT
PT.GN.117486,Casais,DGT
PT.GN.117487,Arcozelo,DGT
PT.GN.117488,São Simão,DGT
PT.GN.117489,Vinha,DGT
PT.GN.117490,Outeiro,DGT
PT.GN.117491,Alminhas,DGT
PT.GN.117492,Agrinha,DGT
PT.GN.117493,Vela,DGT
PT.GN.117494,Igreja,DGT
PT.GN.117495,Paraiso,DGT
PT.GN.117496,Assento,DGT
PT.GN.117497,Mondim de Basto,DGT
PT.GN.117498,Carril,DGT
PT.GN.117499,Travanca,DGT
PT.GN.117500,Calvário,DGT
PT.GN.117501,Sobrado,DGT
PT.GN.117502,Sestêlo,DGT
PT.GN.117503,Nomães,DGT
PT.GN.117504,Tapada,DGT
PT.GN.117505,Borba,DGT
PT.GN.117506,Soutelo,DGT
PT.GN.117507,Uveiras,DGT
PT.GN.117508,Amorim de Cima,DGT
PT.GN.117509,Quintão,DGT
PT.GN.117510,Agra,DGT
PT.GN.117511,Chã de Ribeiras,DGT
PT.GN.117512,Valverde da Gestosa,DGT
PT.GN.117513,Sendim,DGT
PT.GN.117514,Vale de Sancha,DGT
PT.GN.117515,Serzedelo,DGT
PT.GN.117516,Fiolhoso,DGT
PT.GN.117517,Fraião,DGT
PT.GN.117518,Vinha Nova,DGT
PT.GN.117519,Ortezedo,DGT
PT.GN.117520,Pedreira,DGT
PT.GN.117521,Portela,DGT
PT.GN.117522,Avidagos,DGT
PT.GN.117523,Vila Nova de Famalicão,DGT
PT.GN.117524,Casal,DGT
PT.GN.117525,Murça,DGT
PT.GN.117526,Pedra Lara,DGT
PT.GN.117527,São Martinho,DGT
PT.GN.117528,Moldes,DGT
PT.GN.117529,Vila Pouca,DGT
PT.GN.117530,Formalha,DGT
PT.GN.117531,Igreja,DGT
PT.GN.117532,Mato de Cima,DGT
PT.GN.117533,Ribeiras,DGT
PT.GN.117534,Cadilhe,DGT
PT.GN.117535,Cimo de Oliveira,DGT
PT.GN.117536,Lordelo,DGT
PT.GN.117537,Berrega,DGT
PT.GN.117538,Telha,DGT
PT.GN.117539,Outeiro da Figueira,DGT
PT.GN.117540,Salgueirinhos,DGT
PT.GN.117541,Talhos,DGT
PT.GN.117542,Mandim,DGT
PT.GN.117543,Ninães,DGT
PT.GN.117544,Serra,DGT
PT.GN.117545,Agra Maior,DGT
PT.GN.117546,Pé do Monte,DGT
PT.GN.117547,Corte Real,DGT
PT.GN.117548,Fortuinhos,DGT
PT.GN.117549,São Cristovão,DGT
PT.GN.117550,Pereira,DGT
PT.GN.117551,Gemunde,DGT
PT.GN.117552,Devesa Escura,DGT
PT.GN.117553,Gorgulhão,DGT
PT.GN.117554,Sambade,DGT
PT.GN.117555,Boucinha,DGT
PT.GN.117556,Travassos,DGT
PT.GN.117557,Almorode,DGT
PT.GN.117558,Bacelos,DGT
PT.GN.117559,Varziela,DGT
PT.GN.117560,Montinho,DGT
PT.GN.117561,Vilar,DGT
PT.GN.117562,Carva,DGT
PT.GN.117563,Quintã,DGT
PT.GN.117564,Monte,DGT
PT.GN.117565,Monte dos Combros,DGT
PT.GN.117566,Portela,DGT
PT.GN.117567,São Salvador,DGT
PT.GN.117568,Pedroso,DGT
PT.GN.117569,Anta,DGT
PT.GN.117570,Fontainhas,DGT
PT.GN.117571,Gestrins,DGT
PT.GN.117572,Pedral,DGT
PT.GN.117573,Picote,DGT
PT.GN.117574,Bairro do Sol,DGT
PT.GN.117575,Breia,DGT
PT.GN.117576,Valinha,DGT
PT.GN.117577,Penelas,DGT
PT.GN.117578,Frechas,DGT
PT.GN.117579,Vila Mende,DGT
PT.GN.117580,Fonte de Éguas,DGT
PT.GN.117581,Rego,DGT
PT.GN.117582,Pedra Vedra,DGT
PT.GN.117583,Portela,DGT
PT.GN.117584,Sorrego,DGT
PT.GN.117585,Passô,DGT
PT.GN.117586,Sejães,DGT
PT.GN.117587,Vilares,DGT
PT.GN.117588,Reparade,DGT
PT.GN.117589,São Pedro de Rates,DGT
PT.GN.117590,Carrasqueira,DGT
PT.GN.117591,Moinho/Sol,DGT
PT.GN.117592,Servécia,DGT
PT.GN.117593,Trovoada,DGT
PT.GN.117594,Granja,DGT
PT.GN.117595,Vila do Coronado,DGT
PT.GN.117596,Pinhal,DGT
PT.GN.117597,Outeiro,DGT
PT.GN.117598,Peredo de Bemposta,DGT
PT.GN.117599,Arrabães,DGT
PT.GN.117600,Agrela,DGT
PT.GN.117601,Castelo Branco,DGT
PT.GN.117602,Formigal,DGT
PT.GN.117603,Pisão,DGT
PT.GN.117604,Cheires,DGT
PT.GN.117605,Moreiró,DGT
PT.GN.117606,Zedes,DGT
PT.GN.117607,Estrada,DGT
PT.GN.117608,Frariz,DGT
PT.GN.117609,Outeiro,DGT
PT.GN.117610,Coutada,DGT
PT.GN.117611,Mó,DGT
PT.GN.117612,Assento,DGT
PT.GN.117613,Laraias e Montinho,DGT
PT.GN.117614,Viariz da Poça,DGT
PT.GN.117615,Casal,DGT
PT.GN.117616,Presandães,DGT
PT.GN.117617,Soutelo,DGT
PT.GN.117618,Freamunde,DGT
PT.GN.117619,Pombal de Ansiães,DGT
PT.GN.117620,Outeiro,DGT
PT.GN.117621,Parada,DGT
PT.GN.117622,Portas e Queimadas,DGT
PT.GN.117623,Soutelo,DGT
PT.GN.117624,Rosa,DGT
PT.GN.117625,Modivas de Baixo / Estação,DGT
PT.GN.117626,Ribas,DGT
PT.GN.117627,Louredo,DGT
PT.GN.117628,Outeiral,DGT
PT.GN.117629,Vendas,DGT
PT.GN.117630,Freixo,DGT
PT.GN.117631,Cimo de Vila,DGT
PT.GN.117632,Trindade,DGT
PT.GN.117633,Vale de Nogueiras,DGT
PT.GN.117634,Cancela Nova,DGT
PT.GN.117635,Eiró,DGT
PT.GN.117636,Carrapata,DGT
PT.GN.117637,Sanfins do Douro,DGT
PT.GN.117638,Rechão,DGT
PT.GN.117639,Fonte e Passos,DGT
PT.GN.117640,Outeiro de Vila,DGT
PT.GN.117641,Souto Maior,DGT
PT.GN.117642,Igreja,DGT
PT.GN.117643,Senhora Aparecida,DGT
PT.GN.117644,Cacãis,DGT
PT.GN.117645,Carro Queimado,DGT
PT.GN.117646,Rindo,DGT
PT.GN.117647,Facho,DGT
PT.GN.117648,Cerejais,DGT
PT.GN.117649,Lavandeira,DGT
PT.GN.117650,Estrada,DGT
PT.GN.117651,Lage,DGT
PT.GN.117652,Carvalhosa,DGT
PT.GN.117653,Rio da Igreja,DGT
PT.GN.117654,Vila Real,DGT
PT.GN.117655,Pinhal do Norte,DGT
PT.GN.117656,Vila Boa,DGT
PT.GN.117657,Escola,DGT
PT.GN.117658,Valverde,DGT
PT.GN.117659,Gândara,DGT
PT.GN.117660,Ludares,DGT
PT.GN.117661,Padrão,DGT
PT.GN.117662,Berrossos,DGT
PT.GN.117663,Pêpe,DGT
PT.GN.117664,Ribeiro,DGT
PT.GN.117665,Fonte Nova,DGT
PT.GN.117666,Quereledo,DGT
PT.GN.117667,Silvares,DGT
PT.GN.117668,Paraíso,DGT
PT.GN.117669,Mouta,DGT
PT.GN.117670,São Sebastião,DGT
PT.GN.117671,Igreja,DGT
PT.GN.117672,Sampaio,DGT
PT.GN.117673,Vale de Porco,DGT
PT.GN.117674,Souto do Gago,DGT
PT.GN.117675,Vilares,DGT
PT.GN.117676,Raposeira,DGT
PT.GN.117677,Quintão,DGT
PT.GN.117678,Fundo de Vila,DGT
PT.GN.117679,Aveçãozinho,DGT
PT.GN.117680,Areias,DGT
PT.GN.117681,Sobreiros,DGT
PT.GN.117682,Santo Estêvão,DGT
PT.GN.117683,Prachã,DGT
PT.GN.117684,Lagarteira,DGT
PT.GN.117685,Cortinhas,DGT
PT.GN.117686,São Roque,DGT
PT.GN.117687,Rocha,DGT
PT.GN.117688,Taipa,DGT
PT.GN.117689,Casais,DGT
PT.GN.117690,Facho,DGT
PT.GN.117691,Gião do Meio,DGT
PT.GN.117692,Fermil,DGT
PT.GN.117693,Vermoim,DGT
PT.GN.117694,Burgal,DGT
PT.GN.117695,Barreiro e Outeiro da Eira,DGT
PT.GN.117696,Hortal,DGT
PT.GN.117697,Lugar de Cima,DGT
PT.GN.117698,Gião de Cima,DGT
PT.GN.117699,Paço,DGT
PT.GN.117700,Fonte,DGT
PT.GN.117701,Aldeia,DGT
PT.GN.117702,Quintã de Cima,DGT
PT.GN.117703,Costa,DGT
PT.GN.117704,Cidoi,DGT
PT.GN.117705,Covelo,DGT
PT.GN.117706,Vila Flor,DGT
PT.GN.117707,Areia,DGT
PT.GN.117708,Serrinha,DGT
PT.GN.117709,Laje,DGT
PT.GN.117710,Igreja,DGT
PT.GN.117711,Castelões,DGT
PT.GN.117712,Pardelhas,DGT
PT.GN.117713,Groute,DGT
PT.GN.117714,Lemendo,DGT
PT.GN.117715,Lantemil,DGT
PT.GN.117716,Ponte Nova e Crasto,DGT
PT.GN.117717,Alto da Lixa,DGT
PT.GN.117718,Pena do Amigo,DGT
PT.GN.117719,São Lourenço de Riba Pinhão,DGT
PT.GN.117720,Arrabalde,DGT
PT.GN.117721,Bouça,DGT
PT.GN.117722,Pinheiro,DGT
PT.GN.117723,Souto da Sapateira,DGT
PT.GN.117724,Estrada Nacional,DGT
PT.GN.117725,Paredes/Moimenta,DGT
PT.GN.117726,Monte Córdova de Baixo,DGT
PT.GN.117727,Samões,DGT
PT.GN.117728,Farilhe,DGT
PT.GN.117729,Carvalhido,DGT
PT.GN.117730,Santa Luzia,DGT
PT.GN.117731,Freixiel,DGT
PT.GN.117732,Cedões,DGT
PT.GN.117733,Caches,DGT
PT.GN.117734,Quinchães,DGT
PT.GN.117735,Alfarves,DGT
PT.GN.117736,Varge,DGT
PT.GN.117737,Cerro,DGT
PT.GN.117738,Ponte,DGT
PT.GN.117739,Carlão,DGT
PT.GN.117740,Gândara,DGT
PT.GN.117741,Tresval,DGT
PT.GN.117742,Rendo,DGT
PT.GN.117743,Cumieira,DGT
PT.GN.117744,Roios,DGT
PT.GN.117745,Costada,DGT
PT.GN.117746,Carreira de Tiro,DGT
PT.GN.117747,Outeiro,DGT
PT.GN.117748,Meroucinhos,DGT
PT.GN.117749,Barreiras,DGT
PT.GN.117750,Alvites,DGT
PT.GN.117751,São Gonçalo,DGT
PT.GN.117752,Vinha,DGT
PT.GN.117753,Barrosas,DGT
PT.GN.117754,Espinheiros,DGT
PT.GN.117755,Cruz,DGT
PT.GN.117756,Bemposta,DGT
PT.GN.117757,Cruz Nova,DGT
PT.GN.117758,Chamistães,DGT
PT.GN.117759,Ribas,DGT
PT.GN.117760,Lixa,DGT
PT.GN.117761,Vilar de Maçada,DGT
PT.GN.117762,Real de Baixo,DGT
PT.GN.117763,Vila Chã,DGT
PT.GN.117764,Póvoa,DGT
PT.GN.117765,Crasto,DGT
PT.GN.117766,Chã,DGT
PT.GN.117767,Zava,DGT
PT.GN.117768,Cidai,DGT
PT.GN.117769,Vila Verde,DGT
PT.GN.117770,Abobeleira,DGT
PT.GN.117771,Bairros,DGT
PT.GN.117772,Borbela,DGT
PT.GN.117773,Vila Seca,DGT
PT.GN.117774,Tó,DGT
PT.GN.117775,Picoto,DGT
PT.GN.117776,Codeçais,DGT
PT.GN.117777,Longra,DGT
PT.GN.117778,Areia,DGT
PT.GN.117779,Lamares,DGT
PT.GN.117780,Padrão,DGT
PT.GN.117781,Madalena,DGT
PT.GN.117782,Covilhã,DGT
PT.GN.117783,Aldeia Nova,DGT
PT.GN.117784,Varziela,DGT
PT.GN.117785,Vairão,DGT
PT.GN.117786,Maganha,DGT
PT.GN.117787,Francelos,DGT
PT.GN.117788,Trofa,DGT
PT.GN.117789,Bicho,DGT
PT.GN.117790,São Mamede,DGT
PT.GN.117791,São Roque,DGT
PT.GN.117792,Agra,DGT
PT.GN.117793,Parada de Pinhão,DGT
PT.GN.117794,Samoça,DGT
PT.GN.117795,Outeiro,DGT
PT.GN.117796,Igreja,DGT
PT.GN.117797,Azevedo,DGT
PT.GN.117798,Guarda,DGT
PT.GN.117799,Jorjais,DGT
PT.GN.117800,Algoso,DGT
PT.GN.117801,Ribeira,DGT
PT.GN.117802,Duas Igrejas,DGT
PT.GN.117803,Barrimau,DGT
PT.GN.117804,Assento,DGT
PT.GN.117805,Vilar,DGT
PT.GN.117806,Pedrosas,DGT
PT.GN.117807,Arco de Baúlhe,DGT
PT.GN.117808,Apúlia,DGT
PT.GN.117809,Gatão e Bouçó,DGT
PT.GN.117810,Bairro e Crasto,DGT
PT.GN.117811,Bairro e Madalena,DGT
PT.GN.117812,Silgueiros,DGT
PT.GN.117813,Devesa,DGT
PT.GN.117814,Rossas,DGT
PT.GN.117815,Galinhela,DGT
PT.GN.117816,Monte das Cruzes,DGT
PT.GN.117817,Camboso e Devesa,DGT
PT.GN.117818,Olela,DGT
PT.GN.117819,Assento,DGT
PT.GN.117820,Águas Santas,DGT
PT.GN.117821,Além do Rio,DGT
PT.GN.117822,Mirandela,DGT
PT.GN.117823,Viso,DGT
PT.GN.117824,Formoselos,DGT
PT.GN.117825,Vilela,DGT
PT.GN.117826,Paranho,DGT
PT.GN.117827,Costa,DGT
PT.GN.117828,Águas Vivas,DGT
PT.GN.117829,Monte Real,DGT
PT.GN.117830,Vizela,DGT
PT.GN.117831,Caldelas das Taipas,DGT
PT.GN.117832,Cércio,DGT
PT.GN.117833,Igreja,DGT
PT.GN.117834,Venda Nova,DGT
PT.GN.117835,Aldeia,DGT
PT.GN.117836,Talhos,DGT
PT.GN.117837,Casinhas,DGT
PT.GN.117838,Varziela,DGT
PT.GN.117839,Lordelo e Torgais,DGT
PT.GN.117840,Vale de Madeiro,DGT
PT.GN.117841,Cabo de Vila/Soutelo,DGT
PT.GN.117842,Capela,DGT
PT.GN.117843,Olmos,DGT
PT.GN.117844,Gaias,DGT
PT.GN.117845,Paredes do Alvão,DGT
PT.GN.117846,Cimo de Vila,DGT
PT.GN.117847,Igreja,DGT
PT.GN.117848,Marco,DGT
PT.GN.117849,Freixo e Senra,DGT
PT.GN.117850,Lameiros,DGT
PT.GN.117851,Ribeiro do Arco,DGT
PT.GN.117852,Cardal,DGT
PT.GN.117853,Suçães,DGT
PT.GN.117854,Buenos Aires,DGT
PT.GN.117855,Agra,DGT
PT.GN.117856,Morais,DGT
PT.GN.117857,São Pedro de Veiga de Lila,DGT
PT.GN.117858,Macada,DGT
PT.GN.117859,Paçô,DGT
PT.GN.117860,Talhas,DGT
PT.GN.117861,Quintães,DGT
PT.GN.117862,Pontes,DGT
PT.GN.117863,Assento,DGT
PT.GN.117864,Matelinho,DGT
PT.GN.117865,Outeiro,DGT
PT.GN.117866,Rio de Moinhos,DGT
PT.GN.117867,Requeixo,DGT
PT.GN.117868,Igreja,DGT
PT.GN.117869,Rebordões,DGT
PT.GN.117870,Pinheiro,DGT
PT.GN.117871,Carcavelos,DGT
PT.GN.117872,Vila Pouca de Aguiar,DGT
PT.GN.117873,Fundo de Vila,DGT
PT.GN.117874,Ossada,DGT
PT.GN.117875,Balão,DGT
PT.GN.117876,Pontegãos,DGT
PT.GN.117877,Cruz,DGT
PT.GN.117878,São Martinho,DGT
PT.GN.117879,Miranda do Douro,DGT
PT.GN.117880,Lixa do Alvão,DGT
PT.GN.117881,Estrada,DGT
PT.GN.117882,Outeiro,DGT
PT.GN.117883,Cavez,DGT
PT.GN.117884,Outeirinho,DGT
PT.GN.117885,Agra/Portôa,DGT
PT.GN.117886,Treseste,DGT
PT.GN.117887,Regadas,DGT
PT.GN.117888,Crujães,DGT
PT.GN.117889,Cancela,DGT
PT.GN.117890,Real,DGT
PT.GN.117891,Alapela,DGT
PT.GN.117892,Presa,DGT
PT.GN.117893,Costa,DGT
PT.GN.117894,Monte Novo,DGT
PT.GN.117895,Várzea Cova,DGT
PT.GN.117896,Mota,DGT
PT.GN.117897,Ribeira,DGT
PT.GN.117898,Monte do Paço,DGT
PT.GN.117899,Monte de Cima,DGT
PT.GN.117900,Boucinhas,DGT
PT.GN.117901,Sobreira,DGT
PT.GN.117902,São Miguel,DGT
PT.GN.117903,Escola,DGT
PT.GN.117904,Rechã,DGT
PT.GN.117905,Picoto,DGT
PT.GN.117906,Pinheiro,DGT
PT.GN.117907,Pereira,DGT
PT.GN.117908,Paço,DGT
PT.GN.117909,Cruzes,DGT
PT.GN.117910,Fão,DGT
PT.GN.117911,Monte do Fráz,DGT
PT.GN.117912,Boadela,DGT
PT.GN.117913,Bairro,DGT
PT.GN.117914,Monte,DGT
PT.GN.117915,Macedo de Cavaleiros,DGT
PT.GN.117916,Vila Seca,DGT
PT.GN.117917,Cabeceiras de Basto,DGT
PT.GN.117918,Fojos,DGT
PT.GN.117919,Monte de Baixo,DGT
PT.GN.117920,São Paio,DGT
PT.GN.117921,Além do Rio,DGT
PT.GN.117922,Vila Nova das Patas,DGT
PT.GN.117923,Boavista,DGT
PT.GN.117924,Quintães,DGT
PT.GN.117925,Paneladas,DGT
PT.GN.117926,Freita,DGT
PT.GN.117927,Cal de Campos,DGT
PT.GN.117928,Barreiro,DGT
PT.GN.117929,Covelo,DGT
PT.GN.117930,Galos,DGT
PT.GN.117931,Escarei,DGT
PT.GN.117932,Lavandeira,DGT
PT.GN.117933,Vila Chã,DGT
PT.GN.117934,Aldeia,DGT
PT.GN.117935,Monte,DGT
PT.GN.117936,Quintão e Trigais,DGT
PT.GN.117937,Assento,DGT
PT.GN.117938,Matela,DGT
PT.GN.117939,Esqueiro,DGT
PT.GN.117940,Nozedo,DGT
PT.GN.117941,Porto Carreiro,DGT
PT.GN.117942,Aldeia,DGT
PT.GN.117943,Carvalhais,DGT
PT.GN.117944,Gaião,DGT
PT.GN.117945,Estrada,DGT
PT.GN.117946,Costoias,DGT
PT.GN.117947,Igreja,DGT
PT.GN.117948,Louredo,DGT
PT.GN.117949,Eixes,DGT
PT.GN.117950,Pensal,DGT
PT.GN.117951,Aldonça,DGT
PT.GN.117952,Correia,DGT
PT.GN.117953,Felgueiras,DGT
PT.GN.117954,Descampado,DGT
PT.GN.117955,Pedrais,DGT
PT.GN.117956,Arosa,DGT
PT.GN.117957,Lagoa,DGT
PT.GN.117958,Vilar de Ledra,DGT
PT.GN.117959,Reboriça,DGT
PT.GN.117960,Carrapatas,DGT
PT.GN.117961,Bouça da Lage,DGT
PT.GN.117962,Travessas,DGT
PT.GN.117963,Santães,DGT
PT.GN.117964,Quinta da Mata,DGT
PT.GN.117965,Veiga de Lila,DGT
PT.GN.117966,Carvalhal,DGT
PT.GN.117967,Entroncamento,DGT
PT.GN.117968,Lage,DGT
PT.GN.117969,Cruz do Muro,DGT
PT.GN.117970,Cortiços,DGT
PT.GN.117971,Ribeira de Pena,DGT
PT.GN.117972,Airó de Cima,DGT
PT.GN.117973,Pena,DGT
PT.GN.117974,Pena,DGT
PT.GN.117975,Mereces,DGT
PT.GN.117976,Silva,DGT
PT.GN.117977,Gandra,DGT
PT.GN.117978,Cachada,DGT
PT.GN.117979,Alconchel,DGT
PT.GN.117980,Portelo do Lobo,DGT
PT.GN.117981,Outeiro,DGT
PT.GN.117982,Azevedo,DGT
PT.GN.117983,Calvário,DGT
PT.GN.117984,Pinheiro,DGT
PT.GN.117985,Souto,DGT
PT.GN.117986,Chacim,DGT
PT.GN.117987,Souto,DGT
PT.GN.117988,Monte,DGT
PT.GN.117989,Braga,DGT
PT.GN.117990,Moimenta,DGT
PT.GN.117991,Igreja,DGT
PT.GN.117992,Vessadas,DGT
PT.GN.117993,Painzela,DGT
PT.GN.117994,Moinhos,DGT
PT.GN.117995,Igreja,DGT
PT.GN.117996,Redufe,DGT
PT.GN.117997,Fonte,DGT
PT.GN.117998,Casqueira,DGT
PT.GN.117999,Pedreira,DGT
PT.GN.118000,Vila Meã,DGT
PT.GN.118001,Bouça,DGT
PT.GN.118002,Riquinha,DGT
PT.GN.118003,Terreiros,DGT
PT.GN.118004,Igreja,DGT
PT.GN.118005,Freixieiro,DGT
PT.GN.118006,Monte,DGT
PT.GN.118007,Cruzeiro,DGT
PT.GN.118008,Cárcova,DGT
PT.GN.118009,Paço Velho,DGT
PT.GN.118010,Barreiros,DGT
PT.GN.118011,Breia,DGT
PT.GN.118012,Carvalhão,DGT
PT.GN.118013,Vila Nova,DGT
PT.GN.118014,Baloutas,DGT
PT.GN.118015,Bastelo,DGT
PT.GN.118016,Limãos,DGT
PT.GN.118017,Capucha,DGT
PT.GN.118018,Lubagueira,DGT
PT.GN.118019,Assento,DGT
PT.GN.118020,Costa,DGT
PT.GN.118021,Alívio,DGT
PT.GN.118022,Vilar,DGT
PT.GN.118023,Vale de Couce,DGT
PT.GN.118024,Assento,DGT
PT.GN.118025,Monte,DGT
PT.GN.118026,Fonte do Milho,DGT
PT.GN.118027,Sacota,DGT
PT.GN.118028,Boucinha,DGT
PT.GN.118029,Barcelos,DGT
PT.GN.118030,Visos,DGT
PT.GN.118031,Caldas,DGT
PT.GN.118032,Igreja,DGT
PT.GN.118033,Campo de Viboras,DGT
PT.GN.118034,Pontes,DGT
PT.GN.118035,Eira D'Ana,DGT
PT.GN.118036,Barral,DGT
PT.GN.118037,Pedras Salgadas,DGT
PT.GN.118038,Queimado,DGT
PT.GN.118039,Vale de Juncal,DGT
PT.GN.118040,Venda,DGT
PT.GN.118041,Barreiras,DGT
PT.GN.118042,Rio Douro,DGT
PT.GN.118043,Banho,DGT
PT.GN.118044,Vilar Seco,DGT
PT.GN.118045,Salgueiros,DGT
PT.GN.118046,Contins,DGT
PT.GN.118047,Cabanes,DGT
PT.GN.118048,Balteiro,DGT
PT.GN.118049,Samo,DGT
PT.GN.118050,Esperança,DGT
PT.GN.118051,Martim de Além,DGT
PT.GN.118052,Carregal,DGT
PT.GN.118053,Fraião,DGT
PT.GN.118054,Bragadas,DGT
PT.GN.118055,Gralhós,DGT
PT.GN.118056,Outeiro,DGT
PT.GN.118057,Santo Aleixo de Além Tâmega,DGT
PT.GN.118058,Ventosa,DGT
PT.GN.118059,Barreiro,DGT
PT.GN.118060,Aboim,DGT
PT.GN.118061,Faro,DGT
PT.GN.118062,Bornes de Aguiar,DGT
PT.GN.118063,Rebordochão,DGT
PT.GN.118064,Terroso,DGT
PT.GN.118065,Devesa,DGT
PT.GN.118066,Penedo,DGT
PT.GN.118067,Cachada,DGT
PT.GN.118068,Vieiros,DGT
PT.GN.118069,Vila Boa,DGT
PT.GN.118070,Santo André de Cima,DGT
PT.GN.118071,Várzeas,DGT
PT.GN.118072,Senra,DGT
PT.GN.118073,Fermil,DGT
PT.GN.118074,Palheiros,DGT
PT.GN.118075,Pousada,DGT
PT.GN.118076,Santo André de Baixo,DGT
PT.GN.118077,Póvoas,DGT
PT.GN.118078,Romãe,DGT
PT.GN.118079,Aldeia Nova,DGT
PT.GN.118080,Emboladoura,DGT
PT.GN.118081,Outeiro,DGT
PT.GN.118082,Além do Ribeiro,DGT
PT.GN.118083,Modeste,DGT
PT.GN.118084,Barradas,DGT
PT.GN.118085,Prelades,DGT
PT.GN.118086,Carreiro,DGT
PT.GN.118087,Outeiro Levado,DGT
PT.GN.118088,Regedouras,DGT
PT.GN.118089,Granjeiro,DGT
PT.GN.118090,Condado,DGT
PT.GN.118091,Herdade e Paredes,DGT
PT.GN.118092,Chamuscada,DGT
PT.GN.118093,Rio,DGT
PT.GN.118094,Sonhim,DGT
PT.GN.118095,São Martinho,DGT
PT.GN.118096,Retorta,DGT
PT.GN.118097,Passagem,DGT
PT.GN.118098,Areosa,DGT
PT.GN.118099,Espinhal,DGT
PT.GN.118100,Ançariz,DGT
PT.GN.118101,Pousada,DGT
PT.GN.118102,Basto,DGT
PT.GN.118103,Portela,DGT
PT.GN.118104,Aldeia,DGT
PT.GN.118105,Paço,DGT
PT.GN.118106,Burgueiros,DGT
PT.GN.118107,Franco,DGT
PT.GN.118108,Padredo,DGT
PT.GN.118109,Veigas,DGT
PT.GN.118110,Carvalhos,DGT
PT.GN.118111,Monte,DGT
PT.GN.118112,Gandra,DGT
PT.GN.118113,Outeiro,DGT
PT.GN.118114,São Romão,DGT
PT.GN.118115,Pevidém,DGT
PT.GN.118116,São Martinho do Peso,DGT
PT.GN.118117,Ronfe,DGT
PT.GN.118118,Carreira,DGT
PT.GN.118119,Peredo,DGT
PT.GN.118120,Carioca,DGT
PT.GN.118121,Vila Nova,DGT
PT.GN.118122,Vilares,DGT
PT.GN.118123,Nespereira,DGT
PT.GN.118124,Joane,DGT
PT.GN.118125,Pousada,DGT
PT.GN.118126,Vila Chã da Braciosa,DGT
PT.GN.118127,Aldeia Nova,DGT
PT.GN.118128,Assento,DGT
PT.GN.118129,Burgada,DGT
PT.GN.118130,Pica de Além,DGT
PT.GN.118131,Macieiro,DGT
PT.GN.118132,Penedo,DGT
PT.GN.118133,Arbonça,DGT
PT.GN.118134,Codixeira,DGT
PT.GN.118135,Espadelos,DGT
PT.GN.118136,Guimarães,DGT
PT.GN.118137,Pedroso,DGT
PT.GN.118138,Lameira,DGT
PT.GN.118139,Laúndos,DGT
PT.GN.118140,Santiago,DGT
PT.GN.118141,Soeima,DGT
PT.GN.118142,Gralheira,DGT
PT.GN.118143,Lamela,DGT
PT.GN.118144,Cilindro,DGT
PT.GN.118145,Outeiro,DGT
PT.GN.118146,Caravelas,DGT
PT.GN.118147,Pedrinha,DGT
PT.GN.118148,Levandeira,DGT
PT.GN.118149,Aldeia de Cima,DGT
PT.GN.118150,Mangualde e Porto Carreiro,DGT
PT.GN.118151,Souto,DGT
PT.GN.118152,Boavista,DGT
PT.GN.118153,Moldes,DGT
PT.GN.118154,Raposeira,DGT
PT.GN.118155,Paço Vieira,DGT
PT.GN.118156,Alfarela de Jales,DGT
PT.GN.118157,Monte do Louro,DGT
PT.GN.118158,Vila,DGT
PT.GN.118159,Carvalhal,DGT
PT.GN.118160,Pica,DGT
PT.GN.118161,Costeiras,DGT
PT.GN.118162,Gaia,DGT
PT.GN.118163,Granja e Seixosa,DGT
PT.GN.118164,Gavim,DGT
PT.GN.118165,Aldeia de Cima,DGT
PT.GN.118166,Outeiro,DGT
PT.GN.118167,Machuqueiras,DGT
PT.GN.118168,Outeiro,DGT
PT.GN.118169,Palmeira,DGT
PT.GN.118170,Ribeira de Além e Agras,DGT
PT.GN.118171,Docim,DGT
PT.GN.118172,Póvoa,DGT
PT.GN.118173,Aldeia Nova,DGT
PT.GN.118174,Lamas de Orelhão,DGT
PT.GN.118175,Ranha,DGT
PT.GN.118176,Fafe,DGT
PT.GN.118177,Águas Férreas,DGT
PT.GN.118178,Cerdeira,DGT
PT.GN.118179,Gebelim,DGT
PT.GN.118180,Ponte Nova,DGT
PT.GN.118181,Trandes,DGT
PT.GN.118182,Quintães,DGT
PT.GN.118183,Seara e Aldeia Nova,DGT
PT.GN.118184,Fonte de Aldeia,DGT
PT.GN.118185,Frinjo,DGT
PT.GN.118186,Povoação,DGT
PT.GN.118187,Grisel e Carvalha,DGT
PT.GN.118188,Baldoia,DGT
