count,date_min,date_max,naturalidade,normalizada
1,1665-10-01,1665-10-01,Francisco Monteiro,Francisco Monteiro
1,1687-10-01,1687-10-01,Francisco Simões,Francisco Simões
1,1784-10-20,1784-10-20,"Franco, Moncorvo","Franco, Moncorvo"
1,1788-06-10,1788-06-10,"Franco, Vila Real","Franco, Vila Real"
1,1852-10-15,1852-10-15,Fransinhal,Fransinhal
1,1861-10-02,1861-10-02,"Fransinhal, Vila Real","Fransinhal, Vila Real"
1,1756-01-19,1756-01-19,"França, Bragança","França, Bragança"
1,1763-10-01,1763-10-01,"Fratel, Vila Velha","Fratel, Vila Velha"
1,1747-10-01,1747-10-01,Fratél,Fratél
1,1754-10-01,1754-10-01,Fravanca,Fravanca
1,1801-10-17,1801-10-17,"Frazão, Penafiel","Frazão, Penafiel"
1,1871-06-03,1871-06-03,"Frazão, Porto","Frazão, Porto"
1,1577-10-29,1577-10-29,"Frechas, trancoso","Frechas, trancoso"
1,1719-10-01,1719-10-01,Frechâo,Frechâo
1,1770-10-01,1770-10-01,"Fregil, Lamego","Fregil, Lamego"
1,1703-02-18,1703-02-18,Freigin,Freigin
1,1765-10-01,1765-10-01,"Freigin, Santa Cruz","Freigin, Santa Cruz"
1,1763-10-01,1763-10-01,"Freijil, Lamego","Freijil, Lamego"
1,1907-10-11,1907-10-11,"Freira, Montemor-o-Velho","Freira, Montemor-o-Velho"
1,1730-10-01,1730-10-01,"Freires, Nossa Senhora da Benedita, Alcobaça","Freires, Nossa Senhora da Benedita, Alcobaça"
1,1909-10-14,1909-10-14,"Freitas, Fafe","Freitas, Fafe"
1,1748-10-01,1748-10-01,Freixadas,Freixadas
1,1764-10-01,1764-10-01,"Freixal do Meio, Matrículas nº 83, fl 354","Freixal do Meio, Matrículas nº 83, fl 354"
1,1880-10-15,1880-10-15,"Freixeda de Torrão, Guarda","Freixeda de Torrão, Guarda"
1,1736-10-01,1736-10-01,"Freixeda, Torrão","Freixeda, Torrão"
1,1837-10-31,1837-10-31,"Freixeda, Vila Real","Freixeda, Vila Real"
1,1795-10-30,1795-10-30,"Freixedas, Pinhel","Freixedas, Pinhel"
1,1867-10-14,1867-10-14,"Freixedo, Guarda","Freixedo, Guarda"
1,1707-10-31,1707-10-31,Freixedos,Freixedos
1,1641-02-08,1641-02-08,Freixeira do Torrão,Freixeira do Torrão
1,1707-10-24,1707-10-24,Freixendas ou Freixiandas,Freixendas ou Freixiandas
1,1766-10-01,1766-10-01,"Freixiadas, Leiria","Freixiadas, Leiria"
1,1793-10-31,1793-10-31,Freixial do Campo,Freixial do Campo
1,1759-01-10,1759-01-10,"Freixianda, Ourém","Freixianda, Ourém"
1,1765-10-01,1765-10-01,Freixieiro,Freixieiro
1,1706-12-04,1706-12-04,"Freixieiro do Carvalhal, Tapéus","Freixieiro do Carvalhal, Tapéus"
1,1755-10-01,1755-10-01,"Freixieiro, Basto","Freixieiro, Basto"
1,1653-11-18,1653-11-18,Freixinho de Fonte Arcada,Freixinho de Fonte Arcada
1,1762-12-15,1762-12-15,"Freixinho, Pinhel","Freixinho, Pinhel"
1,1857-10-12,1857-10-12,"Freixinho, Viseu","Freixinho, Viseu"
1,1768-10-01,1768-10-01,Freixo Numão,Freixo Numão
1,1592-10-12,1592-10-12,Freixo da Espada á Cinta,Freixo da Espada á Cinta
1,1734-10-26,1734-10-26,Freixo de Aguieira,Freixo de Aguieira
1,1676-10-01,1676-10-01,"Freixo de Baixo, Amarante","Freixo de Baixo, Amarante"
1,1880-10-15,1880-10-15,"Freixo de Cima, Porto","Freixo de Cima, Porto"
1,1855-05-19,1855-05-19,Freixo de Espada à Sintra,Freixo de Espada à Sintra
1,1642-05-23,1642-05-23,Freixo de Espada-a-cinta,Freixo de Espada-a-cinta
1,1709-12-07,1709-12-07,Freixo do Souto,Freixo do Souto
1,1870-10-04,1870-10-04,Freixo do Torrão,Freixo do Torrão
1,1815-10-09,1815-10-09,"Freixo, Coimbra","Freixo, Coimbra"
1,1885-11-27,1885-11-27,"Freixo, Guarda","Freixo, Guarda"
1,1765-10-01,1765-10-01,"Freixo, Leiria","Freixo, Leiria"
1,1782-10-30,1782-10-30,"Freixo, Lisboa","Freixo, Lisboa"
1,1737-10-01,1737-10-01,"Freixo, Lousã","Freixo, Lousã"
1,1751-10-01,1751-10-01,"Freixo, Mortágua","Freixo, Mortágua"
1,1756-10-01,1756-10-01,"Freixo, Serrazes","Freixo, Serrazes"
1,1595-10-17,1595-10-17,"Freixo, São Pedro do Sul","Freixo, São Pedro do Sul"
1,1800-10-13,1800-10-13,"Freixo, Tomar","Freixo, Tomar"
1,1761-10-01,1761-10-01,"Freixo, Tuias","Freixo, Tuias"
1,1580-04-28,1580-04-28,Freixomil,Freixomil
1,1726-10-31,1726-10-31,Freixosa,Freixosa
1,1899-10-14,1899-10-14,Frejim,Frejim
1,1769-07-14,1769-07-14,Fremelã,Fremelã
1,1691-01-21,1691-01-21,Freneda,Freneda
1,1765-10-01,1765-10-01,"Fresquinha, Barcelos","Fresquinha, Barcelos"
1,1770-07-04,1770-07-04,Fresta,Fresta
1,1744-10-30,1744-10-30,Frexial,Frexial
1,1764-10-01,1764-10-01,Friande,Friande
1,1895-10-11,1895-10-11,"Friande, Póvoa do Lanhoso","Friande, Póvoa do Lanhoso"
1,1633-07-08,1633-07-08,Friois,Friois
1,1697-10-01,1697-10-01,Friúmes,Friúmes
1,1792-10-30,1792-10-30,Frogosa,Frogosa
1,1844-10-31,1844-10-31,"Fronteira, Portalegre","Fronteira, Portalegre"
1,1744-10-01,1744-10-01,Frontilheiro,Frontilheiro
1,1892-10-15,1892-10-15,"Frossos, Albergaria-a-Velha","Frossos, Albergaria-a-Velha"
1,1894-10-13,1894-10-13,Frágoas,Frágoas
1,1767-10-01,1767-10-01,"Fundais, Barcelos","Fundais, Barcelos"
1,1834-10-31,1834-10-31,"Fundais, Viseu","Fundais, Viseu"
1,1749-01-14,1749-01-14,Funde Vila,Funde Vila
1,1559-10-01,1559-10-01,Fundo de Vila,Fundo de Vila
1,1839-10-25,1839-10-25,"Fundo de Vila, Braga","Fundo de Vila, Braga"
1,1757-10-01,1757-10-01,Funduais,Funduais
1,1842-10-31,1842-10-31,Funduais Viseu,Funduais Viseu
1,1811-10-23,1811-10-23,Fundães,Fundães
1,1826-10-11,1826-10-11,"Fundães?, Barcelos","Fundães?, Barcelos"
1,1738-10-01,1738-10-01,Fungal,Fungal
1,1738-10-01,1738-10-01,Fungalvas,Fungalvas
1,1745-10-01,1745-10-01,"Fungalvaz, Torres Vedras","Fungalvaz, Torres Vedras"
1,1751-10-01,1751-10-01,"Fânzeres, Penafiel","Fânzeres, Penafiel"
1,1853-10-13,1853-10-13,"Fão, Guarda","Fão, Guarda"
1,1753-10-01,1753-10-01,Félgar,Félgar
1,1747-10-01,1747-10-01,"Gafete, Crato","Gafete, Crato"
1,1883-10-15,1883-10-15,Gagos,Gagos
1,1802-10-22,1802-10-22,"Gaias, Guimarães","Gaias, Guimarães"
1,1765-10-01,1765-10-01,"Gaiate de Milheirós, Poiares","Gaiate de Milheirós, Poiares"
1,1853-10-22,1853-10-22,"Gaivão, Portalegre","Gaivão, Portalegre"
1,1732-05-26,1732-05-26,Galafreu,Galafreu
1,1840-10-30,1840-10-30,"Galafura, Vila Real","Galafura, Vila Real"
1,1721-10-30,1721-10-30,Galbia,Galbia
1,1768-10-01,1768-10-01,Galega,Galega
1,1736-10-01,1736-10-01,Galegos,Galegos
1,1795-10-29,1795-10-29,"Galegos, Vila Real","Galegos, Vila Real"
1,1763-10-01,1763-10-01,"Galegos, Óbidos","Galegos, Óbidos"
1,1569-03-02,1569-03-02,Galfar,Galfar
1,1731-10-01,1731-10-01,Galifães,Galifães
1,1596-02-10,1596-02-10,"Galiza, Espanha","Galiza, Espanha"
1,1859-10-04,1859-10-04,"Galizes, Coimbra","Galizes, Coimbra"
1,1764-10-01,1764-10-01,Galveas,Galveas
1,1750-10-01,1750-10-01,"Galveia, Irlanda","Galveia, Irlanda"
1,1587-10-03,1587-10-03,Gandara,Gandara
1,1885-10-05,1885-10-05,"Gandara, Oliveira de Azeméis","Gandara, Oliveira de Azeméis"
1,1749-10-01,1749-10-01,Gandarem,Gandarem
1,1844-10-16,1844-10-16,Gandra de São Mateus,Gandra de São Mateus
1,1796-10-05,1796-10-05,"Gandra, Penafiel","Gandra, Penafiel"
1,1771-06-09,1771-06-09,Gandufe,Gandufe
1,1728-10-01,1728-10-01,Ganfei,Ganfei
1,1767-10-01,1767-10-01,"Ganfei, Valença do Minho","Ganfei, Valença do Minho"
1,1880-10-08,1880-10-08,"Ganja, Guarda","Ganja, Guarda"
1,1757-10-01,1757-10-01,"Gara Piranga, Mariana, Brasil","Gara Piranga, Mariana, Brasil"
1,1725-10-01,1725-10-01,Gare,Gare
1,1825-10-31,1825-10-31,"Garfé, Guimarães","Garfé, Guimarães"
1,1710-10-01,1710-10-01,Garvão,Garvão
1,1893-10-16,1893-10-16,"Garção, Vimioso","Garção, Vimioso"
1,1754-10-01,1754-10-01,Gateira,Gateira
1,1750-10-01,1750-10-01,"Gateira, São Pedro de Torrados","Gateira, São Pedro de Torrados"
1,1741-10-01,1741-10-01,Gatiães,Gatiães
1,1766-10-01,1766-10-01,"Gatiães, Gestaçô","Gatiães, Gestaçô"
1,1732-10-01,1732-10-01,Gave,Gave
1,1729-10-01,1729-10-01,Gavinhos de Baixo,Gavinhos de Baixo
1,1739-10-01,1739-10-01,Gebelin,Gebelin
1,1904-10-03,1904-10-03,"Geme, Vila Verde","Geme, Vila Verde"
1,1742-10-01,1742-10-01,Gemieira,Gemieira
1,1758-10-01,1758-10-01,Geras,Geras
1,1889-10-02,1889-10-02,"Geraz, Póvoa de Lanhoso","Geraz, Póvoa de Lanhoso"
1,1640-10-11,1640-10-11,Geres de Lima,Geres de Lima
1,1734-10-01,1734-10-01,Germil,Germil
1,1745-01-31,1745-01-31,Geromenha,Geromenha
1,1700-10-01,1700-10-01,Gerumenha,Gerumenha
1,1554-02-07,1554-02-07,Gerês,Gerês
1,1827-10-27,1827-10-27,"Gestaçô, Amarante","Gestaçô, Amarante"
1,1764-10-01,1764-10-01,"Gestaçô, São João do Campo","Gestaçô, São João do Campo"
1,1762-10-01,1762-10-01,Gestosa Cimeira,Gestosa Cimeira
1,1755-10-01,1755-10-01,Gibraltar,Gibraltar
1,1770-12-01,1770-12-01,"Gieiria, Ançã","Gieiria, Ançã"
1,1889-10-15,1889-10-15,Giela,Giela
1,1751-01-30,1751-01-30,Giestal,Giestal
1,1765-10-01,1765-10-01,"Gimieiro, Matrículas nº 84, fl 145","Gimieiro, Matrículas nº 84, fl 145"
1,1767-10-01,1767-10-01,"Gimonde, Bragança","Gimonde, Bragança"
1,1820-10-31,1820-10-31,Girandaria,Girandaria
1,1906-10-13,1906-10-13,"Gião, Vila do Conde","Gião, Vila do Conde"
1,1839-07-17,1839-07-17,"Giões, Faro","Giões, Faro"
1,1586-10-01,1586-10-01,Goa ou Lisboa,Goa ou Lisboa
1,1900-10-03,1900-10-03,"Goa, Índia Portuguesa","Goa, Índia Portuguesa"
1,1763-10-01,1763-10-01,"Godim, Lamego","Godim, Lamego"
1,1794-10-31,1794-10-31,"Godinhela, Miranda do Corvo","Godinhela, Miranda do Corvo"
1,1765-10-01,1765-10-01,"Godinhães, Caminha","Godinhães, Caminha"
1,1805-11-19,1805-11-19,Goiaba,Goiaba
1,1759-10-01,1759-10-01,"Goiana, Pernambuco","Goiana, Pernambuco"
1,1820-11-15,1820-11-15,"Goiana, Pernambuco, Brasil","Goiana, Pernambuco, Brasil"
1,1822-10-04,1822-10-04,Goiar,Goiar
1,1769-10-01,1769-10-01,Goiazes,Goiazes
1,1763-10-01,1763-10-01,"Goiazes, Minas, Brasil","Goiazes, Minas, Brasil"
1,1769-10-01,1769-10-01,"Goiazes, Rio de Janeiro","Goiazes, Rio de Janeiro"
1,1688-10-01,1688-10-01,Goivais,Goivais
1,1819-11-12,1819-11-12,Goiás,Goiás
1,1769-10-01,1769-10-01,Gojim,Gojim
1,1762-12-15,1762-12-15,Gojoim,Gojoim
1,1909-10-05,1909-10-05,Goldrez,Goldrez
1,1651-10-06,1651-10-06,"Golegã, Santarém","Golegã, Santarém"
1,1733-05-22,1733-05-22,Golfar,Golfar
1,1805-10-07,1805-10-07,Golim,Golim
1,1808-06-17,1808-06-17,"Golinho, Arganil","Golinho, Arganil"
1,1904-10-11,1904-10-11,Golpilheira,Golpilheira
1,1785-10-17,1785-10-17,Gondarem,Gondarem
1,1885-10-02,1885-10-02,"Gondelim, Penacova","Gondelim, Penacova"
1,1762-12-15,1762-12-15,"Gondinhaços, Santa Euália","Gondinhaços, Santa Euália"
1,1753-10-01,1753-10-01,Gondiães,Gondiães
1,1745-10-01,1745-10-01,"Gondomar, São Cosme","Gondomar, São Cosme"
1,1696-02-15,1696-02-15,Gondosendo,Gondosendo
1,1677-10-01,1677-10-01,Gonta,Gonta
1,1799-10-18,1799-10-18,"Gontiges, Tomar","Gontiges, Tomar"
1,1762-10-01,1762-10-01,"Gontinhais, Valença","Gontinhais, Valença"
1,1711-12-10,1711-12-10,Gontinhães,Gontinhães
1,1817-02-12,1817-02-12,"Gontinhães, Vila Praia de Âncora","Gontinhães, Vila Praia de Âncora"
1,1767-10-01,1767-10-01,Gonza,Gonza
1,1720-10-01,1720-10-01,Gonça,Gonça
1,1646-10-01,1646-10-01,Gonçalo Dinis,Gonçalo Dinis
1,1583-03-08,1583-03-08,Gonçalo Simões,Gonçalo Simões
1,1555-00-00,1555-00-00,Gonçalo de Amarante,Gonçalo de Amarante
1,1755-06-09,1755-06-09,"Gorjões, Faro","Gorjões, Faro"
1,1737-10-01,1737-10-01,Gosende,Gosende
1,1765-10-01,1765-10-01,"Gosende, Matrículas nº 84, fl392","Gosende, Matrículas nº 84, fl392"
1,1720-10-01,1720-10-01,Gosendo de Mortágua,Gosendo de Mortágua
1,1766-10-01,1766-10-01,"Gosendo, Baião","Gosendo, Baião"
1,1603-10-21,1603-10-21,Goudin,Goudin
1,1764-10-01,1764-10-01,"Goujouim, Lamego","Goujouim, Lamego"
1,1765-12-01,1765-12-01,Goutinhães,Goutinhães
1,1867-07-01,1867-07-01,"Gouveia, Bragança","Gouveia, Bragança"
1,1602-03-16,1602-03-16,"Gouveia, São Paio","Gouveia, São Paio"
1,1640-12-05,1640-12-05,"Gouveia, São Tiago","Gouveia, São Tiago"
1,1888-10-30,1888-10-30,"Gouveias, Pinhel","Gouveias, Pinhel"
1,1556-11-10,1556-11-10,"Gouveias, Viseu","Gouveias, Viseu"
1,1684-10-01,1684-10-01,Gouvinhas da Beira,Gouvinhas da Beira
1,1765-11-01,1765-11-01,Gouvinhas de Baixo,Gouvinhas de Baixo
1,1765-10-01,1765-10-01,"Gouvinhas, Vila Real","Gouvinhas, Vila Real"
1,1906-10-02,1906-10-02,Gouvães do Douro,Gouvães do Douro
1,1897-10-12,1897-10-12,"Gouvães, Sabrosa, Vila Real","Gouvães, Sabrosa, Vila Real"
1,1809-11-13,1809-11-13,"Gouvães, Vila Real","Gouvães, Vila Real"
1,1770-10-01,1770-10-01,"Gozende, Barcelos","Gozende, Barcelos"
1,1756-12-20,1756-12-20,Gozendo,Gozendo
1,1871-10-07,1871-10-07,"Gozendo, Mortágua","Gozendo, Mortágua"
1,1764-10-01,1764-10-01,"Goães, Vila Real","Goães, Vila Real"
1,1749-10-01,1749-10-01,Goís,Goís
1,1757-10-01,1757-10-01,"Graciosa, Açores","Graciosa, Açores"
1,1886-10-14,1886-10-14,"Grada, Anadia","Grada, Anadia"
1,1750-10-27,1750-10-27,Grade,Grade
1,1705-10-01,1705-10-01,Grades,Grades
1,1764-10-01,1764-10-01,"Grajal, Sernancelhe","Grajal, Sernancelhe"
1,1778-10-22,1778-10-22,"Grajal, Trancoso","Grajal, Trancoso"
1,1817-10-18,1817-10-18,Gram Pará,Gram Pará
1,1766-10-01,1766-10-01,Grampura,Grampura
1,1685-10-01,1685-10-01,Gran Pará,Gran Pará
1,1763-10-01,1763-10-01,"Gran Pará, Brasil","Gran Pará, Brasil"
1,1733-10-01,1733-10-01,Granda,Granda
1,1889-11-07,1889-11-07,"Grandola, Lisboa","Grandola, Lisboa"
1,1744-10-01,1744-10-01,"Granja Nova, Alcobaça","Granja Nova, Alcobaça"
1,1602-10-05,1602-10-05,Granja da Azinhaga,Granja da Azinhaga
1,1737-10-01,1737-10-01,Granja de Alfarelos,Granja de Alfarelos
1,1761-10-01,1761-10-01,"Granja de Alpiate, Lisboa","Granja de Alpiate, Lisboa"
1,1589-03-02,1589-03-02,Granja de Caria,Granja de Caria
1,1817-11-05,1817-11-05,"Granja de Espinho, Coimbra","Granja de Espinho, Coimbra"
1,1664-10-23,1664-10-23,Granja de Facalamim,Granja de Facalamim
1,1726-10-01,1726-10-01,Granja de Gabrielos,Granja de Gabrielos
1,1817-10-31,1817-10-31,Granja de Gregos,Granja de Gregos
1,1631-11-04,1631-11-04,Granja de Montemor-o-Velho,Granja de Montemor-o-Velho
1,1732-10-01,1732-10-01,Granja de Penedono,Granja de Penedono
1,1739-10-01,1739-10-01,Granja de São Pedro,Granja de São Pedro
1,1731-10-01,1731-10-01,Granja de Ulmeiro,Granja de Ulmeiro
1,1872-10-07,1872-10-07,"Granja, Alijó, Vila Real","Granja, Alijó, Vila Real"
1,1756-01-25,1756-01-25,"Granja, Ançã","Granja, Ançã"
1,1801-10-03,1801-10-03,"Granja, Coimbra","Granja, Coimbra"
1,1625-10-07,1625-10-07,"Granja, Semide","Granja, Semide"
1,1820-11-15,1820-11-15,"Granja, Trancoso","Granja, Trancoso"
1,1744-07-20,1744-07-20,Granjão,Granjão
1,1738-02-24,1738-02-24,Graça,Graça
1,1765-10-01,1765-10-01,"Graça, Évora","Graça, Évora"
1,1707-10-01,1707-10-01,"Gração, Sobrado","Gração, Sobrado"
1,1763-12-01,1763-12-01,"Grijó, Celorico da Beira","Grijó, Celorico da Beira"
1,1607-10-12,1607-10-12,"Grijó, Leomil","Grijó, Leomil"
1,1748-10-30,1748-10-30,"Grijó, Parada","Grijó, Parada"
1,1827-10-20,1827-10-20,"Grijó, Porto","Grijó, Porto"
1,1609-05-05,1609-05-05,"Grijó, Val Benfeito","Grijó, Val Benfeito"
1,1838-10-15,1838-10-15,"Grijó, Vale Benfeito","Grijó, Vale Benfeito"
1,1779-12-24,1779-12-24,"Grilo, Lisboa","Grilo, Lisboa"
1,1813-10-13,1813-10-13,Grimancelos,Grimancelos
1,1551-07-16,1551-07-16,"Grândola, Alcácer do Sal","Grândola, Alcácer do Sal"
1,1786-10-21,1786-10-21,"Grândola, Setúbal","Grândola, Setúbal"
1,1791-10-31,1791-10-31,"Grã Pará, Brasil","Grã Pará, Brasil"
1,1819-06-11,1819-06-11,"Grão Pará, Brasil","Grão Pará, Brasil"
1,1820-11-10,1820-11-10,"Grão, Pará","Grão, Pará"
1,1817-11-05,1817-11-05,"Grão, Pará, Brasil","Grão, Pará, Brasil"
1,1605-01-09,1605-01-09,Guadalupe,Guadalupe
1,1773-10-20,1773-10-20,"Guara Piranga, Vila Rica","Guara Piranga, Vila Rica"
1,1658-11-14,1658-11-14,Guarajal,Guarajal
1,1751-10-01,1751-10-01,Guarapiranga,Guarapiranga
1,1773-10-20,1773-10-20,"Guarapiranga, Mariana, Brasil","Guarapiranga, Mariana, Brasil"
1,1890-10-16,1890-10-16,"Guaratinguetá, Brasil","Guaratinguetá, Brasil"
1,1908-10-15,1908-10-15,"Guarda, São Vicente","Guarda, São Vicente"
1,1819-10-30,1819-10-30,"Guardinha, Viana","Guardinha, Viana"
1,1816-10-08,1816-10-08,Guardiula,Guardiula
1,1659-10-25,1659-10-25,Guardizela,Guardizela
1,1746-10-01,1746-10-01,"Guardizela, Santa Maria de","Guardizela, Santa Maria de"
1,1669-10-17,1669-10-17,Guardão,Guardão
1,1780-11-08,1780-11-08,"Guardão, Dornes, Tomar","Guardão, Dornes, Tomar"
1,1754-01-13,1754-01-13,Guaripiranga,Guaripiranga
1,1754-01-13,1754-01-13,"Guaripiranga, Brasil","Guaripiranga, Brasil"
1,1885-10-15,1885-10-15,"Gueral, Braga","Gueral, Braga"
1,1723-10-27,1723-10-27,Guide,Guide
1,1814-10-14,1814-10-14,Guidieiros,Guidieiros
1,1769-10-01,1769-10-01,"Guidieiros, Sandim","Guidieiros, Sandim"
1,1818-10-31,1818-10-31,Guifões,Guifões
1,1847-10-08,1847-10-08,"Guifões, Porto","Guifões, Porto"
1,1716-10-01,1716-10-01,Guimara,Guimara
1,1736-10-01,1736-10-01,Guimares,Guimares
1,1753-10-29,1753-10-29,Guimarães da Serra,Guimarães da Serra
1,1691-11-29,1691-11-29,Guimarães ou Guiães,Guimarães ou Guiães
1,1578-10-12,1578-10-12,"Guimarães, Actos e Graus 15, pág 63v, cad 3º","Guimarães, Actos e Graus 15, pág 63v, cad 3º"
1,1813-06-16,1813-06-16,"Guimzadaria, Alenquer","Guimzadaria, Alenquer"
1,1764-10-01,1764-10-01,"Guinhão, Lamego","Guinhão, Lamego"
1,1759-10-01,1759-10-01,Guisande,Guisande
1,1809-12-16,1809-12-16,Guizandaria,Guizanderia
1,1897-10-12,1897-10-12,Guizim,Guizim
1,1723-10-01,1723-10-01,Gulpilhares,Gulpilhares
1,1905-10-03,1905-10-03,Gumiei,Gumiei
1,1824-10-06,1824-10-06,Gândara de Mortágua,Gândara de Mortágua
1,1848-07-03,1848-07-03,Gândara de São Mateus,Gândara de São Mateus
1,1840-10-17,1840-10-17,"Gêmeos, Braga","Gêmeos, Braga"
1,1770-10-01,1770-10-01,"Gêmeos, Guimarães","Gêmeos, Guimarães"
1,1817-10-31,1817-10-31,"Góis, Arganil","Góis, Arganil"
1,1765-10-01,1765-10-01,"Góis, Barcelos","Góis, Barcelos"
1,1827-10-05,1827-10-05,"Góis, Seia","Góis, Seia"
1,1875-10-13,1875-10-13,Gôa,Gôa
1,1684-10-01,1684-10-01,Hamburgo,Hamburgo
1,1646-10-10,1646-10-10,Heitor Homem,Heitor Homem
1,1610-06-23,1610-06-23,Herrero,Herrero
1,1759-10-01,1759-10-01,Honra de Sobrado,Honra de Sobrado
1,1776-11-26,1776-11-26,Honra do Sobrado,Honra do Sobrado
1,1745-10-01,1745-10-01,Horta da Vilariça,Horta da Vilariça
1,1910-10-13,1910-10-13,"Horta, Angra do Heroísmo","Horta, Angra do Heroísmo"
1,1841-10-30,1841-10-30,"Horta, Coimbra","Horta, Coimbra"
1,1849-07-03,1849-07-03,"Horta, Faial, Açores","Horta, Faial, Açores"
1,1898-10-12,1898-10-12,"Horta, Guarda","Horta, Guarda"
1,1860-07-19,1860-07-19,"Horta, Ilha do Faial- Açores","Horta, Ilha do Faial- Açores"
1,1895-10-13,1895-10-13,"Horta, Ilha do Farjal","Horta, Ilha do Farjal"
1,1776-12-19,1776-12-19,"Horta, Pinhel","Horta, Pinhel"
1,1757-01-21,1757-01-21,"Horta, Vila","Horta, Vila"
1,1594-04-21,1594-04-21,"Hubernea, Irlanda","Hubernea, Irlanda"
1,1909-10-05,1909-10-05,"Huila, Mossamedes","Huila, Mossamedes"
1,1900-10-15,1900-10-15,"Iaguarão, Rio Grande do Sul, Brasil","Iaguarão, Rio Grande do Sul, Brasil"
1,1736-01-01,1736-01-01,"Ibuaçú, Pernambuco","Ibuaçú, Pernambuco"
1,1905-10-10,1905-10-10,Idanha- a- Nova,Idanha- a- Nova
1,1615-10-12,1615-10-12,Idanhas,Idanhas
1,1881-10-14,1881-10-14,"Idães, Porto","Idães, Porto"
1,1898-10-12,1898-10-12,Idãis,Idãis
1,1768-10-01,1768-10-01,"Ifanes, Miranda do Douro","Ifanes, Miranda do Douro"
1,1848-10-09,1848-10-09,"Igreja da Serra, Santarém","Igreja da Serra, Santarém"
1,1750-10-27,1750-10-27,Igreja de Campia,Igreja de Campia
1,1743-10-01,1743-10-01,"Igreja, Coimbra","Igreja, Coimbra"
1,1908-10-02,1908-10-02,"Igreja, Satão, Viseu","Igreja, Satão, Viseu"
1,1781-00-00,1781-00-00,"Igreja, Vila Nova de Gaia","Igreja, Vila Nova de Gaia"
1,1552-00-00,1552-00-00,"Igreja, Viseu","Igreja, Viseu"
1,1749-10-01,1749-10-01,"Igrejinha, Arraiolos","Igrejinha, Arraiolos"
1,1841-10-08,1841-10-08,"Ilgares, Bragança","Ilgares, Bragança"
1,1785-10-31,1785-10-31,"Ilgares, Freixo de Espada à Cinta","Ilgares, Freixo de Espada à Cinta"
1,1763-10-01,1763-10-01,"Ilgares, Freixo de Espada á Cinta","Ilgares, Freixo de Espada á Cinta"
1,1672-11-12,1672-11-12,Ilha  Terceira,Ilha  Terceira
1,1873-07-14,1873-07-14,Ilha Brava,Ilha Brava
1,1904-10-03,1904-10-03,"Ilha Chiloane, Moçambique","Ilha Chiloane, Moçambique"
1,1653-10-14,1653-10-14,"Ilha Faial, Açores","Ilha Faial, Açores"
1,1820-11-13,1820-11-13,Ilha Graciosa,Ilha Graciosa
1,1579-06-08,1579-06-08,"Ilha Graciosa, Açores","Ilha Graciosa, Açores"
1,1728-10-29,1728-10-29,"Ilha Grande, Rio de Janeiro, Brasil","Ilha Grande, Rio de Janeiro, Brasil"
1,1754-05-15,1754-05-15,Ilha Longa,Ilha Longa
1,1737-10-01,1737-10-01,Ilha Madeira,Ilha Madeira
1,1795-10-12,1795-10-12,Ilha Santa Maria,Ilha Santa Maria
1,1650-11-12,1650-11-12,"Ilha Terceira, Ilha de São Miguel","Ilha Terceira, Ilha de São Miguel"
1,1843-10-31,1843-10-31,"Ilha da Boavista, Cabo Verde","Ilha da Boavista, Cabo Verde"
1,1557-00-00,1557-00-00,Ilha da Faial,Ilha da Faial
1,1865-10-11,1865-10-11,"Ilha da Faial, Açores","Ilha da Faial, Açores"
1,1692-10-01,1692-10-01,Ilha da Irlanda,Ilha da Irlanda
1,1766-10-01,1766-10-01,"Ilha da Madeira, Funchal","Ilha da Madeira, Funchal"
1,1599-02-26,1599-02-26,"Ilha da Madeira, pico","Ilha da Madeira, pico"
1,1579-01-29,1579-01-29,Ilha da Palma,Ilha da Palma
1,1676-10-01,1676-10-01,Ilha da madeira,Ilha da madeira
1,1791-10-27,1791-10-27,"Ilha de Catalão, Rio de Janeiro, Brasil","Ilha de Catalão, Rio de Janeiro, Brasil"
1,1712-10-01,1712-10-01,Ilha de Faial,Ilha de Faial
1,1543-00-00,1543-00-00,Ilha de Graciosa,Ilha de Graciosa
1,1894-10-15,1894-10-15,Ilha de Madeira,Ilha de Madeira
1,1795-10-12,1795-10-12,"Ilha de Santa Catarina, Brasil","Ilha de Santa Catarina, Brasil"
1,1670-12-01,1670-12-01,Ilha de Santiago,Ilha de Santiago
1,1847-10-28,1847-10-28,"Ilha de Santiago, Cabo Verde","Ilha de Santiago, Cabo Verde"
1,1899-10-13,1899-10-13,Ilha de Santo Antão,Ilha de Santo Antão
1,1888-11-03,1888-11-03,"Ilha de São  Nicolau, Cabo Verde","Ilha de São  Nicolau, Cabo Verde"
1,1897-10-15,1897-10-15,Ilha de São  Tomé,Ilha de São  Tomé
1,1751-10-01,1751-10-01,"Ilha de São Miguel, Ponta Delgada","Ilha de São Miguel, Ponta Delgada"
1,1876-10-09,1876-10-09,Ilha de São Nicolau,Ilha de São Nicolau
1,1675-10-25,1675-10-25,Ilha de São Paulo,Ilha de São Paulo
1,1593-10-08,1593-10-08,Ilha de São Romão,Ilha de São Romão
1,1669-10-30,1669-10-30,Ilha de São Tiago,Ilha de São Tiago
1,1872-10-16,1872-10-16,"Ilha de São Tiago, Cabo Verde","Ilha de São Tiago, Cabo Verde"
