value,count,date_in,date_max
Lalim,17,1620-10-19,1892-10-15
Lanhelas,17,1658-12-12,1896-10-10
Louredo,17,1569-03-02,1803-10-10
Manigoto,17,1699-10-01,1750-10-01
Merciana,17,1598-10-01,1769-04-13
Olalhas,17,1604-10-01,1850-10-30
Oliveira,17,1578-10-07,1902-10-09
Paços,17,1573-10-03,1893-10-20
Pena,17,1590-10-12,1870-10-15
Penaverde,17,1572-10-01,1907-10-04
Reguengos,17,1540-00-00,1910-10-11
Salgueiro,17,1726-10-01,1851-10-24
Sines,17,1589-12-22,1799-10-30
Souzel,17,1538-10-27,1907-10-03
São Martinho de Árvore,17,1610-10-11,1895-10-03
Tinalhas,17,1675-10-26,1888-10-23
Ventosa,17,1614-10-09,1900-10-03
Zambujal,17,1714-10-01,1895-10-10
Alcafache,16,1670-10-16,1912-11-01
Alfeizerão,16,1646-10-25,1794-10-03
Alvorninha,16,1630-10-04,1850-10-21
Arrifana,16,1553-00-00,1856-10-31
Baltar,16,1603-03-19,1897-10-13
Colares,16,1574-10-01,1905-10-30
Cortes,16,1553-00-00,1908-10-05
Couto de Esteves,16,1690-10-01,1898-10-14
Couço,16,1694-10-01,1906-10-10
Ilgares,16,1708-10-01,1860-10-09
Lagoa,16,1590-11-16,1908-10-08
Marzagão,16,1641-07-08,1819-05-26
Massarelos,16,1687-11-01,1899-10-10
Moimenta,16,1607-01-21,1758-10-30
Nabainhos,16,1611-10-05,1800-10-31
Papízios,16,1651-11-13,1896-10-13
Pedrulha,16,1613-10-21,1873-10-14
Ponte do Lima,16,1592-02-16,1889-10-15
Ribeira,16,1607-10-01,1827-10-31
Ribeira de Pena,16,1614-10-15,1869-10-02
Rio de Vide,16,1626-10-21,1842-10-31
Sambade,16,1592-10-20,1883-10-15
Santa Marinha do Zêzere,16,1707-12-15,1852-10-27
Seixo,16,1540-01-14,1826-10-24
São Paio,16,1603-11-12,1901-10-05
Urrós,16,1655-10-15,1901-10-05
Vale de Prazeres,16,1630-10-25,1894-10-15
Vila Boa,16,1582-10-22,1765-10-01
Vila Cova de Sub Avô,16,1586-10-02,1783-10-31
Vila Nova,16,1548-10-01,1758-05-26
Vila Ruiva,16,1595-10-10,1903-10-15
Vila da Ponte,16,1636-11-15,1842-10-29
Válega,16,1655-10-15,1906-10-08
Aldeia Gavinha,15,1600-11-13,1782-11-02
Alquerubim,15,1712-10-29,1904-10-03
Ancede,15,1628-10-03,1892-10-13
Ansiães,15,1551-00-00,1770-10-01
Arega,15,1578-10-18,1879-10-11
Arneiros,15,1583-10-01,1757-11-07
Belém,15,1630-10-16,1885-10-13
Brasfemes,15,1641-10-30,1826-10-30
Bretiande,15,1579-11-27,1765-10-01
Candosa,15,1617-10-19,1901-10-14
Caparica,15,1593-10-08,1789-10-19
Carnide,15,1571-10-10,1796-10-10
Cortiçada,15,1540-01-21,1825-10-03
Corujeira,15,1625-01-12,1802-10-15
Couto do Mosteiro,15,1640-10-27,1766-10-01
Covas,15,1660-11-05,1893-10-13
Dornes,15,1676-12-04,1901-10-03
Duas Igrejas,15,1683-10-01,1907-10-01
Fermedo,15,1665-03-21,1902-10-17
Ferreira do Alentejo,15,1586-10-01,1901-10-05
Figueira de Castelo Rodrigo,15,1736-10-01,1912-07-22
Galafura,15,1722-10-01,1882-10-11
Luanda,15,1681-10-01,1904-10-03
Maia,15,1588-10-10,1715-10-01
Nevogilde,15,1621-10-02,1909-10-02
Olhão,15,1728-11-05,1909-10-04
Paradinha,15,1595-04-08,1835-10-06
Paço de Sousa,15,1581-12-20,1843-10-30
Portela,15,1587-11-05,1758-10-01
Póvoa do Varzim,15,1701-10-01,1881-10-14
Redondos,15,1590-10-05,1789-10-26
Roriz,15,1609-12-19,1879-10-02
"Santos, Brasil",15,1708-12-01,1898-10-14
Sedielos,15,1683-10-01,1852-10-27
Sobreiro,15,1588-10-19,1830-10-05
São Paulo,15,1675-10-25,1873-10-02
"São Silvestre, Coimbra",15,1762-10-01,1903-10-06
Taboaço,15,1586-03-05,1873-10-15
Viana do Minho,15,1726-10-01,1827-10-30
Vila Nova de Ourém,15,1680-10-15,1907-10-01
Abrunhosa,14,1673-10-19,1817-10-20
Avelãs de Cima,14,1559-10-01,1840-10-31
Bastos,14,1582-10-27,1771-06-26
Beringel,14,1620-12-22,1860-10-03
Cortiços,14,1591-10-01,1798-10-31
Ermida,14,1619-10-12,1908-10-12
Ervedal,14,1557-01-21,1864-10-03
Escalos de Cima,14,1673-10-17,1907-10-02
Espariz,14,1695-11-05,1890-10-08
Ferreiros de Tendais,14,1609-10-10,1825-10-15
Folhadosa,14,1621-10-26,1762-10-01
Fornelos,14,1695-12-19,1903-10-03
Foz de Arouce,14,1574-10-01,1903-01-15
Fão,14,1620-10-05,1862-10-13
Galveias,14,1696-10-01,1899-10-02
Ilha de Santa Maria,14,1568-11-10,1721-01-01
"Ilha de São Jorge, Açores",14,1695-07-20,1886-10-02
Lagarteira,14,1720-10-01,1841-10-15
Lapas,14,1632-10-27,1894-10-11
Loures,14,1693-10-01,1798-10-15
Macedo de Cavaleiros,14,1718-10-01,1913-08-04
Macieira,14,1602-10-05,1840-10-31
Mariana,14,1748-12-07,1778-11-02
Merceana,14,1553-00-00,1742-10-01
Monte Redondo,14,1601-06-08,1872-11-18
Montemor,14,1537-00-00,1706-02-25
Mosteiro,14,1610-10-01,1881-10-14
Nandufe,14,1625-10-03,1899-10-02
Quimbres,14,1582-02-19,1799-10-14
Rio Tinto,14,1667-10-22,1901-10-14
Romariz,14,1577-11-03,1895-10-15
Rosmaninhal,14,1563-10-18,1898-07-02
Sebadelhe,14,1595-10-06,1766-10-01
São Cosmado,14,1605-10-05,1878-07-20
São Cosme,14,1593-10-08,1772-12-11
São Tiago da Guarda,14,1577-10-01,1852-10-05
Teixeira,14,1675-10-01,1770-10-01
Valverde,14,1569-11-01,1904-10-07
Vialonga,14,1703-10-01,1763-10-01
"Viana, Alentejo",14,1556-00-00,1782-10-30
Amares,13,1600-11-15,1844-10-05
Anceriz,13,1646-10-22,1800-10-02
Antas,13,1540-00-00,1750-11-01
Arcozelos,13,1554-00-00,1679-10-01
Azinhoso,13,1587-10-01,1901-10-05
Barcelinhos,13,1732-10-01,1912-06-28
Barqueiros,13,1715-10-01,1908-10-19
Bertiandos,13,1633-10-28,1702-11-27
Casal Vasco,13,1553-10-00,1738-10-01
Cela,13,1578-10-14,1880-10-13
Chacim,13,1640-01-06,1752-01-08
Constância,13,1848-07-07,1890-10-30
Cós,13,1591-02-10,1740-10-01
Decermilo,13,1585-10-24,1817-10-31
Fatela,13,1659-10-22,1906-10-08
Felgar,13,1683-10-01,1895-10-17
Ferreira de Aves,13,1614-10-15,1776-12-19
Macinhata do Vouga,13,1678-10-15,1897-10-18
Monchique,13,1619-10-07,1901-10-14
Mões,13,1692-10-01,1870-10-03
Nabais,13,1583-12-03,1765-11-01
Pará,13,1754-10-01,1908-10-09
Portunhos,13,1598-10-06,1765-10-01
Rebordelo,13,1699-10-01,1893-10-21
Recardães,13,1561-10-07,1905-10-10
Rio Torto,13,1734-10-01,1908-10-03
Rossas,13,1688-10-01,1906-10-13
Santa Cruz,13,1617-10-17,1796-10-29
São Pedro de Rates,13,1677-10-01,1890-10-14
Vilar de Maçada,13,1624-10-03,1826-10-30
Vilarinho da Castanheira,13,1639-10-14,1902-10-04
Abiúl,12,1630-10-26,1860-10-03
Abragão,12,1704-10-21,1899-10-02
Aguim,12,1722-10-01,1868-10-03
Alandroal,12,1671-10-17,1907-10-01
Alcafozes,12,1640-01-20,1860-07-09
Alcoentre,12,1588-10-05,1726-10-01
Almoster,12,1620-10-03,1767-10-01
Ameal,12,1627-10-20,1783-11-03
Belide,12,1617-11-02,1798-00-00
Campelo,12,1586-10-28,1869-06-26
Cano,12,1626-11-18,1743-11-20
Carcavelos,12,1599-04-14,1750-10-01
Castelejo,12,1755-10-01,1895-10-13
Castelo Mendo,12,1567-10-18,1895-10-12
Cerva,12,1704-10-01,1902-10-08
Coriscada,12,1709-12-01,1819-11-05
Faial,12,1626-05-12,1893-10-09
Fervença,12,1718-10-01,1814-10-08
Figueiró da Serra,12,1696-10-01,1897-10-15
Freixial,12,1673-10-15,1765-12-01
Granja Nova,12,1627-10-05,1766-10-01
Guiães,12,1718-10-01,1840-10-31
Lordelo,12,1655-11-14,1795-10-30
Malpica,12,1720-10-01,1896-10-08
Margaride,12,1764-10-01,1912-07-03
Marmeleira,12,1602-10-16,1899-10-10
Matança,12,1626-11-07,1826-07-05
Melres,12,1587-10-03,1779-11-20
Moledo,12,1697-10-01,1843-10-02
Oeiras,12,1597-10-13,1852-10-11
Póvoa de Santa Cristina,12,1626-11-02,1805-10-21
Quinta da Graciosa,12,1717-03-30,1847-10-18
Sacavém,12,1573-11-03,1757-10-01
Santiago da Guarda,12,1625-10-17,1892-10-18
Santiago de Besteiros,12,1702-10-01,1873-10-14
"Santo Amaro, Baía, Brasil",12,1716-10-30,1836-10-22
Sardão,12,1660-11-22,1806-10-04
Sazes,12,1690-10-01,1762-12-01
São Cristóvão de Nogueira,12,1722-10-01,1881-10-04
São João de El-Rei,12,1700-10-01,1820-10-16
São João de Ver,12,1570-04-22,1907-10-14
São Lourenço do Bairro,12,1661-10-15,1762-10-01
Travassô,12,1689-12-24,1866-10-11
"Valongo, Porto",12,1757-10-01,1907-10-14
Vila Fernando,12,1597-10-01,1897-10-14
Vila Maior,12,1659-11-12,1892-10-14
Vila Nova da Cerveira,12,1619-11-08,1826-01-05
Vilar Torpim,12,1585-10-09,1817-11-08
Várzea de Meruge,12,1692-10-01,1848-10-13
Albergaria,11,1646-11-03,1754-10-01
Alcouce,11,1612-12-24,1879-10-14
Angra do Heroismo,11,1705-01-18,1886-10-12
Arada,11,1649-01-23,1894-10-24
Atouguia da Baleia,11,1537-00-00,1762-10-01
Avintes,11,1596-11-05,1849-10-11
"Baia, Brasil",11,1729-10-01,1830-07-02
"Belém, Lisboa",11,1683-10-01,1898-10-14
Canedo,11,1690-10-01,1823-10-06
Carregosa,11,1704-11-21,1908-10-02
Castanheiro,11,1693-10-01,1886-10-12
Cedavim,11,1601-10-01,1817-10-31
Cercosa,11,1633-05-17,1756-10-01
Chão do Bispo,11,1724-10-01,1813-10-31
Chãs,11,1600-11-28,1704-10-01
Cinfães,11,1623-10-11,1901-10-14
Cordinhã,11,1603-10-07,1869-10-13
Correlos,11,1589-10-31,1868-10-17
Espinhel,11,1556-00-00,1904-10-05
Espinhosa,11,1552-03-06,1820-11-15
Fonte Longa,11,1681-10-01,1885-06-13
Freixeda,11,1540-01-19,1840-10-30
Freixinho,11,1670-10-17,1905-10-14
Granjal,11,1572-02-17,1900-10-15
Grândola,11,1551-10-01,1816-05-15
Ilha de São Jorge,11,1634-10-01,1868-10-02
Marinha Grande,11,1734-12-20,1912-06-21
Mata de Lobos,11,1680-10-15,1910-10-15
Mioma,11,1572-03-15,1809-12-06
Molelos,11,1593-10-21,1800-10-31
Mouronho,11,1635-10-31,1780-11-11
Mozelos,11,1703-10-01,1886-10-14
Oliveira do Douro,11,1753-10-01,1909-10-26
"Paraíba, Brasil",11,1724-10-01,1801-10-14
Pavia,11,1613-10-13,1905-10-03
Pessegueiro,11,1722-10-23,1827-10-27
Requeixo,11,1699-10-01,1822-10-30
Requião,11,1563-10-18,1907-10-01
Ribeira de Fragoas,11,1597-10-16,1869-10-16
Ribeira de Soares,11,1705-10-01,1766-10-01
Rio Frio,11,1704-10-10,1900-10-03
Rios Frios,11,1570-04-22,1694-10-01
Santa Olaia,11,1623-10-05,1739-10-01
Santiago,11,1613-10-12,1842-10-10
Santiago do Cacém,11,1607-10-08,1889-10-02
Soalheira,11,1626-12-02,1880-10-02
Soutomaior,11,1729-10-01,1843-10-06
Tabosa,11,1664-10-24,1753-10-01
Terrenho,11,1700-10-01,1847-10-06
Treixomil,11,1586-10-10,1745-10-01
Vaqueiros,11,1598-10-08,1753-10-01
Venda Nova,11,1722-10-01,1873-10-14
Vide,11,1660-11-23,1850-10-18
Vila Boa de Quires,11,1635-10-17,1880-10-02
Vila da Barca,11,1665-10-19,1883-10-05
Vilarinho do Bairro,11,1705-10-01,1899-10-15
Vouga,11,1577-10-02,1880-06-10
Várzea de Góis,11,1723-11-02,1908-10-10
Água Levada,11,1540-01-14,1740-10-01
Aguada de Baixo,10,1607-11-12,1764-10-01
Aldeia Nova,10,1571-10-20,1860-10-15
Alqueidão,10,1682-10-01,1757-10-01
Alvações do Corgo,10,1752-10-01,1839-10-03
Amoreira,10,1680-10-15,1875-07-19
Asseiceira,10,1570-10-04,1770-10-01
Avelãs,10,1575-12-11,1706-10-01
Barquinha,10,1721-10-01,1856-07-11
Barreira,10,1711-10-01,1839-10-07
Benfica,10,1724-10-01,1884-10-13
Borralha,10,1714-12-14,1844-10-31
Cabaços,10,1642-10-17,1889-10-02
"Campanhã, Porto",10,1760-10-01,1895-10-03
Canas de Sabugosa,10,1715-10-01,1801-10-16
Canaveses,10,1540-01-07,1747-10-01
Caniçada,10,1666-10-15,1742-10-01
Casainho,10,1654-03-18,1862-10-03
Casas Novas do Campo,10,1688-10-01,1807-10-20
Cernache dos Alhos,10,1572-10-01,1759-01-15
Cioga do Campo,10,1589-11-06,1829-10-17
Coelhoso,10,1708-12-10,1871-07-05
"Espinhal, Penela",10,1537-00-00,1907-10-15
Fermentelos,10,1698-10-01,1879-10-03
Folgosa,10,1646-01-19,1875-10-14
Gestosa,10,1551-02-11,1826-10-26
Gramaços,10,1799-10-03,1872-10-15
"Ilha da Graciosa, Açores",10,1622-10-17,1903-10-12
Ilha do Pico,10,1724-01-08,1888-10-30
"Lagoa, Algarve",10,1579-10-12,1909-10-07
Lares,10,1598-04-04,1766-10-01
Londres,10,1617-10-19,1881-10-03
Marco de Canaveses,10,1596-10-01,1893-10-20
Medelim,10,1725-10-01,1909-10-25
Minas,10,1734-10-01,1777-10-00
Montelongo,10,1641-10-22,1767-10-01
Ossela,10,1660-01-29,1850-10-23
Pedrógão Grande,10,1592-10-12,1820-11-25
Penamacôr,10,1736-10-01,1873-10-09
Pereiros,10,1609-01-26,1765-10-01
Pousada,10,1732-10-01,1903-10-15
Pousaflores,10,1670-11-17,1844-10-23
Proença-a-Velha,10,1631-11-22,1816-11-11
Ribeiradio,10,1596-10-16,1874-10-15
Rojão Grande,10,1708-10-20,1853-10-31
Sabará,10,1756-12-11,1827-10-31
"Sabugal, Guarda",10,1839-10-11,1904-10-04
Sandim,10,1647-10-16,1877-10-15
Santa Maria de Vilar,10,1625-10-16,1825-10-29
Sortelha,10,1621-10-12,1770-10-01
Souto da Casa,10,1589-10-01,1887-10-14
"São Martinho, Seia",10,1702-10-01,1896-10-13
São Miguel,10,1587-10-20,1860-10-10
"São Miguel, Açores",10,1590-10-13,1863-10-12
"São Paio, Gouveia",10,1603-10-11,1766-10-01
São Tiago,10,1565-10-08,1894-10-25
Tibães,10,1593-10-01,1820-11-23
Tolosa,10,1674-10-14,1900-10-03
Valbom,10,1609-10-24,1827-10-10
Vidigal,10,1573-10-31,1827-10-31
"Vila Rica, Minas Gerais, Brasil",10,1731-01-15,1813-10-09
Alcaíde,9,1625-00-00,1870-10-05
Alcofra,9,1573-11-03,1885-10-02
Alcácer,9,1571-08-04,1680-10-01
Aldeia da Cruz,9,1724-10-01,1840-10-10
Aldeia da Mata,9,1680-10-01,1898-10-15
Almeidinha,9,1649-10-20,1802-00-00
Alter-do-Chão,9,1592-10-17,1742-07-14
Alvarim,9,1627-10-15,1865-10-24
Angra,9,1598-11-19,1706-04-17
Antuzede,9,1642-10-14,1897-10-12
Arnelas,9,1697-10-01,1743-10-01
Arnoia,9,1729-10-01,1902-10-04
Arzila,9,1548-01-01,1909-10-11
Benfeita,9,1710-10-01,1864-10-03
"Benfica, Lisboa",9,1721-10-01,1899-10-02
Castelo Bom,9,1721-03-20,1891-10-12
Castro Verde,9,1720-12-04,1862-10-03
Castro Vicente,9,1612-01-15,1750-10-01
Cete,9,1637-10-15,1764-10-01
Conraria,9,1693-10-01,1751-01-14
Copeiro,9,1587-10-01,1726-11-05
Cortegaça,9,1639-10-19,1818-10-17
Faia,9,1589-05-17,1757-10-01
"Feira, Aveiro",9,1844-10-30,1913-07-22
Figueiras Podres,9,1720-12-12,1776-10-26
Figueiró,9,1561-02-24,1740-10-01
Fontes,9,1622-10-23,1853-10-05
Fontão,9,1698-10-01,1886-10-02
Freixeda do Torrão,9,1556-02-01,1910-10-31
Girabolhos,9,1691-03-21,1818-10-30
Gondufe,9,1610-10-07,1838-10-19
Ilha da Graciosa,9,1576-11-26,1875-10-15
"Ilha de Santa Maria, Açores",9,1587-11-17,1838-10-24
Lagoaça,9,1719-10-01,1896-10-12
"Lagos, Algarve",9,1583-10-03,1796-10-31
Leça da Palmeira,9,1727-10-01,1900-10-03
Luso,9,1621-10-05,1899-10-14
Meruge,9,1540-10-19,1907-10-10
Monte Real,9,1665-12-28,1762-10-01
Mouras,9,1537-12-18,1759-10-01
Ois do Bairro,9,1701-10-01,1913-07-30
Paredes da Beira,9,1652-11-03,1849-10-08
Passos de Silgueiros,9,1634-10-24,1889-10-13
Paço,9,1613-10-21,1850-10-25
Ponte de Sor,9,1682-10-15,1913-07-16
Proença,9,1591-10-30,1804-10-15
Quintãs,9,1732-10-30,1799-10-03
Ribeira de Homem,9,1678-10-01,1767-10-01
Rio Bom,9,1720-10-01,1827-10-19
Sandelgas,9,1671-03-20,1795-10-07
Santa Cristina de Figueiró,9,1755-01-10,1899-10-03
Santo António do Tojal,9,1573-10-02,1743-10-01
Seixo de Ansiães,9,1618-10-18,1876-10-18
Souto de Lafões,9,1764-10-01,1903-10-23
São Martinho de Lagares,9,1677-10-01,1886-10-15
São Miguel de Lobrigos,9,1729-11-28,1774-11-26
São Tiago de Custóias,9,1718-10-01,1900-10-03
Tabuaço,9,1728-10-01,1889-10-12
Tanger,9,1550-01-04,1682-10-01
Terena,9,1587-10-03,1742-10-01
Torre,9,1564-10-23,1767-10-01
Travassos,9,1638-10-22,1770-10-01
Traveira,9,1674-10-01,1766-10-01
Távora,9,1586-10-01,1895-10-14
Vairão,9,1697-04-15,1901-10-03
Vila Mendo,9,1567-10-01,1878-10-02
Várzea,9,1592-12-07,1904-10-14
Aldeia da Ponte,8,1592-02-08,1887-10-03
Aldeia do Mato,8,1600-11-06,1858-10-31
Alfândega,8,1633-10-01,1692-10-01
Alpedriz,8,1581-00-00,1736-10-01
Alvelos,8,1695-10-01,1839-10-31
Assafarge,8,1607-10-01,1888-10-10
Assumar,8,1717-10-01,1779-10-27
Aveloso,8,1574-00-00,1630-10-01
Barroca,8,1669-11-17,1886-10-15
Bordalo,8,1537-00-00,1770-10-01
Bornes,8,1580-04-29,1754-10-22
Calvos,8,1632-11-02,1889-10-13
Carragozela,8,1647-10-12,1848-10-16
Carrapichana,8,1677-10-01,1766-10-01
Carrazedo de Montenegro,8,1676-10-01,1827-10-31
Carvalhal de Tondela,8,1714-10-01,1842-10-31
Casais,8,1563-10-18,1762-10-01
Casal,8,1682-11-26,1798-10-05
Cazegas,8,1563-10-01,1748-10-01
"Cela, Alcobaça",8,1677-11-03,1781-10-30
Cercal,8,1726-10-01,1863-10-10
Contenças,8,1727-10-01,1853-10-08
Cunha Baixa,8,1587-10-05,1853-10-04
"Eiras, Coimbra",8,1752-10-24,1906-10-02
Enxara do Bispo,8,1624-10-26,1797-10-20
Fail,8,1720-10-01,1870-10-15
"Ferreira, Beja",8,1761-10-01,1866-07-26
Figueiró da Granja,8,1636-10-15,1718-10-01
Fratel,8,1720-10-01,1892-10-21
Frazoeira,8,1689-10-01,1907-10-09
Freixedo,8,1554-00-00,1746-10-01
Geraz do Lima,8,1573-02-10,1748-01-01
Gestaçô,8,1583-10-19,1905-10-03
Godim,8,1726-10-01,1898-10-12
Gradil,8,1684-04-26,1757-10-01
Granja do Ulmeiro,8,1753-10-24,1787-10-09
Juncal,8,1677-10-01,1895-10-14
"Lagares, Coimbra",8,1836-10-12,1870-10-10
"Lagoa, Faro",8,1684-10-01,1909-10-02
Landal,8,1726-10-01,1783-10-07
Lapa,8,1630-10-16,1745-10-01
"Luanda, Angola",8,1734-10-01,1907-10-02
Lumiar,8,1688-10-01,1824-10-11
Malhada Sorda,8,1720-10-01,1907-10-15
Mancelavisa,8,1703-10-01,1764-10-01
Mansores,8,1705-11-12,1861-10-04
Milheirós de Poiares,8,1732-10-01,1893-06-17
Monte Longo,8,1617-10-16,1838-10-31
Moçambique,8,1805-01-03,1897-10-11
Nossa Senhora da Lapa,8,1594-10-01,1765-10-01
Odivelas,8,1712-10-01,1899-10-06
Paderne,8,1709-12-24,1910-10-12
Paialvo,8,1666-11-26,1910-10-28
Pedorido,8,1612-10-15,1879-10-04
Penso,8,1612-12-20,1764-10-01
Penude,8,1650-10-15,1769-10-01
Perucha,8,1722-10-01,1838-10-15
Pindelo,8,1623-10-19,1879-10-11
"Ponta Delgada, Ilha de São Miguel, Açores",8,1779-12-09,1908-10-14
Rande,8,1615-11-13,1896-10-13
Rendufe,8,1729-10-01,1858-10-04
Rio Grande do Sul,8,1802-10-15,1869-10-02
"Sabará, Brasil",8,1755-10-01,1820-11-15
"Sabrosa, Vila Real",8,1702-03-31,1898-10-15
Salir do Mato,8,1665-10-21,1768-10-01
Santa Ovaia de Baixo,8,1706-10-01,1757-10-01
Sobreira,8,1679-10-01,1789-10-16
Sousela,8,1590-10-08,1899-10-15
Souzelas,8,1590-10-08,1907-10-25
São Cristovão de Nogueira,8,1625-10-03,1897-10-11
São Jorge,8,1665-10-15,1862-10-03
São João de Fontoura,8,1759-01-15,1907-10-08
São Lourenço,8,1598-10-06,1850-10-14
São Mamede,8,1665-12-15,1763-10-01
Tagarro,8,1585-10-01,1744-10-01
Tinhela,8,1708-10-01,1896-10-13
Touro,8,1601-10-06,1880-10-14
Travanca de Lagos,8,1736-10-01,1904-10-12
Travancinha,8,1679-10-26,1884-10-02
Troviscal,8,1666-10-15,1903-10-07
Urzelhe,8,1639-10-19,1736-11-19
Vale Benfeito,8,1661-10-26,1769-11-15
Vale de Ladrões,8,1683-10-01,1909-10-07
Vermiosa,8,1677-10-01,1765-10-01
Viade,8,1718-11-24,1891-10-31
Vila Nova de Outil,8,1656-10-14,1813-10-27
Vila Nova de Tazem,8,1841-10-27,1906-10-06
"Vila Rica, Minas Gerais",8,1757-01-30,1814-10-03
Vilares,8,1664-10-25,1904-10-12
Vilas Boas,8,1540-10-01,1903-10-08
Várzeas,8,1673-10-01,1907-10-08
Águas Belas,8,1611-10-05,1762-10-01
Ínsua,8,1574-10-27,1770-10-01
A de Barros,7,1623-10-22,1756-12-20
Adaúfe,7,1762-10-01,1900-10-03
Albergaria a Velha,7,1692-10-01,1877-10-11
Alcanede,7,1621-10-09,1746-10-01
Alcanena,7,1754-10-01,1881-10-03
Alcantarilha,7,1668-10-20,1850-10-18
Alcongosta,7,1662-10-01,1721-10-01
"Alcântara, Maranhão, Brasil",7,1799-10-03,1823-10-29
Alhos Vedros,7,1555-02-11,1778-12-11
Almofala,7,1676-10-17,1906-10-16
Alqueidão da Serra,7,1727-10-01,1756-10-01
Anobra,7,1626-10-14,1769-12-01
Anseriz,7,1654-10-16,1800-10-02
Arcos de Valedevez,7,1623-06-23,1890-10-16
Arcozelo da Torre,7,1707-12-12,1764-10-01
Ardazubre,7,1722-10-01,1764-05-28
Assequins,7,1686-12-01,1812-10-31
Atei,7,1703-01-20,1814-10-31
Azevedo,7,1654-11-01,1737-10-01
Baleizão,7,1674-10-01,1763-10-01
Barbacena,7,1646-10-30,1752-10-01
"Barroca, Fundão",7,1764-10-01,1909-10-04
Barrosa,7,1652-01-20,1844-10-18
Bendafé,7,1704-10-01,1754-11-12
Britelo,7,1700-10-01,1913-07-18
Cabeça Santa,7,1633-10-21,1733-11-26
Cabeçudo,7,1736-10-01,1803-10-16
Cacia,7,1663-01-07,1895-10-10
Campanhã,7,1704-10-21,1765-10-01
Campos,7,1721-10-01,1874-10-15
"Canelas, Vila Real",7,1764-10-01,1854-10-23
Cardigos,7,1645-10-13,1763-10-01
Carquere,7,1678-10-01,1765-10-01
Carvalho de Egas,7,1737-10-01,1815-10-25
Carvoeiro,7,1603-10-29,1763-10-01
Casconha,7,1687-11-04,1763-10-01
Castedo,7,1727-10-01,1870-10-04
Castelo,7,1691-10-01,1762-10-01
Castêdo,7,1695-11-09,1906-10-03
Cavaleiros,7,1734-10-01,1814-10-27
"Celas, Coimbra",7,1560-03-03,1909-10-02
Celeirós,7,1765-10-01,1888-10-25
Cepelos,7,1698-12-05,1898-10-03
Ceras,7,1704-10-01,1891-10-03
Cheiras,7,1672-12-10,1761-10-01
Chão do Couce,7,1603-10-24,1869-10-04
Coimbrão,7,1651-10-13,1886-10-15
Couto de Aguim,7,1754-10-01,1774-10-00
Dominguiso,7,1748-10-01,1874-10-02
Ereira,7,1685-10-01,1849-10-13
Estombar,7,1767-10-01,1902-10-07
Fiscal,7,1597-12-18,1908-10-15
Fiães,7,1743-10-01,1902-10-10
Folgosinho,7,1699-10-01,1907-10-12
Freixianda,7,1623-11-03,1898-10-04
"Fronteira, Avis",7,1792-10-12,1824-11-04
Guarita,7,1726-10-01,1869-10-02
"Horta, Açores",7,1844-10-30,1907-10-01
"Horta, Ilha do Faial, Açores",7,1821-11-05,1901-10-08
"Ilha do Pico, Açores",7,1766-10-01,1858-10-15
Izeda,7,1693-12-10,1868-10-02
Lages,7,1709-10-01,1880-06-08
Leça do Balio,7,1678-10-01,1788-10-27
Lobelhe,7,1589-10-09,1804-10-04
Maceira,7,1620-10-10,1898-10-12
Marão,7,1763-10-01,1765-12-01
Matacães,7,1700-10-01,1803-10-10
Meirinhos,7,1707-10-01,1800-10-30
Mirando do Douro,7,1581-04-30,1703-11-16
Miuzela,7,1692-03-13,1888-10-04
Mizarela,7,1674-10-01,1754-05-29
Montargil,7,1608-12-16,1909-10-19
Montemor-o-velho,7,1591-03-23,1909-10-15
Mosteiro de Fragoas,7,1715-10-01,1817-11-10
Mouriz,7,1705-10-01,1868-07-17
Murtede,7,1630-10-03,1906-10-06
Paris,7,1671-12-10,1890-10-02
Paços de Gaiolo,7,1719-12-02,1884-10-02
Pedreira,7,1715-11-12,1885-06-23
Penamaior,7,1635-10-01,1776-11-05
Penela da Beira,7,1660-11-13,1790-10-22
Peral,7,1625-10-17,1859-10-04
Peredo,7,1612-11-27,1750-10-29
"Pocariça, Cantanhede",7,1674-10-22,1909-10-21
Pontevel,7,1614-01-24,1652-12-20
Póvoa da Lomba,7,1745-10-01,1901-10-09
Póvoa do Lanhoso,7,1741-10-01,1844-10-15
Real,7,1617-11-03,1904-10-15
Régua,7,1564-12-15,1889-10-15
Salvaterra,7,1574-11-29,1754-10-01
Santa Catarina,7,1625-11-15,1907-10-01
Santa Clara do Torrão,7,1730-01-30,1902-10-17
Santa Cristina de Nogueira,7,1761-10-01,1901-10-03
Santa Cruz da Trapa,7,1750-10-01,1889-10-02
Santa Maria de Oliveira,7,1735-10-01,1898-10-13
Santa Marinha de Lodares,7,1744-01-18,1877-10-02
Santiago de Piães,7,1682-10-01,1805-10-11
Santo André de Poiares,7,1715-10-01,1868-06-04
Santo Estevão,7,1696-10-01,1896-10-13
Santos,7,1581-10-21,1754-10-01
Sarnada,7,1680-10-15,1750-10-29
Sarrozela,7,1724-10-01,1869-06-07
Seda,7,1614-10-05,1765-10-01
Silgueiros,7,1708-11-17,1900-10-05
Sobrado,7,1578-10-06,1841-10-30
Souto de Penedono,7,1605-10-14,1905-10-07
São  Pedro do Sul,7,1602-10-11,1688-10-01
São Facundo,7,1627-02-06,1757-01-18
São Gonçalo de Amarante,7,1553-00-00,1904-10-17
