value,count,date_in,date_max
"Gaiate de Milheirós, Poiares",1,1765-10-01,1765-10-01
"Gaivão, Portalegre",1,1853-10-22,1853-10-22
Galafreu,1,1732-05-26,1732-05-26
"Galafura, Vila Real",1,1840-10-30,1840-10-30
Galbia,1,1721-10-30,1721-10-30
Galega,1,1768-10-01,1768-10-01
Galegos,1,1736-10-01,1736-10-01
"Galegos, Vila Real",1,1795-10-29,1795-10-29
"Galegos, Óbidos",1,1763-10-01,1763-10-01
Galfar,1,1569-03-02,1569-03-02
Galifães,1,1731-10-01,1731-10-01
"Galiza, Espanha",1,1596-02-10,1596-02-10
"Galizes, Coimbra",1,1859-10-04,1859-10-04
Galveas,1,1764-10-01,1764-10-01
"Galveia, Irlanda",1,1750-10-01,1750-10-01
Gandara,1,1587-10-03,1587-10-03
"Gandara, Oliveira de Azeméis",1,1885-10-05,1885-10-05
Gandarem,1,1749-10-01,1749-10-01
Gandra de São Mateus,1,1844-10-16,1844-10-16
"Gandra, Penafiel",1,1796-10-05,1796-10-05
Gandufe,1,1771-06-09,1771-06-09
Ganfei,1,1728-10-01,1728-10-01
"Ganfei, Valença do Minho",1,1767-10-01,1767-10-01
"Ganja, Guarda",1,1880-10-08,1880-10-08
"Gara Piranga, Mariana, Brasil",1,1757-10-01,1757-10-01
Gare,1,1725-10-01,1725-10-01
"Garfé, Guimarães",1,1825-10-31,1825-10-31
Garvão,1,1710-10-01,1710-10-01
"Garção, Vimioso",1,1893-10-16,1893-10-16
Gateira,1,1754-10-01,1754-10-01
"Gateira, São Pedro de Torrados",1,1750-10-01,1750-10-01
Gatiães,1,1741-10-01,1741-10-01
"Gatiães, Gestaçô",1,1766-10-01,1766-10-01
Gave,1,1732-10-01,1732-10-01
Gavinhos de Baixo,1,1729-10-01,1729-10-01
Gebelin,1,1739-10-01,1739-10-01
"Geme, Vila Verde",1,1904-10-03,1904-10-03
Gemieira,1,1742-10-01,1742-10-01
Geras,1,1758-10-01,1758-10-01
"Geraz, Póvoa de Lanhoso",1,1889-10-02,1889-10-02
Geres de Lima,1,1640-10-11,1640-10-11
Germil,1,1734-10-01,1734-10-01
Geromenha,1,1745-01-31,1745-01-31
Gerumenha,1,1700-10-01,1700-10-01
Gerês,1,1554-02-07,1554-02-07
"Gestaçô, Amarante",1,1827-10-27,1827-10-27
"Gestaçô, São João do Campo",1,1764-10-01,1764-10-01
Gestosa Cimeira,1,1762-10-01,1762-10-01
Gibraltar,1,1755-10-01,1755-10-01
"Gieiria, Ançã",1,1770-12-01,1770-12-01
Giela,1,1889-10-15,1889-10-15
Giestal,1,1751-01-30,1751-01-30
"Gimieiro, Matrículas nº 84, fl 145",1,1765-10-01,1765-10-01
"Gimonde, Bragança",1,1767-10-01,1767-10-01
Girandaria,1,1820-10-31,1820-10-31
"Gião, Vila do Conde",1,1906-10-13,1906-10-13
"Giões, Faro",1,1839-07-17,1839-07-17
Goa ou Lisboa,1,1586-10-01,1586-10-01
"Goa, Índia Portuguesa",1,1900-10-03,1900-10-03
"Godim, Lamego",1,1763-10-01,1763-10-01
"Godinhela, Miranda do Corvo",1,1794-10-31,1794-10-31
"Godinhães, Caminha",1,1765-10-01,1765-10-01
Goiaba,1,1805-11-19,1805-11-19
"Goiana, Pernambuco",1,1759-10-01,1759-10-01
"Goiana, Pernambuco, Brasil",1,1820-11-15,1820-11-15
Goiar,1,1822-10-04,1822-10-04
Goiazes,1,1769-10-01,1769-10-01
"Goiazes, Minas, Brasil",1,1763-10-01,1763-10-01
"Goiazes, Rio de Janeiro",1,1769-10-01,1769-10-01
Goivais,1,1688-10-01,1688-10-01
Goiás,1,1819-11-12,1819-11-12
Gojim,1,1769-10-01,1769-10-01
Gojoim,1,1762-12-15,1762-12-15
Goldrez,1,1909-10-05,1909-10-05
"Golegã, Santarém",1,1651-10-06,1651-10-06
Golfar,1,1733-05-22,1733-05-22
Golim,1,1805-10-07,1805-10-07
"Golinho, Arganil",1,1808-06-17,1808-06-17
Golpilheira,1,1904-10-11,1904-10-11
Gondarem,1,1785-10-17,1785-10-17
"Gondelim, Penacova",1,1885-10-02,1885-10-02
"Gondinhaços, Santa Euália",1,1762-12-15,1762-12-15
Gondiães,1,1753-10-01,1753-10-01
"Gondomar, São Cosme",1,1745-10-01,1745-10-01
Gondosendo,1,1696-02-15,1696-02-15
Gonta,1,1677-10-01,1677-10-01
"Gontiges, Tomar",1,1799-10-18,1799-10-18
"Gontinhais, Valença",1,1762-10-01,1762-10-01
Gontinhães,1,1711-12-10,1711-12-10
"Gontinhães, Vila Praia de Âncora",1,1817-02-12,1817-02-12
Gonza,1,1767-10-01,1767-10-01
Gonça,1,1720-10-01,1720-10-01
Gonçalo Dinis,1,1646-10-01,1646-10-01
Gonçalo Simões,1,1583-03-08,1583-03-08
Gonçalo de Amarante,1,1555-00-00,1555-00-00
"Gorjões, Faro",1,1755-06-09,1755-06-09
Gosende,1,1737-10-01,1737-10-01
"Gosende, Matrículas nº 84, fl392",1,1765-10-01,1765-10-01
Gosendo de Mortágua,1,1720-10-01,1720-10-01
"Gosendo, Baião",1,1766-10-01,1766-10-01
Goudin,1,1603-10-21,1603-10-21
"Goujouim, Lamego",1,1764-10-01,1764-10-01
Goutinhães,1,1765-12-01,1765-12-01
"Gouveia, Bragança",1,1867-07-01,1867-07-01
"Gouveia, São Paio",1,1602-03-16,1602-03-16
"Gouveia, São Tiago",1,1640-12-05,1640-12-05
"Gouveias, Pinhel",1,1888-10-30,1888-10-30
"Gouveias, Viseu",1,1556-11-10,1556-11-10
Gouvinhas da Beira,1,1684-10-01,1684-10-01
Gouvinhas de Baixo,1,1765-11-01,1765-11-01
"Gouvinhas, Vila Real",1,1765-10-01,1765-10-01
Gouvães do Douro,1,1906-10-02,1906-10-02
"Gouvães, Sabrosa, Vila Real",1,1897-10-12,1897-10-12
"Gouvães, Vila Real",1,1809-11-13,1809-11-13
"Gozende, Barcelos",1,1770-10-01,1770-10-01
Gozendo,1,1756-12-20,1756-12-20
"Gozendo, Mortágua",1,1871-10-07,1871-10-07
"Goães, Vila Real",1,1764-10-01,1764-10-01
Goís,1,1749-10-01,1749-10-01
"Graciosa, Açores",1,1757-10-01,1757-10-01
"Grada, Anadia",1,1886-10-14,1886-10-14
Grade,1,1750-10-27,1750-10-27
Grades,1,1705-10-01,1705-10-01
"Grajal, Sernancelhe",1,1764-10-01,1764-10-01
"Grajal, Trancoso",1,1778-10-22,1778-10-22
Gram Pará,1,1817-10-18,1817-10-18
Grampura,1,1766-10-01,1766-10-01
Gran Pará,1,1685-10-01,1685-10-01
"Gran Pará, Brasil",1,1763-10-01,1763-10-01
Granda,1,1733-10-01,1733-10-01
"Grandola, Lisboa",1,1889-11-07,1889-11-07
"Granja Nova, Alcobaça",1,1744-10-01,1744-10-01
Granja da Azinhaga,1,1602-10-05,1602-10-05
Granja de Alfarelos,1,1737-10-01,1737-10-01
"Granja de Alpiate, Lisboa",1,1761-10-01,1761-10-01
Granja de Caria,1,1589-03-02,1589-03-02
"Granja de Espinho, Coimbra",1,1817-11-05,1817-11-05
Granja de Facalamim,1,1664-10-23,1664-10-23
Granja de Gabrielos,1,1726-10-01,1726-10-01
Granja de Gregos,1,1817-10-31,1817-10-31
Granja de Montemor-o-Velho,1,1631-11-04,1631-11-04
Granja de Penedono,1,1732-10-01,1732-10-01
Granja de São Pedro,1,1739-10-01,1739-10-01
Granja de Ulmeiro,1,1731-10-01,1731-10-01
"Granja, Alijó, Vila Real",1,1872-10-07,1872-10-07
"Granja, Ançã",1,1756-01-25,1756-01-25
"Granja, Coimbra",1,1801-10-03,1801-10-03
"Granja, Semide",1,1625-10-07,1625-10-07
"Granja, Trancoso",1,1820-11-15,1820-11-15
Granjão,1,1744-07-20,1744-07-20
Graça,1,1738-02-24,1738-02-24
"Graça, Évora",1,1765-10-01,1765-10-01
"Gração, Sobrado",1,1707-10-01,1707-10-01
"Grijó, Celorico da Beira",1,1763-12-01,1763-12-01
"Grijó, Leomil",1,1607-10-12,1607-10-12
"Grijó, Parada",1,1748-10-30,1748-10-30
"Grijó, Porto",1,1827-10-20,1827-10-20
"Grijó, Val Benfeito",1,1609-05-05,1609-05-05
"Grijó, Vale Benfeito",1,1838-10-15,1838-10-15
"Grilo, Lisboa",1,1779-12-24,1779-12-24
Grimancelos,1,1813-10-13,1813-10-13
"Grândola, Alcácer do Sal",1,1551-07-16,1551-07-16
"Grândola, Setúbal",1,1786-10-21,1786-10-21
"Grã Pará, Brasil",1,1791-10-31,1791-10-31
"Grão Pará, Brasil",1,1819-06-11,1819-06-11
"Grão, Pará",1,1820-11-10,1820-11-10
"Grão, Pará, Brasil",1,1817-11-05,1817-11-05
Guadalupe,1,1605-01-09,1605-01-09
"Guara Piranga, Vila Rica",1,1773-10-20,1773-10-20
Guarajal,1,1658-11-14,1658-11-14
Guarapiranga,1,1751-10-01,1751-10-01
"Guarapiranga, Mariana, Brasil",1,1773-10-20,1773-10-20
"Guaratinguetá, Brasil",1,1890-10-16,1890-10-16
"Guarda, São Vicente",1,1908-10-15,1908-10-15
"Guardinha, Viana",1,1819-10-30,1819-10-30
Guardiula,1,1816-10-08,1816-10-08
Guardizela,1,1659-10-25,1659-10-25
"Guardizela, Santa Maria de",1,1746-10-01,1746-10-01
Guardão,1,1669-10-17,1669-10-17
"Guardão, Dornes, Tomar",1,1780-11-08,1780-11-08
Guaripiranga,1,1754-01-13,1754-01-13
"Guaripiranga, Brasil",1,1754-01-13,1754-01-13
"Gueral, Braga",1,1885-10-15,1885-10-15
Guide,1,1723-10-27,1723-10-27
Guidieiros,1,1814-10-14,1814-10-14
"Guidieiros, Sandim",1,1769-10-01,1769-10-01
Guifões,1,1818-10-31,1818-10-31
"Guifões, Porto",1,1847-10-08,1847-10-08
Guimara,1,1716-10-01,1716-10-01
Guimares,1,1736-10-01,1736-10-01
Guimarães da Serra,1,1753-10-29,1753-10-29
Guimarães ou Guiães,1,1691-11-29,1691-11-29
"Guimarães, Actos e Graus 15, pág 63v, cad 3º",1,1578-10-12,1578-10-12
"Guimzadaria, Alenquer",1,1813-06-16,1813-06-16
"Guinhão, Lamego",1,1764-10-01,1764-10-01
Guisande,1,1759-10-01,1759-10-01
Guizandaria,1,1809-12-16,1809-12-16
Guizim,1,1897-10-12,1897-10-12
Gulpilhares,1,1723-10-01,1723-10-01
Gumiei,1,1905-10-03,1905-10-03
Gândara de Mortágua,1,1824-10-06,1824-10-06
Gândara de São Mateus,1,1848-07-03,1848-07-03
"Gêmeos, Braga",1,1840-10-17,1840-10-17
"Gêmeos, Guimarães",1,1770-10-01,1770-10-01
"Góis, Arganil",1,1817-10-31,1817-10-31
"Góis, Barcelos",1,1765-10-01,1765-10-01
"Góis, Seia",1,1827-10-05,1827-10-05
Gôa,1,1875-10-13,1875-10-13
Hamburgo,1,1684-10-01,1684-10-01
Heitor Homem,1,1646-10-10,1646-10-10
Herrero,1,1610-06-23,1610-06-23
Honra de Sobrado,1,1759-10-01,1759-10-01
Honra do Sobrado,1,1776-11-26,1776-11-26
Horta da Vilariça,1,1745-10-01,1745-10-01
"Horta, Angra do Heroísmo",1,1910-10-13,1910-10-13
"Horta, Coimbra",1,1841-10-30,1841-10-30
"Horta, Faial, Açores",1,1849-07-03,1849-07-03
"Horta, Guarda",1,1898-10-12,1898-10-12
"Horta, Ilha do Faial- Açores",1,1860-07-19,1860-07-19
"Horta, Ilha do Farjal",1,1895-10-13,1895-10-13
"Horta, Pinhel",1,1776-12-19,1776-12-19
"Horta, Vila",1,1757-01-21,1757-01-21
"Hubernea, Irlanda",1,1594-04-21,1594-04-21
"Huila, Mossamedes",1,1909-10-05,1909-10-05
"Iaguarão, Rio Grande do Sul, Brasil",1,1900-10-15,1900-10-15
"Ibuaçú, Pernambuco",1,1736-01-01,1736-01-01
Idanha- a- Nova,1,1905-10-10,1905-10-10
Idanhas,1,1615-10-12,1615-10-12
"Idães, Porto",1,1881-10-14,1881-10-14
Idãis,1,1898-10-12,1898-10-12
"Ifanes, Miranda do Douro",1,1768-10-01,1768-10-01
"Igreja da Serra, Santarém",1,1848-10-09,1848-10-09
Igreja de Campia,1,1750-10-27,1750-10-27
"Igreja, Coimbra",1,1743-10-01,1743-10-01
"Igreja, Satão, Viseu",1,1908-10-02,1908-10-02
"Igreja, Vila Nova de Gaia",1,1781-00-00,1781-00-00
"Igreja, Viseu",1,1552-00-00,1552-00-00
"Igrejinha, Arraiolos",1,1749-10-01,1749-10-01
"Ilgares, Bragança",1,1841-10-08,1841-10-08
"Ilgares, Freixo de Espada à Cinta",1,1785-10-31,1785-10-31
"Ilgares, Freixo de Espada á Cinta",1,1763-10-01,1763-10-01
Ilha  Terceira,1,1672-11-12,1672-11-12
Ilha Brava,1,1873-07-14,1873-07-14
"Ilha Chiloane, Moçambique",1,1904-10-03,1904-10-03
"Ilha Faial, Açores",1,1653-10-14,1653-10-14
Ilha Graciosa,1,1820-11-13,1820-11-13
"Ilha Graciosa, Açores",1,1579-06-08,1579-06-08
"Ilha Grande, Rio de Janeiro, Brasil",1,1728-10-29,1728-10-29
Ilha Longa,1,1754-05-15,1754-05-15
Ilha Madeira,1,1737-10-01,1737-10-01
Ilha Santa Maria,1,1795-10-12,1795-10-12
"Ilha Terceira, Ilha de São Miguel",1,1650-11-12,1650-11-12
"Ilha da Boavista, Cabo Verde",1,1843-10-31,1843-10-31
Ilha da Faial,1,1557-00-00,1557-00-00
"Ilha da Faial, Açores",1,1865-10-11,1865-10-11
Ilha da Irlanda,1,1692-10-01,1692-10-01
"Ilha da Madeira, Funchal",1,1766-10-01,1766-10-01
"Ilha da Madeira, pico",1,1599-02-26,1599-02-26
Ilha da Palma,1,1579-01-29,1579-01-29
Ilha da madeira,1,1676-10-01,1676-10-01
"Ilha de Catalão, Rio de Janeiro, Brasil",1,1791-10-27,1791-10-27
Ilha de Faial,1,1712-10-01,1712-10-01
Ilha de Graciosa,1,1543-00-00,1543-00-00
Ilha de Madeira,1,1894-10-15,1894-10-15
"Ilha de Santa Catarina, Brasil",1,1795-10-12,1795-10-12
Ilha de Santiago,1,1670-12-01,1670-12-01
"Ilha de Santiago, Cabo Verde",1,1847-10-28,1847-10-28
Ilha de Santo Antão,1,1899-10-13,1899-10-13
"Ilha de São  Nicolau, Cabo Verde",1,1888-11-03,1888-11-03
Ilha de São  Tomé,1,1897-10-15,1897-10-15
"Ilha de São Miguel, Ponta Delgada",1,1751-10-01,1751-10-01
Ilha de São Nicolau,1,1876-10-09,1876-10-09
Ilha de São Paulo,1,1675-10-25,1675-10-25
Ilha de São Romão,1,1593-10-08,1593-10-08
Ilha de São Tiago,1,1669-10-30,1669-10-30
"Ilha de São Tiago, Cabo Verde",1,1872-10-16,1872-10-16
"Ilha do Catalão, Rio de Janeiro",1,1790-10-19,1790-10-19
"Ilha do Sal, Cabo Verde",1,1901-10-05,1901-10-05
Ilvares,1,1748-01-13,1748-01-13
"Incorporação das 1ª e 2º em Medicina 02121582, Atos e Graus14, fl 185, Caderno 2º",1,1582-05-11,1582-05-11
"Incorporação de Bacharel em Artes 23031703, Atos 51, caderno 2º, fl139 v",1,1703-03-23,1703-03-23
"Incorporação de todos os Atos em Medicina até ao Exame Privado 11041624, Livro 27, caderno 2º, fl 118 v",1,1624-04-11,1624-04-11
"Incorporação em todos os Atos de Medicina, até à Formatura e Aprovação, Atos e Graus 18, fl 175v, caderno 3º",1,1597-03-26,1597-03-26
Incorporação nos Atos de Bacharel,1,1700-05-23,1700-05-23
India,1,1572-03-15,1572-03-15
"Infecionado, Vila Rica",1,1770-10-01,1770-10-01
"Infesta, Braga",1,1885-10-12,1885-10-12
Infesto,1,1890-10-17,1890-10-17
"Inficionado, Mariana, Brasil",1,1768-10-01,1768-10-01
"Inglaterra, Londres",1,1586-10-01,1586-10-01
"Inhomerim, Ultra Mar",1,1772-10-16,1772-10-16
Instituta,1,1665-10-26,1665-10-26
Instituta 11021737,1,1737-02-11,1737-02-11
Inês Pereira,1,1756-10-01,1756-10-01
"Iorh, Inglaterra",1,1784-10-29,1784-10-29
"Iquitos, Brasil",1,1908-10-14,1908-10-14
"Irlanda, Ibernea",1,1619-12-09,1619-12-09
"Itaberava, M Gerais",1,1818-10-31,1818-10-31
"Iti, São Paulo",1,1827-10-19,1827-10-19
"Itu, São Paulo, Brasil",1,1822-10-15,1822-10-15
"Itû, São Paulo, Brasil",1,1806-10-25,1806-10-25
Izenda,1,1724-10-01,1724-10-01
Izêda,1,1756-10-01,1756-10-01
"Jaca, Aragão",1,1549-00-00,1549-00-00
"Jaca, Porto",1,1766-10-01,1766-10-01
"Jaca, Vila Nova de Gaia",1,1722-10-01,1722-10-01
Jacobina,1,1825-10-25,1825-10-25
"Jacobina, Baía",1,1777-11-22,1777-11-22
"Jafafe, Macinhata do Vouga",1,1732-10-01,1732-10-01
"Jagoaripe, Baía, Brasil",1,1816-11-08,1816-11-08
"Janarde, Viseu",1,1752-10-01,1752-10-01
Janeiro,1,1586-11-28,1586-11-28
"Janeiro, Covilhã",1,1568-10-18,1568-10-18
Januária,1,1842-07-14,1842-07-14
Jazente,1,1901-10-05,1901-10-05
"Jazente, Amarante",1,1895-10-17,1895-10-17
Jermelo,1,1706-10-01,1706-10-01
"Jesufrei, São Miguel de",1,1723-10-01,1723-10-01
"Joane, Barcelos",1,1768-10-01,1768-10-01
"Joane, Famalicão",1,1898-10-14,1898-10-14
"Joane, Salvador de",1,1702-10-01,1702-10-01
"Joane, Vila Nova de Famalicão",1,1896-10-12,1896-10-12
"Joeiria, Torres Vedras",1,1755-10-01,1755-10-01
"Jorcas, Aragão",1,1761-10-01,1761-10-01
"Jordão, Aveiro",1,1802-10-08,1802-10-08
"Jou, Bragança",1,1801-10-10,1801-10-10
"Jou, Chaves",1,1582-10-04,1582-10-04
Jovim,1,1764-10-01,1764-10-01
João Fernandes,1,1590-10-12,1590-10-12
João de Morais Carneiro,1,1681-10-01,1681-10-01
Jugueiros,1,1897-10-12,1897-10-12
Jugueiros do Douro,1,1818-10-31,1818-10-31
"Jugueiros do Douro, Vila Real",1,1819-11-08,1819-11-08
"Jugueiros, Felgueiras",1,1905-10-03,1905-10-03
"Juiz de Fora, Brasil",1,1912-08-08,1912-08-08
"Julgado, Linhares",1,1762-10-01,1762-10-01
"Juncal, Castelo Branco",1,1876-10-14,1876-10-14
"Juncal, Ourém",1,1824-10-29,1824-10-29
"Junco, Almeida",1,1909-10-02,1909-10-02
"Junqueira, Coimbra",1,1815-10-09,1815-10-09
"Junqueira, Moncorvo",1,1799-10-12,1799-10-12
"Junqueira, Tras-os-Montes",1,1750-10-01,1750-10-01
Junqueiros,1,1853-10-19,1853-10-19
Labrugeira,1,1632-11-03,1632-11-03
Labruja,1,1889-11-09,1889-11-09
Labrujo,1,1870-07-09,1870-07-09
"Labrujo, Viana do Castelo",1,1877-10-16,1877-10-16
Labuge,1,1687-10-09,1687-10-09
"Laconai, Genebra",1,1727-10-01,1727-10-01
Ladares,1,1903-10-03,1903-10-03
"Ladoeiro, Idanha a Nova",1,1763-10-01,1763-10-01
Ladreiro,1,1720-10-01,1720-10-01
Ladrigais,1,1649-04-03,1649-04-03
"Ladário, Vila Real",1,1864-10-12,1864-10-12
"Lafões, SãoVicente",1,1665-10-01,1665-10-01
Lagarelhos,1,1734-10-01,1734-10-01
Lagares do Pico,1,1874-10-15,1874-10-15
"Lagares, Lamego",1,1805-10-31,1805-10-31
"Lagares, Penafiel",1,1724-10-01,1724-10-01
Lagarinho,1,1794-10-14,1794-10-14
"Lagarinhos, Seia",1,1764-10-01,1764-10-01
"Lage, Braga",1,1857-10-03,1857-10-03
"Lage, Vila Real",1,1899-10-02,1899-10-02
Lagedo,1,1741-10-26,1741-10-26
Lageosa de Celorico,1,1822-10-26,1822-10-26
Lageosa de Lagada Baixa,1,1835-10-17,1835-10-17
Lageosa de Lagos,1,1852-10-27,1852-10-27
"Lageosa, Lagos",1,1753-10-01,1753-10-01
"Lageosa, Tondela",1,1899-10-12,1899-10-12
Lages do Pico,1,1895-10-29,1895-10-29
"Lages, Lamego",1,1799-10-29,1799-10-29
Lago Bom,1,1632-12-15,1632-12-15
"Lago, Valença",1,1815-10-26,1815-10-26
Lagoa Parada,1,1852-10-08,1852-10-08
"Lagoa, Barcelos",1,1766-10-01,1766-10-01
"Lagoa, Ponta Delgada, Açores",1,1879-10-02,1879-10-02
"Lagoa, Vila Real",1,1821-09-06,1821-09-06
Lagoas,1,1903-01-14,1903-01-14
"Lagoas, Ceira",1,1892-10-11,1892-10-11
"Lagoaça, Bragança",1,1864-10-08,1864-10-08
Lagobão,1,1637-10-15,1637-10-15
Lagoinha,1,1604-10-30,1604-10-30
"Lagoinhas, Viseu",1,1761-01-30,1761-01-30
Lagos de Ranhados,1,1863-10-15,1863-10-15
"Lagos, Faro",1,1601-01-22,1601-01-22
"Laguna, Rio de Janeiro, Brasil",1,1795-11-11,1795-11-11
Lagôa,1,1877-10-12,1877-10-12
Lajeosa da Beira,1,1762-12-15,1762-12-15
"Lalim, Tarouca",1,1891-10-14,1891-10-14
"Lama Grande, Lamego",1,1762-12-01,1762-12-01
Lama de,1,1724-10-01,1724-10-01
Lama de Arcos,1,1815-10-31,1815-10-31
Lama de Ouriço,1,1723-10-01,1723-10-01
Lamaceiros,1,1742-10-01,1742-10-01
"Lamarosa, Ardezubre",1,1755-10-25,1755-10-25
"Lamarosa, Santarém",1,1882-10-11,1882-10-11
Lamas de Conde,1,1838-10-15,1838-10-15
Lamas de Molêdo,1,1763-10-01,1763-10-01
"Lamas de Orelhão, Bragança",1,1862-10-01,1862-10-01
Lamas do Vouga,1,1714-10-30,1714-10-30
"Lamas, Feira",1,1902-10-04,1902-10-04
"Lamas, Ferreira",1,1734-10-01,1734-10-01
"Lamas, Minho",1,1741-10-27,1741-10-27
"Lamas, Miranda do Corvo",1,1731-10-01,1731-10-01
"Lamas, São Miguel do Mato",1,1743-05-08,1743-05-08
"Lambarinho, Lafões",1,1762-12-01,1762-12-01
Lamede,1,1729-11-21,1729-11-21
"Lamegal, Penalva do Castelo",1,1896-10-12,1896-10-12
"Lamego, Aldeia de Santa Maria",1,1578-10-07,1578-10-07
"Lamego, Angores",1,1763-10-01,1763-10-01
"Lamego, Armamar",1,1550-07-00,1550-07-00
"Lamego, Arneiros",1,1674-10-01,1674-10-01
"Lamego, Cambres",1,1767-10-01,1767-10-01
"Lamego, Nossa Senhora da Lapa",1,1738-10-01,1738-10-01
"Lamego, Sande",1,1695-05-11,1695-05-11
"Lamego, Tarouca",1,1816-11-12,1816-11-12
"Lamego, Viseu",1,1676-10-01,1676-10-01
Lameira de Santa Eufémia,1,1820-12-19,1820-12-19
Lameira de São Giraldo,1,1746-10-01,1746-10-01
"Lameira, Stª Eufemia",1,1750-12-11,1750-12-11
"Lameira, de São Pedro",1,1740-10-30,1740-10-30
Lameiras de São Pedo do Luso,1,1760-11-11,1760-11-11
Lameiro,1,1728-12-14,1728-12-14
Lamela,1,1742-10-01,1742-10-01
Lamelhas,1,1767-10-01,1767-10-01
"Lamenha, Barcelos",1,1766-10-01,1766-10-01
"Lana de Baiona, França",1,1746-10-01,1746-10-01
"Lanche, Amarante",1,1895-10-13,1895-10-13
Landa,1,1886-10-14,1886-10-14
Landedo,1,1765-10-01,1765-10-01
"Landim, Lamego",1,1784-10-29,1784-10-29
Landroval,1,1715-10-01,1715-10-01
Lanelhas,1,1741-10-01,1741-10-01
Langroiva,1,1594-10-01,1594-10-01
Lanhar,1,1816-10-31,1816-10-31
Lanhelas do Minho,1,1655-10-23,1655-10-23
Lanheses,1,1734-10-01,1734-10-01
Lanhezes,1,1751-10-01,1751-10-01
"Lanhoso, Póvoa de",1,1763-10-01,1763-10-01
"Lanhoso, São Bartolomeu",1,1761-11-01,1761-11-01
"Lanções, Minas Gerais",1,1751-10-01,1751-10-01
"Lapa, Coimbra",1,1752-10-01,1752-10-01
"Lapa, Crato",1,1772-10-00,1772-10-00
"Lapa, Monção",1,1707-10-21,1707-10-21
"Lapa, São Romão",1,1764-10-01,1764-10-01
"Lapa, Torres Novas",1,1764-10-01,1764-10-01
"Lapas, Tomar",1,1798-11-29,1798-11-29
Lapinha de São Cosmado,1,1733-11-24,1733-11-24
"Lara, Monsão",1,1764-10-01,1764-10-01
Larangeira,1,1700-01-18,1700-01-18
Laranjeiras,1,1869-10-02,1869-10-02
Laranjeiro,1,1644-10-12,1644-10-12
Largateira,1,1736-06-18,1736-06-18
"Largateira, Coimbra",1,1837-10-18,1837-10-18
"Larinho, Moncorvo",1,1794-10-15,1794-10-15
Larzeda,1,1681-10-01,1681-10-01
"Lasarim, Lamego",1,1823-07-14,1823-07-14
Laurentim,1,1760-10-01,1760-10-01
Lavacolhos,1,1710-10-01,1710-10-01
Lavos ou Lagos,1,1727-10-01,1727-10-01
"Lavos, Algarve",1,1790-10-31,1790-10-31
"Lavos, Regaleiras de",1,1724-10-01,1724-10-01
Lavra,1,1906-10-08,1906-10-08
"Lavra, Bouças",1,1907-10-11,1907-10-11
Lavradas,1,1909-10-15,1909-10-15
Lavres,1,1753-10-01,1753-10-01
"Lebução, Vila Real",1,1908-10-02,1908-10-02
"Ledesma, Castela",1,1557-11-14,1557-11-14
Leira,1,1754-01-15,1754-01-15
Leiria ou Geiria,1,1690-12-14,1690-12-14
Leiria ou Torres Vedras,1,1651-12-14,1651-12-14
Leitosa,1,1701-10-01,1701-10-01
Leitões,1,1750-10-01,1750-10-01
Leixo,1,1707-10-29,1707-10-29
Lemede,1,1730-10-01,1730-10-01
Lemenhe,1,1897-10-14,1897-10-14
Lemide,1,1916-10-15,1916-10-15
Lendiosa,1,1714-10-01,1714-10-01
Levides,1,1724-10-01,1724-10-01
"Levides, Lafães",1,1768-10-01,1768-10-01
Leziría,1,1769-10-01,1769-10-01
Leão,1,1585-10-02,1585-10-02
"Leão, Castela",1,1588-00-00,1588-00-00
"Leão, Espanha",1,1589-10-01,1589-10-01
Leça de Ourém,1,1586-10-16,1586-10-16
"Leça, Porto",1,1596-10-07,1596-10-07
"Licea, Coimbra",1,1827-10-09,1827-10-09
Licenciado 28051704,1,1703-04-21,1703-04-21
"Licéa, Montemor-o-Velho",1,1764-10-01,1764-10-01
Licêa,1,1761-10-01,1761-10-01
"Ligares, Bragança",1,1861-10-07,1861-10-07
"Ligares, Freixo de Espada à Cinta",1,1757-10-01,1757-10-01
Lima,1,1741-05-22,1741-05-22
"Limedo ?, Coimbra",1,1798-10-29,1798-10-29
Limões,1,1751-10-01,1751-10-01
"Limões, Vila Real",1,1820-11-15,1820-11-15
Linda-a-Velha,1,1785-10-17,1785-10-17
Linhares da Beira,1,1580-06-17,1580-06-17
"Linhares, Celorico",1,1582-10-04,1582-10-04
"Linhares, Julgado",1,1764-10-01,1764-10-01
Linheiro,1,1861-10-08,1861-10-08
"Linheiro, Aveiro",1,1780-10-27,1780-10-27
Lisboa ou Alcobaça,1,1634-10-15,1634-10-15
Lisboa ou Faro,1,1552-00-00,1552-00-00
Lisboa ou Setúbal,1,1565-10-01,1565-10-01
Lisboa ou Torres Novas,1,1728-10-01,1728-10-01
"Lisboa, Beja",1,1558-02-04,1558-02-04
"Lisboa, Benfica",1,1788-10-17,1788-10-17
"Lisboa, Cantanhede",1,1840-10-26,1840-10-26
"Lisboa, Corte",1,1542-05-05,1542-05-05
"Lisboa, Loures",1,1785-10-29,1785-10-29
"Lisboa, Lumiar",1,1654-10-22,1654-10-22
"Lisboa, Porto",1,1748-10-01,1748-10-01
"Lisboa, Santos o Velho",1,1890-10-14,1890-10-14
"Lisboa, Tomar",1,1736-10-30,1736-10-30
"Lisboa, Torres Vedras",1,1741-10-01,1741-10-01
