,wikidata,name,alias,bnp_id,naturalidade,placeID,longitude,latitude,birth_date,fauc_id
261,http://www.wikidata.org/entity/Q501859,D. Luís da Cunha,D. Luiz da Cunha,56165,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1662-01-25,
234,http://www.wikidata.org/entity/Q501859,D. Luís da Cunha,Luís da Cunha,56165,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1662-01-25,294781
285,http://www.wikidata.org/entity/Q5219175,Daniel da Silva,Daniel Augusto da Silva,94933,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1814-05-16,225940
362,http://www.wikidata.org/entity/Q3708465,Diego de Paiva de Andrade,Diego Andrada de Payva,4879,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1528-07-26,
327,http://www.wikidata.org/entity/Q3028686,Diogo Inácio de Pina Manique,Pina Manique,195123,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1733-10-03,243330
275,http://www.wikidata.org/entity/Q5279228,Diogo de Barcelos Machado de Bettencourt,Diogo de Barcelos Machado Bettencourt,,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1847-08-08,152471
269,http://www.wikidata.org/entity/Q5279228,Diogo de Barcelos Machado de Bettencourt,Diogo de barcelos machado de bettencourt,,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1847-08-08,
289,http://www.wikidata.org/entity/Q5279236,Diogo de Mendonça Corte-Real,Diogo de Mendonça Corte Real,209051,Tavira,http://www.wikidata.org/entity/Q372840,-7.6506,37.13085,1658-07-17,
163,http://www.wikidata.org/entity/Q64727664,Dom José de Barros Alarcão,José de Barros Alarcão,,Leiria,http://www.wikidata.org/entity/Q206933,-8.8069444444444,39.743055555556,1634-11-28,
700,http://www.wikidata.org/entity/Q10268035,Domingos Borges de Barros,Barão de Pedra Branca,162042,Salvador,http://www.wikidata.org/entity/Q36947,-38.492777777778,-12.983055555556,1780-10-10,
790,http://www.wikidata.org/entity/Q1960658,Domingos Caldas Barbosa,Viola de Lereno,45452,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1738-08-04,150380
830,http://www.wikidata.org/entity/Q1960658,Domingos Caldas Barbosa,Viola de Lereno,45452,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1738-08-04,
445,http://www.wikidata.org/entity/Q1237519,Domingos Leite Pereira,Domingos Leite,,Braga,http://www.wikidata.org/entity/Q83247,-8.4166666666667,41.533333333333,1882-09-19,
434,http://www.wikidata.org/entity/Q1237519,Domingos Leite Pereira,Domingos Pereira,,Braga,http://www.wikidata.org/entity/Q83247,-8.4166666666667,41.533333333333,1882-09-19,233404
486,http://www.wikidata.org/entity/Q1261617,Duarte Leite,Duarte Leite Pereira da Silva,66770,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1864-08-11,226121
492,http://www.wikidata.org/entity/Q110910811,Eduardo José Coelho,,183729,Vilela do Tâmega,http://www.wikidata.org/entity/Q194653,-7.5452777777778,41.684166666667,1835-09-17,
95,http://www.wikidata.org/entity/Q8772425,Eduardo de Abreu,Eduardo Augusto da Rocha Abreu,1460,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1856-02-08,140699
53,http://www.wikidata.org/entity/Q8772425,Eduardo de Abreu,Eduardo Augusto da Rocha de Abreu,1460,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1856-02-08,
816,http://www.wikidata.org/entity/Q21290098,Elias da Cunha Pessoa,,,Tomar,http://www.wikidata.org/entity/Q622817,-8.4166666666667,39.6,1801-07-04,240208
727,http://www.wikidata.org/entity/Q10272145,Elísio de Moura,Elysio de Moura,100061,Braga,http://www.wikidata.org/entity/Q83247,-8.4166666666667,41.533333333333,1877-08-30,240348
712,http://www.wikidata.org/entity/Q10272145,Elísio de Moura,Elísio de Azevedo e Moura,100061,Braga,http://www.wikidata.org/entity/Q83247,-8.4166666666667,41.533333333333,1877-08-30,
722,http://www.wikidata.org/entity/Q10272643,Emírcio Teixeira Pinto,Emircio Teixeira Pinto,,Vila Pouca de Aguiar,http://www.wikidata.org/entity/Q1006397,-7.6333333333333,41.483333333333,1899-08-17,
718,http://www.wikidata.org/entity/Q10274055,Ernesto Ferreira França,,,Bahia,http://www.wikidata.org/entity/Q40430,-41.69,-12.52,1804-06-21,
401,http://www.wikidata.org/entity/Q110736363,Ernesto Gonçalves,,,Funchal,http://www.wikidata.org/entity/Q25444,-16.916666666667,32.65,1898-06-30,
702,http://www.wikidata.org/entity/Q10274102,Ernesto do Canto,,25970,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1831-12-12,
48,http://www.wikidata.org/entity/Q96761830,Eugénio Dionísio de Mascarenhas Grade,,,Lagoa,http://www.wikidata.org/entity/Q985519,-8.45,37.133333333333,1785-03-06,
707,http://www.wikidata.org/entity/Q10278167,Eugénio Vaz Pacheco do Canto e Castro,Eugénio Pacheco,,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1863-11-08,132517
430,http://www.wikidata.org/entity/Q1373516,Eugénio de Castro,,10391,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1869-03-04,
69,http://www.wikidata.org/entity/Q87477495,Eugénio do Canto,,121441,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1836-10-17,132025
328,http://www.wikidata.org/entity/Q3068505,Ferdinand Ashmall,Ashmall,,Elwick,http://www.wikidata.org/entity/Q5368292,-1.2953,54.6843,1695-01-09,
829,http://www.wikidata.org/entity/Q17318172,Fernando António de Almeida Tavares e Oliveira,,,,,,,1793-03-31,
724,http://www.wikidata.org/entity/Q10281435,Fernando Martins de Mascarenhas,Fernando martins de mascarenhas,47709,Montemor-o-Novo,http://www.wikidata.org/entity/Q538407,-8.2166666666667,38.65,1548-01-30,
419,http://www.wikidata.org/entity/Q1397410,Fernando de Sousa e Silva,Fernando de Sousa da Silva,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1712-11-27,
253,http://www.wikidata.org/entity/Q5444924,Fernando dos Santos Costa,Fernando Santos Costa,54606,,,,,1899-12-19,
808,http://www.wikidata.org/entity/Q17280326,Filipe Folque,Filipe de Sousa Folque,44818,Portalegre,http://www.wikidata.org/entity/Q622819,-7.4166666666667,39.316666666667,1800-11-28,139332
721,http://www.wikidata.org/entity/Q10282299,Filipe de Sousa e Holstein,Filipe de Sousa Holstein,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1841-12-26,190218
714,http://www.wikidata.org/entity/Q10282363,Filomeno da Câmara Melo Cabral,,155824,Lagoa,http://www.wikidata.org/entity/Q564759,-25.583333333333,37.75,1844-07-18,
160,http://www.wikidata.org/entity/Q55908387,Francisco Antonio Pereira da Costa,,849175,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1809-10-11,
776,http://www.wikidata.org/entity/Q17280331,Francisco António Fernandes da Silva Ferrão,,53840,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1798-07-23,
736,http://www.wikidata.org/entity/Q10284691,Francisco Caupers Machado de Faria e Maia,,793751,Ponta Delgada,http://www.wikidata.org/entity/Q208149,-25.67,37.74,1841-05-24,
782,http://www.wikidata.org/entity/Q16917757,Francisco Correia de Mendonça,,,Lagos,http://www.wikidata.org/entity/Q732548,-8.6666666666667,37.1,1832-01-03,234635
375,http://www.wikidata.org/entity/Q357932,Francisco Fernandes Costa,Francisco José Fernandes Costa,,Foz de Arouce,http://www.wikidata.org/entity/Q1024381,-8.2808333333333,40.163611111111,1867-04-19,201049
371,http://www.wikidata.org/entity/Q357932,Francisco Fernandes Costa,Francisco José Fernandes da Costa,,Foz de Arouce,http://www.wikidata.org/entity/Q1024381,-8.2808333333333,40.163611111111,1867-04-19,
339,http://www.wikidata.org/entity/Q3815565,Francisco Gomes Teixeira,Gomes Teixeira,73974,Armamar,http://www.wikidata.org/entity/Q558610,-7.6833333333333,41.116666666667,1851-01-28,
723,http://www.wikidata.org/entity/Q10284812,Francisco Guedes de Carvalho Meneses da Costa,Francisco Guedes de Carvalho e Meneses da Costa,,,,,,1757-01-02,
741,http://www.wikidata.org/entity/Q17280031,Francisco Jerónimo da Silva,,111105,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1807-12-30,
733,http://www.wikidata.org/entity/Q10284873,Francisco José da Costa e Amaral,,,Portalegre,http://www.wikidata.org/entity/Q622819,-7.4166666666667,39.316666666667,1798-08-14,145473
708,http://www.wikidata.org/entity/Q10284884,Francisco José de Lacerda e Almeida,Francisco de Lacerda,252017,São Paulo,http://www.wikidata.org/entity/Q174,-46.633947222222,-23.550394444444,1753-08-22,143095
717,http://www.wikidata.org/entity/Q10284884,Francisco José de Lacerda e Almeida,Lacerda e Almeida,252017,São Paulo,http://www.wikidata.org/entity/Q174,-46.633947222222,-23.550394444444,1753-08-22,
763,http://www.wikidata.org/entity/Q19607875,Francisco José de Sousa Loureiro,,169783,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1772-09-20,254021
817,http://www.wikidata.org/entity/Q17318190,Francisco Margiochi,,1487876,,,,,1774-10-05,
705,http://www.wikidata.org/entity/Q10285181,Francisco Torrinha,Francisco Forte de Faria Torrinha,90381,Vila Nova de Famalicão,http://www.wikidata.org/entity/Q551658,-8.5166666666667,41.416666666667,1879-05-01,204873
706,http://www.wikidata.org/entity/Q10285184,Francisco Trigoso,Aragão Morato,98512,Santa Engrácia,http://www.wikidata.org/entity/Q612059,-9.1197222222222,38.719166666667,1777-09-17,
427,http://www.wikidata.org/entity/Q1392575,Francisco Veiga Beirão,Francisco António da Veiga Beirão,103736,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1841-07-24,185127
424,http://www.wikidata.org/entity/Q1392575,Francisco Veiga Beirão,Francisco da Veiga Beirão,103736,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1841-07-24,
716,http://www.wikidata.org/entity/Q10285201,Francisco Vieira Pita,,,Canhas,http://www.wikidata.org/entity/Q2936371,-17.110861111111,32.694194444444,1863-09-01,
420,http://www.wikidata.org/entity/Q104090593,Francisco da Fonseca Henriques,Francisco de Mirandela,237623,,,,,1665-10-06,
726,http://www.wikidata.org/entity/Q10285297,Francisco de Almada e Mendonça,,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1757-02-28,
266,http://www.wikidata.org/entity/Q4290420,Francisco de Ascensão Mendonça,Francisco de Ascenção Mendonça,94181,Faro,http://www.wikidata.org/entity/Q159457,-7.935,37.016111111111,1889-05-30,
703,http://www.wikidata.org/entity/Q10285342,Francisco de Borja Pedro Maria António de Sousa Holstein,,377185,Paris,http://www.wikidata.org/entity/Q90,2.3513888888889,48.856944444444,1838-04-20,
752,http://www.wikidata.org/entity/Q18285192,Francisco de Castro Matoso Corte-Real,Francisco de Castro Matoso da Silva Corte-Real,,Aveiro,http://www.wikidata.org/entity/Q485581,-8.6552777777778,40.638888888889,1832-11-23,
750,http://www.wikidata.org/entity/Q23771075,Francisco de Melo Franco,,167566,,,,,1757-09-17,
738,http://www.wikidata.org/entity/Q10285375,Francisco de Mendonça Pacheco de Melo,,,Santa Cruz da Graciosa,http://www.wikidata.org/entity/Q1010463,-28.016666666667,39.083333333333,1857-04-27,
224,http://www.wikidata.org/entity/Q5484166,Francisco de Paula Vieira da Silva Tovar,,,Molelos,http://www.wikidata.org/entity/Q154081,-8.0955555555556,40.530277777778,1774-02-08,
28,http://www.wikidata.org/entity/Q932758,Francisco de Saldanha da Gama,,1328910,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1723-05-20,
199,http://www.wikidata.org/entity/Q661150,Francisco de São Luís Saraiva,,79935,Ponte de Lima,http://www.wikidata.org/entity/Q490180,-8.5833333333333,41.766666666667,1766-01-26,
732,http://www.wikidata.org/entity/Q10285752,Frederico Augusto Lopes da Silva,,,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1863-12-01,
184,http://www.wikidata.org/entity/Q56741356,Frei Custódio Alves Serrão,,,Alcântara,http://www.wikidata.org/entity/Q939522,-44.415,-2.4088888888889,1799-10-02,223882
144,http://www.wikidata.org/entity/Q56702597,Frei José da Costa Azevedo,,,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1763-09-16,
510,http://www.wikidata.org/entity/Q1032088,Félix de Avelar Brotero,Avelar Brotero,46386,Loures,http://www.wikidata.org/entity/Q917535,-9.1666666666667,38.7,1744-11-25,
230,http://www.wikidata.org/entity/Q5563677,Giovanni Antonio Grassi,Giovanni Grassi,,Schilpario,http://www.wikidata.org/entity/Q101566,10.15,46.016666666667,1775-09-10,
81,http://www.wikidata.org/entity/Q85420795,Gonçalo Pereira da Silva de Sousa e Meneses,,99398,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1851-12-28,
229,http://www.wikidata.org/entity/Q459037,Gonçalo Sampaio,Gonçalo António da Silva Ferreira Sampaio,146869,Póvoa de Lanhoso,http://www.wikidata.org/entity/Q551689,-8.2666666666667,41.566666666667,1865-03-29,
86,http://www.wikidata.org/entity/Q983565,Gregório de Matos,Boca de Brasa,88267,Salvador,http://www.wikidata.org/entity/Q36947,-38.492777777778,-12.983055555556,1636-12-23,
361,http://www.wikidata.org/entity/Q336918,Guerra Junqueiro,Abílio Manuel Guerra Junqueiro,10394,Freixo de Espada à Cinta,http://www.wikidata.org/entity/Q551684,-6.8,41.083333333333,1850-09-17,180781
364,http://www.wikidata.org/entity/Q336918,Guerra Junqueiro,Abílio de Guerra Junqueiro,10394,Freixo de Espada à Cinta,http://www.wikidata.org/entity/Q551684,-6.8,41.083333333333,1850-09-17,
404,http://www.wikidata.org/entity/Q1553827,Guilherme Braga,Guilherme da Silva Braga,16442,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1845-03-22,187254
715,http://www.wikidata.org/entity/Q10292816,Guilherme Moreira,Guilherme Alves Moreira,98807,Santa Maria da Feira,http://www.wikidata.org/entity/Q564813,-8.5333333333333,40.933333333333,1861-03-21,
734,http://www.wikidata.org/entity/Q10294753,Henrique Ferreira de Oliveira Brás,Henrique Brás,16970,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1884-02-09,
329,http://www.wikidata.org/entity/Q28890065,Henrique de Carvalho Nunes da Silva Anacoreta,,,Santarém,http://www.wikidata.org/entity/Q273877,-8.6869444444444,39.239166666667,1871-11-12,
778,http://www.wikidata.org/entity/Q24846545,Henrique de Macedo Pereira Coutinho,,,Verride,http://www.wikidata.org/entity/Q925878,-8.7063888888889,40.131666666667,1843-09-06,205788
697,http://www.wikidata.org/entity/Q10295132,Hermenegildo Augusto de Faria Blanc,,,Santa Maria da Feira,http://www.wikidata.org/entity/Q564813,-8.5333333333333,40.933333333333,1811-09-23,
287,http://www.wikidata.org/entity/Q5102822,Hipólito da Costa,Hipólito José da Costa,132620,Colónia do Sacramento,http://www.wikidata.org/entity/Q56064,-57.844166666667,-34.471388888889,1774-08-13,
142,http://www.wikidata.org/entity/Q591529,Honório Hermeto Carneiro Leão,Marquês do Paraná,,Jacuí,http://www.wikidata.org/entity/Q1779955,-46.740833333333,-21.016944444444,1801-01-11,
174,http://www.wikidata.org/entity/Q55893270,Ildefonso Leopoldo Bayard,Ildefonso-Leopoldo Bayard,241793,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1785-09-03,149900
151,http://www.wikidata.org/entity/Q5993064,Inácio Barbosa Machado,,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1686-11-23,
67,http://www.wikidata.org/entity/Q928876,Inácio do Nascimento Morais Cardoso,,1218192,Murça,http://www.wikidata.org/entity/Q513049,-7.45,41.4,1811-12-20,134325
164,http://www.wikidata.org/entity/Q64747752,Jacinto Carlos da Silveira,,,Évora,http://www.wikidata.org/entity/Q179948,-7.9072222222222,38.5725,1732-09-18,230556
669,http://www.wikidata.org/entity/Q10305313,Januário Correia de Almeida,Conde de são januário,195724,Paço de Arcos,http://www.wikidata.org/entity/Q2065632,-9.2936111111111,38.695,1829-03-31,
493,http://www.wikidata.org/entity/Q1392619,Joaquim António de Aguiar,Joaquim António Aguiar,2826,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1792-08-24,141759
496,http://www.wikidata.org/entity/Q1392619,Joaquim António de Aguiar,Mata frades,2826,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1792-08-24,
609,http://www.wikidata.org/entity/Q10307138,Joaquim Desterro de Almeida,,,,,,,1880-02-22,
121,http://www.wikidata.org/entity/Q64747394,Joaquim Ferreira de Carvalho,,,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1750-07-17,156176
796,http://www.wikidata.org/entity/Q24013817,Joaquim Germano de Sequeira da Fonseca e Sousa,,,Vila Franca de Xira,http://www.wikidata.org/entity/Q2183627,-8.9897222222222,38.954166666667,1827-09-04,
116,http://www.wikidata.org/entity/Q6206316,Joaquim Heliodoro da Cunha Rivara,Cunha Rivara,787355,Arraiolos,http://www.wikidata.org/entity/Q699141,-7.9843333333333,38.722916666667,1809-06-23,
674,http://www.wikidata.org/entity/Q10307234,Joaquim José Pereira da Silveira e Sousa,,,Velas,http://www.wikidata.org/entity/Q2198185,-28.207944444444,38.681722222222,1796-02-17,
831,http://www.wikidata.org/entity/Q21290114,Joaquim José Pereira de Melo,,120470,Belém,http://www.wikidata.org/entity/Q18500330,-9.2,38.7,1790-08-22,
833,http://www.wikidata.org/entity/Q1791241,Joaquim José Rodrigues Torres,,,Itaboraí,http://www.wikidata.org/entity/Q841244,-42.855833333333,-22.7475,1802-12-13,
771,http://www.wikidata.org/entity/Q1690864,Joaquim Machado de Castro,Machado de Castro,43221,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1731-06-19,
150,http://www.wikidata.org/entity/Q64734493,Joaquim Maria Mascarenhas Castelo Branco,,,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1753-06-15,
635,http://www.wikidata.org/entity/Q10307298,Joaquim Maria da Silva,Joaquim maria da silva,178095,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1830-05-24,227536
672,http://www.wikidata.org/entity/Q10307317,Joaquim Mendes dos Remédios,Joaquim mendes dos remédios,29952,Nisa,http://www.wikidata.org/entity/Q1013628,-7.65,39.516666666667,1867-09-21,137672
600,http://www.wikidata.org/entity/Q10307317,Joaquim Mendes dos Remédios,Mendes dos Remédios,29952,Nisa,http://www.wikidata.org/entity/Q1013628,-7.65,39.516666666667,1867-09-21,
676,http://www.wikidata.org/entity/Q10307319,Joaquim Moniz de Sá Corte-Real e Amaral,Corte Real e Amaral,3969,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1889-08-28,
756,http://www.wikidata.org/entity/Q23905379,Joaquim Pais de Abranches,,,Carvalhal Redondo,http://www.wikidata.org/entity/Q74448,-7.9027777777778,40.539722222222,1837-05-14,140432
787,http://www.wikidata.org/entity/Q16930167,Joaquim Pedro Martins,,,,,,,1875-12-23,
317,http://www.wikidata.org/entity/Q305493,Joaquim Pimenta de Castro,Joaquim Pereira Pimenta de Castro,115644,Monção,http://www.wikidata.org/entity/Q425738,-8.48,42.073333333333,1846-11-05,
459,http://www.wikidata.org/entity/Q112085958,Joaquim Simões Ferreira,,,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1837-04-01,246435
650,http://www.wikidata.org/entity/Q10307419,Joaquim Taibner de Morais,Joaquim taibner de morais,,Marinha Grande,http://www.wikidata.org/entity/Q2359720,-8.9316666666667,39.750555555556,1840-08-10,
646,http://www.wikidata.org/entity/Q10307427,Joaquim Teotônio Segurado,Joaquim Theotônio Segurado,,Moura,http://www.wikidata.org/entity/Q551662,-7.4504722222222,38.139694444444,1775-02-25,
801,http://www.wikidata.org/entity/Q1690871,Joaquim de Carvalho,,37499,Figueira da Foz,http://www.wikidata.org/entity/Q428459,-8.86179,40.15085,1892-06-10,156097
101,http://www.wikidata.org/entity/Q5931630,Joaquim de Mariz,,1439970,Coimbra,http://www.wikidata.org/entity/Q45412,-8.4288888888889,40.211111111111,1847-02-28,184267
114,http://www.wikidata.org/entity/Q5580990,José Adelino Serrasqueiro,,735392,Castelo Branco,http://www.wikidata.org/entity/Q373720,-7.4930555555556,39.822777777778,1835-12-22,224045
385,http://www.wikidata.org/entity/Q3186139,José Adriano Pequito Rebelo,José Pequito Rebelo,105658,Portalegre,http://www.wikidata.org/entity/Q225189,-7.4319444444444,39.291111111111,1892-05-21,
607,http://www.wikidata.org/entity/Q10308727,José Alberto de Oliveira Anchieta,,152066,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1832-10-09,
636,http://www.wikidata.org/entity/Q10308782,José António Ferreira Brak-Lamy,José Antonio Ferreira Braklami,,Lagos,http://www.wikidata.org/entity/Q732548,-8.6666666666667,37.1,1781-08-18,
688,http://www.wikidata.org/entity/Q10308789,José António Guerreiro,,112058,Lanhelas,http://www.wikidata.org/entity/Q1022605,-8.79104,41.90636,1789-12-05,180816
803,http://www.wikidata.org/entity/Q16930180,José Augusto Correia de Campos,,24958,Vila Nova de Paiva,http://www.wikidata.org/entity/Q1003146,-7.7333333333333,40.85,1890-12-05,130596
147,http://www.wikidata.org/entity/Q6291629,José Augusto Ferreira Veiga,,,Macau,http://www.wikidata.org/entity/Q3916279,113.54611111111,22.200555555556,1838-11-22,
677,http://www.wikidata.org/entity/Q10308913,José Augusto Nogueira Sampaio,,108598,Angra do Heroísmo,http://www.wikidata.org/entity/Q193677,-27.215277777778,38.655833333333,1827-12-11,215040
824,http://www.wikidata.org/entity/Q17285773,José Barbosa,,,,,,,1674-11-23,
617,http://www.wikidata.org/entity/Q10308989,José Bernardo da Silva Cabral,José bernardo da silva cabral,92638,Fornos de Algodres,http://www.wikidata.org/entity/Q641715,-7.5333333333333,40.616666666667,1801-07-27,128467
363,http://www.wikidata.org/entity/Q379631,José Bonifácio de Andrada e Silva,Americo Elysio,103830,Santos,http://www.wikidata.org/entity/Q81882,-46.333888888889,-23.960833333333,1763-06-13,271263
368,http://www.wikidata.org/entity/Q379631,José Bonifácio de Andrada e Silva,Américo Elísio,103830,Santos,http://www.wikidata.org/entity/Q81882,-46.333888888889,-23.960833333333,1763-06-13,
789,http://www.wikidata.org/entity/Q21290139,José Cardoso de Meneses Martins,,,Guimarães,http://www.wikidata.org/entity/Q170903,-8.2908333333333,41.445,1873-10-10,
428,http://www.wikidata.org/entity/Q106262879,José Coelho da Mota Prego,,122935,Guimarães,http://www.wikidata.org/entity/Q170903,-8.2908333333333,41.445,1857-08-02,250279
259,http://www.wikidata.org/entity/Q47318408,José Custódio de Morais,,,Marinha Grande,http://www.wikidata.org/entity/Q289852,-8.9333333333333,39.75,1890-03-09,251292
774,http://www.wikidata.org/entity/Q17318247,José Diogo de Mascarenhas Neto,,,Silves,http://www.wikidata.org/entity/Q749180,-8.4333333333333,37.183333333333,1752-02-18,168978
626,http://www.wikidata.org/entity/Q10309302,José Eduardo Raposo de Magalhães,,239156,Alcobaça,http://www.wikidata.org/entity/Q651997,-8.975,39.55,1844-06-12,182939
637,http://www.wikidata.org/entity/Q10309346,José Eugénio Dias Ferreira,José Eugénio Ferreira,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1882-11-13,246787
138,http://www.wikidata.org/entity/Q7588155,José Ferreira Borges,,80412,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1786-06-08,131212
667,http://www.wikidata.org/entity/Q10309450,José Francisco de Azevedo e Silva,Azevedo e Silva,133922,Loulé,http://www.wikidata.org/entity/Q586722,-8.02345,37.14399,1858-11-25,230292
687,http://www.wikidata.org/entity/Q10309450,José Francisco de Azevedo e Silva,José Francisco Azevedo e Silva,133922,Loulé,http://www.wikidata.org/entity/Q586722,-8.02345,37.14399,1858-11-25,
606,http://www.wikidata.org/entity/Q10309630,José Jacinto Nunes,Jacinto Nunes,144290,Pedrógão Grande,http://www.wikidata.org/entity/Q1013094,-8.15,39.916666666667,1839-10-25,
631,http://www.wikidata.org/entity/Q10309643,José Joaquim Carneiro de Campos,José Joaquim Carneiro de Santos,,Salvador,http://www.wikidata.org/entity/Q36947,-38.492777777778,-12.983055555556,1768-03-04,
139,http://www.wikidata.org/entity/Q64734418,José Joaquim Justiniano Mascarenhas Castelo Branco,,,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1731-08-23,
802,http://www.wikidata.org/entity/Q21483097,José Joaquim Rodrigues de Bastos,,154027,Moitedo,http://www.wikidata.org/entity/Q21483170,-8.381383,40.652893,1777-11-08,
201,http://www.wikidata.org/entity/Q4290353,José Joaquim da Cunha Azeredo Coutinho,Azeredo Coutinho,54621,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-41.323888888889,-21.753888888889,1742-09-08,
675,http://www.wikidata.org/entity/Q10309684,José Joaquim de Almeida de Moura Coutinho,,130399,Porto,http://www.wikidata.org/entity/Q36433,-8.6107777777778,41.149472222222,1801-03-05,294057
123,http://www.wikidata.org/entity/Q558561,José Jorge Loureiro,,104771,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1791-04-23,
666,http://www.wikidata.org/entity/Q10309728,José Júlio de Bettencourt Rodrigues,,128311,Funchal,http://www.wikidata.org/entity/Q25444,-16.916666666667,32.65,1843-05-08,
745,http://www.wikidata.org/entity/Q24013847,José Lages Perestrelo de Vasconcelos,,,Lisboa,http://www.wikidata.org/entity/Q597,-9.139016,38.708042,1881-02-17,210566
315,http://www.wikidata.org/entity/Q321218,José Luciano de Castro,José Luciano,129758,Oliveirinha,http://www.wikidata.org/entity/Q2260120,-8.5913888888889,40.607777777778,1834-12-14,
197,http://www.wikidata.org/entity/Q64697672,José Luís Alves Feijó,,,Freixo de Espada à Cinta,http://www.wikidata.org/entity/Q1999803,-6.8077777777778,41.091388888889,1816-01-08,
440,http://www.wikidata.org/entity/Q105235831,José Luís Soares de Barbosa,,,Setúbal,http://www.wikidata.org/entity/Q173699,-8.89354,38.52361,1728-09-29,150836
491,http://www.wikidata.org/entity/Q107328945,José Luís de Vasconcelos e Sousa,,,Rio de Janeiro,http://www.wikidata.org/entity/Q8678,-43.196388888889,-22.908333333333,1740-07-09,
623,http://www.wikidata.org/entity/Q10309855,José Machado Serpa,José Machado de Serpa,111555,Prainha,http://www.wikidata.org/entity/Q2338463,-28.23052,38.46922,1864-03-09,223548
629,http://www.wikidata.org/entity/Q10309855,José Machado Serpa,José Machado de Serpa,111555,Prainha,http://www.wikidata.org/entity/Q2338463,-28.203055555556,38.46922,1864-03-09,
649,http://www.wikidata.org/entity/Q10309864,José Malheiro Reimão,José Malheiro Reimão Teles de Meneses e Sá,265924,Viana do Castelo,http://www.wikidata.org/entity/Q208158,-8.8333333333333,41.7,1860-07-03,
693,http://www.wikidata.org/entity/Q10309887,José Manuel Pereira dos Reis,,224689,Cadaval,http://www.wikidata.org/entity/Q33661928,-9.06738,39.24621,1879-01-30,
